Region,Region name,Year,Category,Symbol,Value,Label,Unit
BG,Bulgaria,1970,Forage legumes,B,60.25076100195545,Symbiotic fixation,Gg N
BG,Bulgaria,1970,Oilseeds,B,0.61078760761863,Symbiotic fixation,Gg N
BG,Bulgaria,1970,Other forage crops,B,2.5764077971221524,Symbiotic fixation,Gg N
BG,Bulgaria,1970,Pulses,B,3.995987313066667,Symbiotic fixation,Gg N
BG,Bulgaria,1970,Temporary grassland,B,0.28155462658761904,Symbiotic fixation,Gg N
BG,Bulgaria,1971,Forage legumes,B,58.3103849289816,Symbiotic fixation,Gg N
BG,Bulgaria,1971,Oilseeds,B,1.141660466989589,Symbiotic fixation,Gg N
BG,Bulgaria,1971,Other forage crops,B,2.5929232317190896,Symbiotic fixation,Gg N
BG,Bulgaria,1971,Pulses,B,3.128696507733334,Symbiotic fixation,Gg N
BG,Bulgaria,1971,Temporary grassland,B,0.28335946393753964,Symbiotic fixation,Gg N
BG,Bulgaria,1972,Forage legumes,B,57.36474102897858,Symbiotic fixation,Gg N
BG,Bulgaria,1972,Oilseeds,B,1.0208418919276712,Symbiotic fixation,Gg N
BG,Bulgaria,1972,Other forage crops,B,2.6094386663160263,Symbiotic fixation,Gg N
BG,Bulgaria,1972,Pulses,B,2.1801287317333338,Symbiotic fixation,Gg N
BG,Bulgaria,1972,Temporary grassland,B,0.2851643012874603,Symbiotic fixation,Gg N
BG,Bulgaria,1973,Forage legumes,B,60.37857575043777,Symbiotic fixation,Gg N
BG,Bulgaria,1973,Oilseeds,B,2.1905114138827395,Symbiotic fixation,Gg N
BG,Bulgaria,1973,Other forage crops,B,2.6259541009129626,Symbiotic fixation,Gg N
BG,Bulgaria,1973,Pulses,B,2.5738138205866674,Symbiotic fixation,Gg N
BG,Bulgaria,1973,Temporary grassland,B,0.2869691386373809,Symbiotic fixation,Gg N
BG,Bulgaria,1974,Forage legumes,B,62.98118041156263,Symbiotic fixation,Gg N
BG,Bulgaria,1974,Oilseeds,B,2.3759752727145202,Symbiotic fixation,Gg N
BG,Bulgaria,1974,Other forage crops,B,2.6424695355098997,Symbiotic fixation,Gg N
BG,Bulgaria,1974,Pulses,B,2.18036460928,Symbiotic fixation,Gg N
BG,Bulgaria,1974,Temporary grassland,B,0.2887739759873016,Symbiotic fixation,Gg N
BG,Bulgaria,1975,Forage legumes,B,69.04126663851636,Symbiotic fixation,Gg N
BG,Bulgaria,1975,Oilseeds,B,5.56734140949041,Symbiotic fixation,Gg N
BG,Bulgaria,1975,Other forage crops,B,2.658984970106837,Symbiotic fixation,Gg N
BG,Bulgaria,1975,Pulses,B,2.34749196032,Symbiotic fixation,Gg N
BG,Bulgaria,1975,Temporary grassland,B,0.29057881333722213,Symbiotic fixation,Gg N
BG,Bulgaria,1976,Forage legumes,B,67.81961697729797,Symbiotic fixation,Gg N
BG,Bulgaria,1976,Oilseeds,B,6.712492905836711,Symbiotic fixation,Gg N
BG,Bulgaria,1976,Other forage crops,B,2.675500404703774,Symbiotic fixation,Gg N
BG,Bulgaria,1976,Pulses,B,2.0500893171200003,Symbiotic fixation,Gg N
BG,Bulgaria,1976,Temporary grassland,B,0.29238365068714284,Symbiotic fixation,Gg N
BG,Bulgaria,1977,Forage legumes,B,65.97371267494144,Symbiotic fixation,Gg N
BG,Bulgaria,1977,Oilseeds,B,6.147711848100822,Symbiotic fixation,Gg N
BG,Bulgaria,1977,Other forage crops,B,2.6920158393007103,Symbiotic fixation,Gg N
BG,Bulgaria,1977,Pulses,B,2.38966153088,Symbiotic fixation,Gg N
BG,Bulgaria,1977,Temporary grassland,B,0.29418848803706343,Symbiotic fixation,Gg N
BG,Bulgaria,1978,Forage legumes,B,68.65689619923994,Symbiotic fixation,Gg N
BG,Bulgaria,1978,Oilseeds,B,8.222748181076163,Symbiotic fixation,Gg N
BG,Bulgaria,1978,Other forage crops,B,2.7085312738976475,Symbiotic fixation,Gg N
BG,Bulgaria,1978,Pulses,B,2.4852994816000002,Symbiotic fixation,Gg N
BG,Bulgaria,1978,Temporary grassland,B,0.2959933253869841,Symbiotic fixation,Gg N
BG,Bulgaria,1979,Forage legumes,B,69.83964571961589,Symbiotic fixation,Gg N
BG,Bulgaria,1979,Oilseeds,B,10.649038223675616,Symbiotic fixation,Gg N
BG,Bulgaria,1979,Other forage crops,B,2.725046708494584,Symbiotic fixation,Gg N
BG,Bulgaria,1979,Pulses,B,1.9479414323200002,Symbiotic fixation,Gg N
BG,Bulgaria,1979,Temporary grassland,B,0.29779816273690474,Symbiotic fixation,Gg N
BG,Bulgaria,1980,Forage legumes,B,71.95414623255114,Symbiotic fixation,Gg N
BG,Bulgaria,1980,Oilseeds,B,7.409078734325479,Symbiotic fixation,Gg N
BG,Bulgaria,1980,Other forage crops,B,2.741562143091521,Symbiotic fixation,Gg N
BG,Bulgaria,1980,Pulses,B,1.6198687564800003,Symbiotic fixation,Gg N
BG,Bulgaria,1980,Temporary grassland,B,0.2996030000868254,Symbiotic fixation,Gg N
BG,Bulgaria,1981,Forage legumes,B,71.45955872755447,Symbiotic fixation,Gg N
BG,Bulgaria,1981,Oilseeds,B,7.355965562774793,Symbiotic fixation,Gg N
BG,Bulgaria,1981,Other forage crops,B,2.758077577688458,Symbiotic fixation,Gg N
BG,Bulgaria,1981,Pulses,B,2.471439204693333,Symbiotic fixation,Gg N
BG,Bulgaria,1981,Temporary grassland,B,0.30140783743674604,Symbiotic fixation,Gg N
BG,Bulgaria,1982,Forage legumes,B,75.15507210758585,Symbiotic fixation,Gg N
BG,Bulgaria,1982,Oilseeds,B,8.096060218950136,Symbiotic fixation,Gg N
BG,Bulgaria,1982,Other forage crops,B,2.774593012285395,Symbiotic fixation,Gg N
BG,Bulgaria,1982,Pulses,B,3.0088144597333333,Symbiotic fixation,Gg N
BG,Bulgaria,1982,Temporary grassland,B,0.3032126747866666,Symbiotic fixation,Gg N
BG,Bulgaria,1983,Forage legumes,B,76.3850575132705,Symbiotic fixation,Gg N
BG,Bulgaria,1983,Oilseeds,B,5.810249168534794,Symbiotic fixation,Gg N
BG,Bulgaria,1983,Other forage crops,B,2.791108446882332,Symbiotic fixation,Gg N
BG,Bulgaria,1983,Pulses,B,1.8876578628266671,Symbiotic fixation,Gg N
BG,Bulgaria,1983,Temporary grassland,B,0.3050175121365873,Symbiotic fixation,Gg N
BG,Bulgaria,1984,Forage legumes,B,77.15194600416422,Symbiotic fixation,Gg N
BG,Bulgaria,1984,Oilseeds,B,5.035408327118904,Symbiotic fixation,Gg N
BG,Bulgaria,1984,Other forage crops,B,2.8076238814792687,Symbiotic fixation,Gg N
BG,Bulgaria,1984,Pulses,B,2.4804234734933335,Symbiotic fixation,Gg N
BG,Bulgaria,1984,Temporary grassland,B,0.3068223494865079,Symbiotic fixation,Gg N
BG,Bulgaria,1985,Forage legumes,B,79.1895724292442,Symbiotic fixation,Gg N
BG,Bulgaria,1985,Oilseeds,B,2.676868490923835,Symbiotic fixation,Gg N
BG,Bulgaria,1985,Other forage crops,B,2.8241393160762054,Symbiotic fixation,Gg N
BG,Bulgaria,1985,Pulses,B,2.3762287744000004,Symbiotic fixation,Gg N
BG,Bulgaria,1985,Temporary grassland,B,0.30862718683642854,Symbiotic fixation,Gg N
BG,Bulgaria,1986,Forage legumes,B,81.88294408566806,Symbiotic fixation,Gg N
BG,Bulgaria,1986,Oilseeds,B,3.895718971002739,Symbiotic fixation,Gg N
BG,Bulgaria,1986,Other forage crops,B,2.8406547506731425,Symbiotic fixation,Gg N
BG,Bulgaria,1986,Pulses,B,2.769410664106667,Symbiotic fixation,Gg N
BG,Bulgaria,1986,Temporary grassland,B,0.3104320241863492,Symbiotic fixation,Gg N
BG,Bulgaria,1987,Forage legumes,B,84.4420176368026,Symbiotic fixation,Gg N
BG,Bulgaria,1987,Oilseeds,B,2.6089360509019173,Symbiotic fixation,Gg N
BG,Bulgaria,1987,Other forage crops,B,2.8571701852700797,Symbiotic fixation,Gg N
BG,Bulgaria,1987,Pulses,B,3.2078324206933333,Symbiotic fixation,Gg N
BG,Bulgaria,1987,Temporary grassland,B,0.3122368615362698,Symbiotic fixation,Gg N
BG,Bulgaria,1988,Forage legumes,B,79.48069129330908,Symbiotic fixation,Gg N
BG,Bulgaria,1988,Oilseeds,B,1.4944913607013697,Symbiotic fixation,Gg N
BG,Bulgaria,1988,Other forage crops,B,2.5711923967231196,Symbiotic fixation,Gg N
BG,Bulgaria,1988,Pulses,B,3.5226137412266674,Symbiotic fixation,Gg N
BG,Bulgaria,1988,Temporary grassland,B,0.3140416988861905,Symbiotic fixation,Gg N
BG,Bulgaria,1989,Forage legumes,B,75.81856703909091,Symbiotic fixation,Gg N
BG,Bulgaria,1989,Oilseeds,B,1.8506440922301368,Symbiotic fixation,Gg N
BG,Bulgaria,1989,Other forage crops,B,3.1944327444075267,Symbiotic fixation,Gg N
BG,Bulgaria,1989,Pulses,B,3.562553191253334,Symbiotic fixation,Gg N
BG,Bulgaria,1989,Temporary grassland,B,0.31584653623611103,Symbiotic fixation,Gg N
BG,Bulgaria,1990,Forage legumes,B,77.97410391085714,Symbiotic fixation,Gg N
BG,Bulgaria,1990,Oilseeds,B,1.556039468887671,Symbiotic fixation,Gg N
BG,Bulgaria,1990,Other forage crops,B,3.702238896593344,Symbiotic fixation,Gg N
BG,Bulgaria,1990,Pulses,B,3.2743868518400006,Symbiotic fixation,Gg N
BG,Bulgaria,1990,Temporary grassland,B,0.31765137358603174,Symbiotic fixation,Gg N
BG,Bulgaria,1991,Forage legumes,B,74.20330167525195,Symbiotic fixation,Gg N
BG,Bulgaria,1991,Oilseeds,B,2.217045833819178,Symbiotic fixation,Gg N
BG,Bulgaria,1991,Other forage crops,B,3.446336583680806,Symbiotic fixation,Gg N
BG,Bulgaria,1991,Pulses,B,2.6222133017600004,Symbiotic fixation,Gg N
BG,Bulgaria,1991,Temporary grassland,B,0.31945621093595233,Symbiotic fixation,Gg N
BG,Bulgaria,1992,Forage legumes,B,74.81409030619221,Symbiotic fixation,Gg N
BG,Bulgaria,1992,Oilseeds,B,1.9448561355397262,Symbiotic fixation,Gg N
BG,Bulgaria,1992,Other forage crops,B,1.7329037059185977,Symbiotic fixation,Gg N
BG,Bulgaria,1992,Pulses,B,2.2527913352533337,Symbiotic fixation,Gg N
BG,Bulgaria,1992,Temporary grassland,B,0.32126104828587293,Symbiotic fixation,Gg N
BG,Bulgaria,1993,Forage legumes,B,56.172202499501296,Symbiotic fixation,Gg N
BG,Bulgaria,1993,Oilseeds,B,1.36556831545863,Symbiotic fixation,Gg N
BG,Bulgaria,1993,Other forage crops,B,1.0891494499979952,Symbiotic fixation,Gg N
BG,Bulgaria,1993,Pulses,B,1.24457858304,Symbiotic fixation,Gg N
BG,Bulgaria,1993,Temporary grassland,B,0.32306588563579364,Symbiotic fixation,Gg N
BG,Bulgaria,1994,Forage legumes,B,41.46327864748052,Symbiotic fixation,Gg N
BG,Bulgaria,1994,Oilseeds,B,0.9724807060515068,Symbiotic fixation,Gg N
BG,Bulgaria,1994,Other forage crops,B,0.65714045027812,Symbiotic fixation,Gg N
BG,Bulgaria,1994,Pulses,B,1.3088176136533334,Symbiotic fixation,Gg N
BG,Bulgaria,1994,Temporary grassland,B,0.32487072298571423,Symbiotic fixation,Gg N
BG,Bulgaria,1995,Forage legumes,B,35.27368777278441,Symbiotic fixation,Gg N
BG,Bulgaria,1995,Oilseeds,B,1.5784099915046572,Symbiotic fixation,Gg N
BG,Bulgaria,1995,Other forage crops,B,0.6607912305574427,Symbiotic fixation,Gg N
BG,Bulgaria,1995,Pulses,B,1.9384756795733336,Symbiotic fixation,Gg N
BG,Bulgaria,1995,Temporary grassland,B,0.32667556033563494,Symbiotic fixation,Gg N
BG,Bulgaria,1996,Forage legumes,B,34.80768993330909,Symbiotic fixation,Gg N
BG,Bulgaria,1996,Oilseeds,B,1.0690379541567125,Symbiotic fixation,Gg N
BG,Bulgaria,1996,Other forage crops,B,0.7593622980991608,Symbiotic fixation,Gg N
BG,Bulgaria,1996,Pulses,B,1.1983263829333333,Symbiotic fixation,Gg N
BG,Bulgaria,1996,Temporary grassland,B,0.32848039768555554,Symbiotic fixation,Gg N
BG,Bulgaria,1997,Forage legumes,B,34.29222919671038,Symbiotic fixation,Gg N
BG,Bulgaria,1997,Oilseeds,B,0.9422857308054795,Symbiotic fixation,Gg N
BG,Bulgaria,1997,Other forage crops,B,0.7062695220370079,Symbiotic fixation,Gg N
BG,Bulgaria,1997,Pulses,B,1.2683499323733334,Symbiotic fixation,Gg N
BG,Bulgaria,1997,Temporary grassland,B,0.3302852350354762,Symbiotic fixation,Gg N
BG,Bulgaria,1998,Forage legumes,B,16.057094852901812,Symbiotic fixation,Gg N
BG,Bulgaria,1998,Oilseeds,B,0.8855602315747946,Symbiotic fixation,Gg N
BG,Bulgaria,1998,Other forage crops,B,0.08956580951938818,Symbiotic fixation,Gg N
BG,Bulgaria,1998,Pulses,B,1.1612623970133333,Symbiotic fixation,Gg N
BG,Bulgaria,1998,Temporary grassland,B,0.3320900723853968,Symbiotic fixation,Gg N
BG,Bulgaria,1999,Forage legumes,B,16.277147514744154,Symbiotic fixation,Gg N
BG,Bulgaria,1999,Oilseeds,B,0.8613034082191781,Symbiotic fixation,Gg N
BG,Bulgaria,1999,Other forage crops,B,0.1994021419230168,Symbiotic fixation,Gg N
BG,Bulgaria,1999,Pulses,B,1.2281964032000001,Symbiotic fixation,Gg N
BG,Bulgaria,1999,Temporary grassland,B,0.27094750871964285,Symbiotic fixation,Gg N
BG,Bulgaria,2000,Forage legumes,B,15.734490197906492,Symbiotic fixation,Gg N
BG,Bulgaria,2000,Oilseeds,B,0.5561156032876713,Symbiotic fixation,Gg N
BG,Bulgaria,2000,Other forage crops,B,0.2877857940186242,Symbiotic fixation,Gg N
BG,Bulgaria,2000,Pulses,B,0.6189560721066667,Symbiotic fixation,Gg N
BG,Bulgaria,2000,Temporary grassland,B,0.173353148085,Symbiotic fixation,Gg N
BG,Bulgaria,2001,Forage legumes,B,15.734823990600002,Symbiotic fixation,Gg N
BG,Bulgaria,2001,Oilseeds,B,0.3838549216438356,Symbiotic fixation,Gg N
BG,Bulgaria,2001,Other forage crops,B,0.2503218344855727,Symbiotic fixation,Gg N
BG,Bulgaria,2001,Pulses,B,0.9178637589333335,Symbiotic fixation,Gg N
BG,Bulgaria,2001,Temporary grassland,B,0.15215370609781745,Symbiotic fixation,Gg N
BG,Bulgaria,2002,Forage legumes,B,15.830328750552727,Symbiotic fixation,Gg N
BG,Bulgaria,2002,Oilseeds,B,0.6426575956164384,Symbiotic fixation,Gg N
BG,Bulgaria,2002,Other forage crops,B,0.2614654066715059,Symbiotic fixation,Gg N
BG,Bulgaria,2002,Pulses,B,0.8830608273066667,Symbiotic fixation,Gg N
BG,Bulgaria,2002,Temporary grassland,B,0.11124899074920634,Symbiotic fixation,Gg N
BG,Bulgaria,2003,Forage legumes,B,15.667264468014546,Symbiotic fixation,Gg N
BG,Bulgaria,2003,Oilseeds,B,0.12535676416,Symbiotic fixation,Gg N
BG,Bulgaria,2003,Other forage crops,B,0.6439976412725575,Symbiotic fixation,Gg N
BG,Bulgaria,2003,Pulses,B,0.8355507707733334,Symbiotic fixation,Gg N
BG,Bulgaria,2003,Temporary grassland,B,0.0978606481125,Symbiotic fixation,Gg N
BG,Bulgaria,2004,Forage legumes,B,14.906530836363636,Symbiotic fixation,Gg N
BG,Bulgaria,2004,Oilseeds,B,0.1124685757720548,Symbiotic fixation,Gg N
BG,Bulgaria,2004,Other forage crops,B,0.21139756284079197,Symbiotic fixation,Gg N
BG,Bulgaria,2004,Pulses,B,0.71830964608,Symbiotic fixation,Gg N
BG,Bulgaria,2004,Temporary grassland,B,0.04497299626031746,Symbiotic fixation,Gg N
BG,Bulgaria,2005,Forage legumes,B,12.304800182145716,Symbiotic fixation,Gg N
BG,Bulgaria,2005,Oilseeds,B,0.1156302363528767,Symbiotic fixation,Gg N
BG,Bulgaria,2005,Other forage crops,B,0.44494319270947624,Symbiotic fixation,Gg N
BG,Bulgaria,2005,Pulses,B,0.52810223232,Symbiotic fixation,Gg N
BG,Bulgaria,2005,Temporary grassland,B,0.005651212030079365,Symbiotic fixation,Gg N
BG,Bulgaria,2006,Forage legumes,B,9.858513916376102,Symbiotic fixation,Gg N
BG,Bulgaria,2006,Oilseeds,B,0.06142218378520549,Symbiotic fixation,Gg N
BG,Bulgaria,2006,Other forage crops,B,0.2136228003443793,Symbiotic fixation,Gg N
BG,Bulgaria,2006,Pulses,B,0.38683593728000004,Symbiotic fixation,Gg N
BG,Bulgaria,2006,Temporary grassland,B,0.005680799527619047,Symbiotic fixation,Gg N
BG,Bulgaria,2007,Forage legumes,B,11.587132504240257,Symbiotic fixation,Gg N
BG,Bulgaria,2007,Oilseeds,B,0.04112532571178082,Symbiotic fixation,Gg N
BG,Bulgaria,2007,Other forage crops,B,0.31203740587412626,Symbiotic fixation,Gg N
BG,Bulgaria,2007,Pulses,B,0.4154189034666667,Symbiotic fixation,Gg N
BG,Bulgaria,2007,Temporary grassland,B,0.09707657942769841,Symbiotic fixation,Gg N
BG,Bulgaria,2008,Forage legumes,B,11.86457345045818,Symbiotic fixation,Gg N
BG,Bulgaria,2008,Oilseeds,B,0.05188828889424658,Symbiotic fixation,Gg N
BG,Bulgaria,2008,Other forage crops,B,0.2495742937617113,Symbiotic fixation,Gg N
BG,Bulgaria,2008,Pulses,B,0.4104861640533334,Symbiotic fixation,Gg N
BG,Bulgaria,2008,Temporary grassland,B,1.125035006448889,Symbiotic fixation,Gg N
BG,Bulgaria,2009,Forage legumes,B,17.942710942067535,Symbiotic fixation,Gg N
BG,Bulgaria,2009,Oilseeds,B,0.07620427393753425,Symbiotic fixation,Gg N
BG,Bulgaria,2009,Other forage crops,B,0.39663120034643673,Symbiotic fixation,Gg N
BG,Bulgaria,2009,Pulses,B,0.3419626440533333,Symbiotic fixation,Gg N
BG,Bulgaria,2009,Temporary grassland,B,0.03461737212142857,Symbiotic fixation,Gg N
BG,Bulgaria,2010,Forage legumes,B,14.3777412688,Symbiotic fixation,Gg N
BG,Bulgaria,2010,Oilseeds,B,0.14734085498739724,Symbiotic fixation,Gg N
BG,Bulgaria,2010,Other forage crops,B,0.07871082282220146,Symbiotic fixation,Gg N
BG,Bulgaria,2010,Pulses,B,0.39383610794666674,Symbiotic fixation,Gg N
BG,Bulgaria,2010,Temporary grassland,B,0.030735492444222228,Symbiotic fixation,Gg N
BG,Bulgaria,2011,Forage legumes,B,14.064704121236362,Symbiotic fixation,Gg N
BG,Bulgaria,2011,Oilseeds,B,0.08740827279780822,Symbiotic fixation,Gg N
BG,Bulgaria,2011,Other forage crops,B,0.25274873413792254,Symbiotic fixation,Gg N
BG,Bulgaria,2011,Pulses,B,0.2941671837866667,Symbiotic fixation,Gg N
BG,Bulgaria,2011,Temporary grassland,B,0.011074600329103176,Symbiotic fixation,Gg N
BG,Bulgaria,2012,Forage legumes,B,13.747744202399998,Symbiotic fixation,Gg N
BG,Bulgaria,2012,Oilseeds,B,0.07386020208219178,Symbiotic fixation,Gg N
BG,Bulgaria,2012,Other forage crops,B,0.14112873479782476,Symbiotic fixation,Gg N
BG,Bulgaria,2012,Pulses,B,0.29990431744000007,Symbiotic fixation,Gg N
BG,Bulgaria,2012,Temporary grassland,B,0.026362460307857143,Symbiotic fixation,Gg N
BG,Bulgaria,2013,Forage legumes,B,13.42686151229091,Symbiotic fixation,Gg N
BG,Bulgaria,2013,Oilseeds,B,0.09732733459287671,Symbiotic fixation,Gg N
BG,Bulgaria,2013,Other forage crops,B,0.04220649696257194,Symbiotic fixation,Gg N
BG,Bulgaria,2013,Pulses,B,0.3537384226133334,Symbiotic fixation,Gg N
BG,Bulgaria,2013,Temporary grassland,B,0.01825252723223016,Symbiotic fixation,Gg N
BG,Bulgaria,2014,Forage legumes,B,13.102056050909091,Symbiotic fixation,Gg N
BG,Bulgaria,2014,Oilseeds,B,0.074414287289863,Symbiotic fixation,Gg N
BG,Bulgaria,2014,Other forage crops,B,0.3511702935348683,Symbiotic fixation,Gg N
BG,Bulgaria,2014,Pulses,B,0.13563902976,Symbiotic fixation,Gg N
BG,Bulgaria,2014,Temporary grassland,B,0.0029587497539682543,Symbiotic fixation,Gg N
BG,Bulgaria,2015,Forage legumes,B,13.012513733475116,Symbiotic fixation,Gg N
BG,Bulgaria,2015,Oilseeds,B,2.702028151215342,Symbiotic fixation,Gg N
BG,Bulgaria,2015,Other forage crops,B,0.2596278472642467,Symbiotic fixation,Gg N
BG,Bulgaria,2015,Pulses,B,1.2594672064,Symbiotic fixation,Gg N
BG,Bulgaria,2015,Temporary grassland,B,0.025572474123547614,Symbiotic fixation,Gg N
BG,Bulgaria,2016,Forage legumes,B,17.756877753764414,Symbiotic fixation,Gg N
BG,Bulgaria,2016,Oilseeds,B,1.2521619667638353,Symbiotic fixation,Gg N
BG,Bulgaria,2016,Other forage crops,B,0.34274220649003145,Symbiotic fixation,Gg N
BG,Bulgaria,2016,Pulses,B,2.6835346692266673,Symbiotic fixation,Gg N
BG,Bulgaria,2016,Temporary grassland,B,0.02719386898872222,Symbiotic fixation,Gg N
BG,Bulgaria,2017,Forage legumes,B,18.65248031928036,Symbiotic fixation,Gg N
BG,Bulgaria,2017,Oilseeds,B,1.368998051436712,Symbiotic fixation,Gg N
BG,Bulgaria,2017,Other forage crops,B,0.33985113620216756,Symbiotic fixation,Gg N
BG,Bulgaria,2017,Pulses,B,9.066565702826667,Symbiotic fixation,Gg N
BG,Bulgaria,2017,Temporary grassland,B,0.029730996902749992,Symbiotic fixation,Gg N
BG,Bulgaria,2018,Forage legumes,B,20.29996695601964,Symbiotic fixation,Gg N
BG,Bulgaria,2018,Oilseeds,B,0.3143726465753424,Symbiotic fixation,Gg N
BG,Bulgaria,2018,Other forage crops,B,0.38975730262051156,Symbiotic fixation,Gg N
BG,Bulgaria,2018,Pulses,B,5.178968704000001,Symbiotic fixation,Gg N
BG,Bulgaria,2018,Temporary grassland,B,0.08329472307371429,Symbiotic fixation,Gg N
BG,Bulgaria,2019,Forage legumes,B,20.700853952665714,Symbiotic fixation,Gg N
BG,Bulgaria,2019,Oilseeds,B,0.5031291616438356,Symbiotic fixation,Gg N
BG,Bulgaria,2019,Other forage crops,B,0.2170388876057457,Symbiotic fixation,Gg N
BG,Bulgaria,2019,Pulses,B,2.528022016,Symbiotic fixation,Gg N
BG,Bulgaria,2019,Temporary grassland,B,0.032450087926646824,Symbiotic fixation,Gg N
CZ,Czechia,1993,Forage legumes,B,112.94113862381295,Symbiotic fixation,Gg N
CZ,Czechia,1993,Oilseeds,B,0.04406534136986301,Symbiotic fixation,Gg N
CZ,Czechia,1993,Other forage crops,B,3.601287904725115,Symbiotic fixation,Gg N
CZ,Czechia,1993,Pulses,B,9.24260700202667,Symbiotic fixation,Gg N
CZ,Czechia,1993,Temporary grassland,B,1.3487624333855666,Symbiotic fixation,Gg N
CZ,Czechia,1994,Forage legumes,B,110.39346676959185,Symbiotic fixation,Gg N
CZ,Czechia,1994,Oilseeds,B,0.04692327452054794,Symbiotic fixation,Gg N
CZ,Czechia,1994,Other forage crops,B,2.965026843345608,Symbiotic fixation,Gg N
CZ,Czechia,1994,Pulses,B,7.207517435733334,Symbiotic fixation,Gg N
CZ,Czechia,1994,Temporary grassland,B,1.3562974190469386,Symbiotic fixation,Gg N
CZ,Czechia,1995,Forage legumes,B,107.58007009664809,Symbiotic fixation,Gg N
CZ,Czechia,1995,Oilseeds,B,0.04213789808219178,Symbiotic fixation,Gg N
CZ,Czechia,1995,Other forage crops,B,2.799422926777068,Symbiotic fixation,Gg N
CZ,Czechia,1995,Pulses,B,6.1206353672533345,Symbiotic fixation,Gg N
CZ,Czechia,1995,Temporary grassland,B,1.3638324047083104,Symbiotic fixation,Gg N
CZ,Czechia,1996,Forage legumes,B,104.47213079646986,Symbiotic fixation,Gg N
CZ,Czechia,1996,Oilseeds,B,0.033962879999999994,Symbiotic fixation,Gg N
CZ,Czechia,1996,Other forage crops,B,2.6089218382415047,Symbiotic fixation,Gg N
CZ,Czechia,1996,Pulses,B,5.646856461653335,Symbiotic fixation,Gg N
CZ,Czechia,1996,Temporary grassland,B,1.3713673903696824,Symbiotic fixation,Gg N
CZ,Czechia,1997,Forage legumes,B,101.60740465673571,Symbiotic fixation,Gg N
CZ,Czechia,1997,Oilseeds,B,0.02259761095890411,Symbiotic fixation,Gg N
CZ,Czechia,1997,Other forage crops,B,2.1377239972716575,Symbiotic fixation,Gg N
CZ,Czechia,1997,Pulses,B,4.431513859413334,Symbiotic fixation,Gg N
CZ,Czechia,1997,Temporary grassland,B,1.3789023760310541,Symbiotic fixation,Gg N
CZ,Czechia,1998,Forage legumes,B,98.2639478334576,Symbiotic fixation,Gg N
CZ,Czechia,1998,Oilseeds,B,0.021733584657534243,Symbiotic fixation,Gg N
CZ,Czechia,1998,Other forage crops,B,2.1771696682113313,Symbiotic fixation,Gg N
CZ,Czechia,1998,Pulses,B,5.6843340791466686,Symbiotic fixation,Gg N
CZ,Czechia,1998,Temporary grassland,B,1.386437361692426,Symbiotic fixation,Gg N
CZ,Czechia,1999,Forage legumes,B,96.31311662002835,Symbiotic fixation,Gg N
CZ,Czechia,1999,Oilseeds,B,0.03888118356164383,Symbiotic fixation,Gg N
CZ,Czechia,1999,Other forage crops,B,2.2867046505369615,Symbiotic fixation,Gg N
CZ,Czechia,1999,Pulses,B,5.095549865813335,Symbiotic fixation,Gg N
CZ,Czechia,1999,Temporary grassland,B,1.393972347353798,Symbiotic fixation,Gg N
CZ,Czechia,2000,Forage legumes,B,96.83270731348368,Symbiotic fixation,Gg N
CZ,Czechia,2000,Oilseeds,B,0.156056442739726,Symbiotic fixation,Gg N
CZ,Czechia,2000,Other forage crops,B,1.8296629894663448,Symbiotic fixation,Gg N
CZ,Czechia,2000,Pulses,B,3.6265367313066674,Symbiotic fixation,Gg N
CZ,Czechia,2000,Temporary grassland,B,1.40150733301517,Symbiotic fixation,Gg N
CZ,Czechia,2001,Forage legumes,B,87.93804208812072,Symbiotic fixation,Gg N
CZ,Czechia,2001,Oilseeds,B,0.285859778630137,Symbiotic fixation,Gg N
CZ,Czechia,2001,Other forage crops,B,1.690656294182982,Symbiotic fixation,Gg N
CZ,Czechia,2001,Pulses,B,3.9018218470400003,Symbiotic fixation,Gg N
CZ,Czechia,2001,Temporary grassland,B,1.4090423186765417,Symbiotic fixation,Gg N
CZ,Czechia,2002,Forage legumes,B,61.8167089090766,Symbiotic fixation,Gg N
CZ,Czechia,2002,Oilseeds,B,0.42476862246575336,Symbiotic fixation,Gg N
CZ,Czechia,2002,Other forage crops,B,1.1829325415314111,Symbiotic fixation,Gg N
CZ,Czechia,2002,Pulses,B,2.7884398907733345,Symbiotic fixation,Gg N
CZ,Czechia,2002,Temporary grassland,B,1.4165773043379135,Symbiotic fixation,Gg N
CZ,Czechia,2003,Forage legumes,B,58.68289565607858,Symbiotic fixation,Gg N
CZ,Czechia,2003,Oilseeds,B,0.7921127276712328,Symbiotic fixation,Gg N
CZ,Czechia,2003,Other forage crops,B,1.2880891424030425,Symbiotic fixation,Gg N
CZ,Czechia,2003,Pulses,B,2.6625844710400006,Symbiotic fixation,Gg N
CZ,Czechia,2003,Temporary grassland,B,1.4241122899992855,Symbiotic fixation,Gg N
CZ,Czechia,2004,Forage legumes,B,54.053809837414974,Symbiotic fixation,Gg N
CZ,Czechia,2004,Oilseeds,B,0.8580445808219176,Symbiotic fixation,Gg N
CZ,Czechia,2004,Other forage crops,B,1.4908124789951451,Symbiotic fixation,Gg N
CZ,Czechia,2004,Pulses,B,3.792197915306667,Symbiotic fixation,Gg N
