Domain Code;Domain;Area Code (M49);Area;Code;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;399.03;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;673.98;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;6.41;E;Estimated value;
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;6.8;E;Estimated value;
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;6.85;E;Estimated value;
RFN;Fertilizers by Nutrient;234;Faroe Islands;;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;6.85;I;Imputed value;
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;206400;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;166450;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;174000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;171000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;183000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;183020;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;174000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;177000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;175000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;176000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;167000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;165000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;160403;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;159288;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;154708;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;149562;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;148161;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;148784;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;162905;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;136009;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;156523;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;138900;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;138900;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;138136;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;147373;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;143479;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;138128;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;138948;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;138385;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;146798;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;139316;A;Official figure;Official data collected from national publication
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;145807;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;246;Finland;FI;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;104922;A;Official figure;Official data collected from national publication
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;2492000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;2569000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;2154000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;2222000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;2308300;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;2391700;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;2523900;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;2513100;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;2488100;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;2571400;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;2316300;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;2397000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;2203200;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;2375400;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;2324000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;2205000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;2204665;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;2402000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;2099000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;1900820;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;2043000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;1944450;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;2024929;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;2168441;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;2159477;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;2239842;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;2191727;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;2347437;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;2169735;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;2024798;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;2090172.6;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;1983186.74;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;250;France;FR;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;1733620.72;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;1787300;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;1720000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;1680000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;1612215;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;1787436;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;1770000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;1758008;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;1788388;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;1903017;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;2014010;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;1847507;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;1792212;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;1787833;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;1827767;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;1778438;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;1784996;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;1599788;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;1807176;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;1550625;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;1569045;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;1786485;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;1640414;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;1648828;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;1675289;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;1822791;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;1710616;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;1658837;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;1496649;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;1342284;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;1372084;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;1265477;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;1096787;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;276;Germany;DE;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;1007364;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;427500;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;408400;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;393000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;328000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;346000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;315000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;340000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;307000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;292000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;291000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;285000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;261000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;253000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;247000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;255000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;224000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;210000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;236000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;201000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;175000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;213000;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;181394;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;175445;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;189208;E;Estimated value;
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;179850;E;Estimated value;
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;164463;E;Estimated value;
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;173123;E;Estimated value;
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;181726;E;Estimated value;
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;179436;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;189748;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;202945;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;208752;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;300;Greece;EL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;167421;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;358644;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;264468;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;148000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;225300;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;243123;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;246752;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;318506;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;285800;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;282000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;320600;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;320000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;336000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;303000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;289000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;293000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;260000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;289000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;320000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;316912;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;272056;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;272572;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;303445;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;312940;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;342949;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;326753;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;338781;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;403970;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;424476;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;348;Hungary;HU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;424277;A;Official figure;Official data from questionnaire
