region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,280.0,,3.0,7.0,30.0,,380.0,,,4.099602204547132,,700.0,,1.89,0.4,,,30.0,,1223.66,240.0,,,,,,5602.0,,203.7,98.0,21.0,,4.3,700.0
AT1,1240.75,66.44,195.05,477.31,60.27,5.97,977.15,151.21,10.61,,27.2,3211.94,148.46,56.63,64.96,0.71,7.067383838383838,36.26,4.36,1383.67,658.81,3666.91,,0.0,3.27,,738.18,358.4,250.46901242782403,0.0,0.0,127.05907696801519,,3211.96
AT2,81.87,0.22,15.23,92.26,5.53,1.79,795.83,50.71,6.45,,4.5,1054.39,2.18,1.05,20.0,0.08,7.62229292929293,3.58,1.86,831.93,30.52,21.94,,0.0,0.28,,280.46,460.72,15.772915209036393,0.0,0.0,187.90592960420622,,1054.39
AT3,414.54,0.19,39.93,276.14,40.11,7.41,561.4,100.68,1.47,,2.06,1443.95,47.64,0.7,35.92,0.25,0.5703232323232322,11.54,4.56,1507.78,61.31,555.37,,0.0,0.4,,565.9,315.4,0.2480723631395782,0.0,0.0,88.73499342777859,,1443.9299999999998
BE2,587.66,0.0,0.94,109.63,2.96,0.0,590.13,17.95,0.0,0.0,0.83,1391.75,2.47,,0.0,0.0,,2.55,280.25,5989.33,2334.39,1723.08,,47.39,0.0,0.0,,,0.0,,,,,1310.1
BE3,1298.77,0.0,0.86,287.82,14.65,0.0,50.08,21.19,0.0,0.0,15.23,1654.6,50.62,,0.0,0.0,,7.26,86.17,2713.21,1779.95,3423.64,,25.15,0.0,0.0,,,0.0,,,,,1688.6000000000001
BG,5435.11,24.35,29.07,873.04,27.98,0.22,3141.13,61.48,18.73,52.66,5.69,9674.49,528.49,2019.51,0.76,0.0,,3.57,3.06,653.02,132.65,0.0,393.85,0.0,0.0,0.33,965.52,0.8,132.73,0.0,0.0,,,9669.46
CH,557.07,0.0,13.25,203.43,9.72,0.0,140.08,51.06,0.0,0.0,0.0,974.63,97.04,10.05,4.02,0.36,0.15,15.84,57.7,664.46,503.77,1924.26,,0.0,0.0,0.0,0.0,,106.31,0.0,0.0,180.25,0.0,974.61
CY,0.0,4.53,0.0,2.77,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0.0,0.0,0.0,0.0,0.25,1.02,0.0,4.07,117.5,0.0,107.05,0.0,0.0,0.0,,,20.19,17.27,106.47,23.84,11.03,7.500000000000001
CZ,5442.35,0.0,130.31,1967.05,152.23,5.78,832.24,243.89,0.0,0.0,5.46,8779.3,1537.32,42.31,16.49,2.39,45.54,53.8,14.69,4652.11,697.54,4424.62,225.09,0.0,0.06,0.0,2880.6,425.7,63.53,0.0,0.0,151.0,0.0,8779.31
