region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,275.0,0.0,3.0,7.0,30.5,0.0,380.0,0.0,0.0,0.0,0.0,695.5,0.0,1.89,0.5,0.0,0.0,28.0,0.0,1181.89,245.0,0.0,1030.0,0.0,0.0,0.0,,,205.0,96.0,30.0,245.0,0.0,695.5
AT1,1176.95,86.58,135.8,491.05,51.87,4.977142466112466,571.97,136.86,8.06,0.0,34.888215561838216,2697.8,86.14,36.91,75.63,0.83,11.47639393939394,36.75,3.125701152592774,1348.22,459.66,2502.31,,0.0,3.544768093924566,0.0,578.06,272.57,284.2671500198708,0.0,0.0,121.00354899956184,,2699.0053580279505
AT2,92.64,0.64,13.85,85.62,7.19,1.6168548862945107,663.35,54.29,12.02,0.0,2.2663828849209673,935.57,0.45,0.94,30.66,0.11,12.37748484848485,3.91,0.6383365453000551,746.08,29.43,18.51,,0.0,0.12143205980762879,0.0,215.49,417.5,17.90130288180816,0.0,0.0,178.95049218635899,,933.4832377712155
AT3,358.16,0.74,35.29,258.88,36.63,6.356002647593024,402.59,91.33,0.48,0.0,2.23540155324082,1193.54,25.16,0.63,31.49,0.26,0.9261212121212121,14.78,2.835962302107171,1386.51,47.39,332.46,,0.0,0.5237998462678054,0.0,424.22,249.82,0.281547098321008,0.0,0.0,84.50595881407915,,1192.6914042008339
BE2,697.79,0.0,1.14,140.55,4.46,0.0,491.28,18.83,0.0,0.0,0.9839355778201798,1418.81,2.62,0.0,0.0,0.0,0.0,1.96,265.4698818300624,5640.8,2016.39,1460.61,,25.64,0.0,0.0,,,0.0,0.0,0.0,610.8471695364956,0.0,1355.03393557782
BE3,1365.08,0.0,1.45,292.83,17.75,0.0,56.47,21.61,0.0,0.0,12.976064422179821,1706.12,45.77,0.0,0.0,0.0,0.0,7.86,150.66011816993765,2520.66,1641.17,2979.76,,54.37,0.0,0.0,,,0.0,0.0,0.0,54.712830463504396,0.0,1768.1660644221797
BG,5106.96,33.17,11.52,714.83,22.35,0.0,2709.47,39.07,17.26,65.12,8.47,8728.97,422.56,1710.43,41.92,0.11,8.72,32.57,2.61,512.8,164.87,0.54,438.79,0.0,0.0,1.56,842.11,6.53,261.82,0.0,0.0,213.02,,8728.220000000001
CH,494.5591964298121,0.0,12.23,200.14,7.86,1.14,96.54,50.49,0.0,0.0,0.69,901.75,89.87,10.11,4.2,0.31,0.04,16.91,51.0,2011.43,365.17,1357.72,,0.0,0.0,0.0,0.0,1421.27,106.31,0.0,0.0,180.25,0.0,369.09
CY,0.0,36.15,0.0,53.86,0.6,0.0,0.0,0.0,0.0,0.0,0.0,88.13,0.0,0.0,0.0,0.0,0.22,1.06,0.0,19.29,95.92,0.0,102.57,0.0,0.0,0.0,,,21.74,13.42,116.96,24.57,7.41,90.60999999999999
CZ,5274.27,0.0,108.63,1991.42,154.58,2.27,442.71,202.65,0.0,0.0,6.99,8183.51,1256.21,31.62,20.24,2.13,44.81,95.91,16.1,3465.26,504.96,3421.04,186.86,0.0,0.65,0.0,2432.75,365.96,90.61,0.0,0.0,188.57,0.0,8183.52
DE1,1798.3,9.12365674522906,54.3,940.2,93.8,11.889176090468498,511.5,143.4,,0.0,,3555.2,187.6,5.688511594774892,,,,20.584897624494577,,5425.9,173.8,954.7,,,,0.0,667.71,131.14,,0.0,0.0,369.7091663314562,0.0,3562.5128328356977
DE2,4258.1,19.83975478980101,186.8,2247.1,113.2,19.29111470113086,1129.9,470.2,,0.0,,8436.3,413.6,11.297387376732889,,,,53.59579525881915,,17037.6,1415.2,3365.9,,,,0.0,1771.43,347.43,,0.0,0.0,123.62482677996776,0.0,8444.430869490934
DE4,1190.5,0.3206681961300004,863.4,598.8,47.1,0.5809369951534733,135.7,221.1,,0.0,,3059.6,471.1,18.3,,,,94.20035438787421,,5195.3,322.5,448.7,,,,0.0,446.86,489.43,,0.0,0.0,65.97321299275939,0.0,3057.5016051912835
DE7,1314.1,8.23515285699594,82.7,576.3,42.3,6.63069466882068,55.3,124.3,,0.0,,2205.7,213.2,0.4760915783003131,,,,17.285458555482407,,1930.8,132.9,822.2,,,,0.0,132.86,111.14,,0.0,0.0,21.717874974859097,0.0,2209.8658475258167
DE8,3101.0,0.0,370.6,1092.7,39.4,1.7027463651050083,29.0,66.0,,0.0,,4701.5,941.2,0.4,,,,42.06919822780724,,5269.0,397.5,1513.5,,,,0.0,201.71,335.71,,0.0,0.0,36.75332688053089,0.0,4700.4027463651055
