region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,405.0,,4.0,7.0,13.0,,304.7226631542372,,,0.0,,645.0,2.2,2.0,0.2,,,25.0,,,134.0,67.0,,,,,,,55.5,38.7,3.8,51.8,,429.0
AT1,937.0,36.8,248.642736305207,717.5,87.5901818240999,13.682337590239674,662.5944268377665,43.33230016615356,8.129125919193196,0.0,0.0,2513.1,279.3,59.9,12.7,0.0,4.2144949494949495,47.4,,1651.9,596.2,2470.6,,,,,,88.5317149103506,282.3,0.0,,196.17518621293996,,2084.5475558857
AT2,46.0,1.4655894910427276,20.649566534918062,121.2,11.233447373192453,4.444790266570238,694.6535337343545,13.721711404181718,6.576140763299895,0.0,0.0,923.7,13.1,0.7,6.6,0.0,4.545404040404041,12.8,,1005.2,41.7,14.3,,,,,,112.96012229353676,14.8,0.0,,290.1207974295312,,218.7151050699052
AT3,281.6,0.7428243108036561,58.407697159874886,226.5,62.77637080270764,17.47287214319009,383.95331817421453,29.845988429664732,0.49095261764471015,0.0,0.0,1015.1,67.3,0.5,11.7,0.0,0.34010101010101007,17.0,,1321.4,86.5,400.9,,,,,,72.80816279611265,0.1,0.0,,137.00401635752883,,677.345752846241
BE2,535.4,0.0,4.2790104111852125,106.8,4.788600248342485,,355.08486936964783,25.301786834635358,,0.0,0.0,897.5,0.9,0.0,0.0,24.7,,1.9,,4281.8,1445.3,2381.7,,34.99311857914311,,,287.7935590265332,683.3287646113859,0.0,0.0,,620.7042802414987,,676.569397494163
BE3,987.1,0.0,4.820989588814788,249.6,23.511399751657517,,54.11732244428096,30.09821316536464,,0.0,0.0,1314.0,18.1,0.0,0.0,44.7,,10.4,,2038.4,707.7,3696.7,,34.40688142085689,,,855.5064409734666,441.67123538861426,0.0,0.0,,55.59571975850115,,1295.1306025058368
BG,3435.3,60.08520069887514,19.4,1173.0,47.1,0.6968637485496765,1836.0675666934803,27.880012191663543,7.2692303006207695,5.0,102.9,6599.9,781.0,767.0,14.0,,,57.0,,724.0,649.0,157.0,8.0,0.0,0.0,14.0,,,591.0,,,453.0,,4782.700000000001
CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
CY,14.489856614264289,11.0,,134.0,0.2,,,4.539818450520071,,,,145.2,,,,,,,,,234.0,,131.3,,,,,,118.0,13.5,176.0,,,145.2
CZ,3822.8,,261.9,2140.5,186.7,4.117589415745022,589.3310810959142,63.8,,,12.7,6601.7,695.0,32.2,0.6,2.0,41.0,144.1,,8187.6,1330.1,3711.6,565.4,34.3,,,3215.2,,42.6,,,,,6488.400000000001
DE1,1252.3606693002184,3.9504493123672213,79.14406977271958,885.7,246.48550049528865,34.26767366720517,483.6100135333109,104.67450096812817,,0.0,,2826.9,155.0,15.1,,0.606898843046892,,,,3268.9,274.7,1289.8,,,,,,63.466262604390806,274.2447784163299,0.0,,231.47270548404398,,2606.5828635159273
DE2,2733.3675590483545,8.590409290429303,290.51389981454656,2292.4,294.065943657428,55.601970920840074,959.6617739019981,329.94360658431026,,0.0,,6600.4,478.3,29.3,,1.7960872071432001,,,,13852.0,1706.7,4641.4,,,,,,164.37954699923208,64.65000094148367,0.0,,77.40076721305977,,6004.483389315908
