region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,68.1,0.0,1.2,3.1,15.4,0.0,58.1,0.0,0.0,0.0,0.0,,0.0,0.5,0.2,0.0,,13.0,0.0,16.0,9.9,0.0,39.5,0.0,0.0,0.0,144.0,0.0,10.1,,1.6,,0.0,145.89999999999998
AT1,211.2,22.68,27.71,83.22,13.9,1.119785491245908,94.41,30.4,1.5,0.0,7.912261511765796,492.62,31.65,21.23,37.29,1.25,12.831517436380773,16.34,0.05853353973168215,30.94,19.93,36.93,,0.0,1.2977517163687378,0.0,42.15,18.57,43.35903443523554,0.0,0.0,2.0862250270128166,,494.0520470030117
AT2,12.58,0.09,2.69,13.43,1.55,0.3661533750017561,63.93,7.82,1.39,0.0,0.510475800552291,105.69,0.23,0.5,10.91,0.05,13.479057492931197,1.29,0.017360165118679053,17.32,1.16,0.28,,0.0,0.03944741428783983,0.0,11.79,19.27,2.9709655647644535,0.0,0.0,5.5082172838194685,,104.35662917555403
AT3,50.61,0.12,6.87,42.26,7.79,1.3640611337523358,51.14,17.02,0.11,0.0,0.507262687681914,177.87,8.63,0.29,16.27,0.35,0.80942507068803,5.23,0.05410629514963881,33.93,1.91,5.47,,0.0,0.16280086934342256,0.0,22.8,12.2,0.04312804452045322,0.0,0.0,1.645557689167715,,177.79132382143425
BE2,63.39,0.0,0.18,15.34,0.52,0.0,44.19,2.13,0.0,0.0,0.11008607327771001,125.9,0.61,0.0,0.0,0.024317603328128566,,0.57,2.770474304593721,120.04,52.1,20.52,,4.83,0.06666666666666667,0.0,1.22,54.84,,0.0,0.0,16.61207670023825,0.0,125.86008607327771
BE3,133.61,0.0,0.33,29.77,3.48,0.0,4.74,3.39,0.0,0.0,3.35991392672229,178.62,10.13,0.0,0.0,0.08,,2.82,2.0595256954062786,51.07,40.56,41.74,,11.04,0.38333333333333336,0.0,2.57,35.99,,0.0,0.0,1.48792329976175,0.0,178.67991392672232
BG,1133.7,10.82,8.3,128.37,13.27,0.64,398.15,18.66,4.24,10.43,2.69,1729.27,160.65,898.84,11.53,0.15,5.48,84.91,0.01,29.93,12.81,0.0,28.74,0.0,0.0,4.81,96.55,0.99,34.11,0.0,0.0,36.89,0.0,1729.2700000000002
CH,87.05,0.0,2.02,28.09,1.9,0.25,15.19,8.52,0.0,0.08,0.24,143.32,20.42,5.26,1.7,0.16,0.08,6.08,0.49,47.87,11.28,19.14,14.22,0.0,0.0,0.0,0.0,124.23,14.77,0.0,0.0,6.25,0.0,143.34
CY,1.57,7.1,0.0,10.95,0.25,0.0,0.0,0.34,0.0,0.0,0.0,20.22,0.0,0.0,0.0,0.0,0.08,0.4,0.0,0.17,4.22,0.0,2.84,0.0,0.0,0.0,2.56,0.18,5.93,10.83,2.92,4.76,0.98,20.209999999999997
CZ,832.06,0.0,22.85,327.71,44.07,1.05,86.0,36.26,0.0,0.0,4.69,1354.68,394.26,21.6,15.34,1.72,46.6,42.86,0.5,223.21,23.42,66.1,10.93,0.0,0.57,0.0,174.87,34.26,15.81,0.0,0.0,14.45,0.0,1354.69
DE1,217.2,2.9558807342048175,8.2,140.3,19.8,1.7688410386320454,62.3,22.0,,0.0,,474.6,49.1,1.7348285630821416,6.9,0.03727282614173188,,11.9,0.334020618556701,136.2,5.0,20.6,,,,0.0,41.0,11.6,,0.0,0.0,18.905473149637974,0.0,474.52472177283687
DE2,514.8,6.595393124355466,33.5,327.9,25.7,3.2994300189993666,120.4,79.5,,0.0,,1113.4,118.8,3.229817728126198,8.4,0.11030709149344094,,24.9,0.49175257731958766,426.3,41.7,71.1,,,,0.0,98.2,21.9,,0.0,0.0,6.321687575422365,0.0,1111.6948231433548
DE4,181.6,0.24716448669947141,160.4,98.4,13.8,0.5559214692843572,18.0,37.9,,0.0,,513.0,128.9,10.3,0.4,1.9,,22.6,0.22268041237113403,192.4,10.0,6.3,,,,0.0,34.7,35.3,,0.0,0.0,3.37361072003218,0.0,510.90308595598384
DE7,162.5,2.730779323943966,13.6,81.1,8.1,1.082963901203293,5.2,18.6,,0.0,,291.2,57.7,0.3320477864964547,,0.07330240200865301,,8.5,0.32474226804123707,47.3,3.8,17.6,,,,0.0,3.9,12.0,,0.0,0.0,1.1105667362228477,0.0,292.91374322514724
