region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,82.4,,1.5,1.5,13.9,,48.4,,,0.0,,147.7,,1.1,0.4,,,16.1,,,10.1,0.0,32.5,,,,,,,,,,,147.7
AT1,218.3,15.4,34.84275883194844,129.9,17.695958932727024,2.5146060154294076,73.32490378431896,20.923999583001507,1.494894874266653,0.0,24.011454307822294,511.8,24.5,28.4,9.4,0.1,9.415457115928369,31.3,0.0,29.5,18.5,38.2,,,0.25955034327374754,,83.85322620489055,27.187008307094366,42.76943392381318,,,1.738520855844014,,536.9136814552477
AT2,8.9,0.631047050311184,2.6450198145663055,18.5,2.1832597367739903,0.8222391578986804,53.38551405299729,5.616420194389863,0.8678296564555723,0.0,1.5491482861105361,111.1,0.6,0.7,4.3,0.18305270388724126,9.890606346214263,2.6,0.0,20.1,1.0,0.3,,,0.007889482857567966,,24.372039489165346,30.170974172988128,2.9305660761868233,,,4.590181069849557,,94.23264829304784
AT3,46.3,0.366748911866691,7.6122213534852605,43.3,10.320781330498983,3.063154826671912,40.489582162683746,12.959580222608633,0.09749251713623851,0.0,1.5393974060671747,173.2,10.2,1.0,7.7,0.9707981610760611,0.5939365378573671,9.0,0.0,27.4,2.7,5.7,,0.1,0.03256017386868451,,48.074734305944105,19.142017519917506,0.04254158503312567,,,1.3712980743064291,,165.95146621388238
BE2,73.3,0.0,0.22276201701719403,11.1,1.2595063280365426,0.0,56.16859081047643,3.2920143678063214,,0.0,0.015862546581802594,143.0,0.1,0.0,0.0,6.7,,0.8,0.0,111.0,40.2,32.7,,9.456116487358612,0.0,,0.845785321725839,49.44870642401148,,,,14.868267543859648,,87.93063893140531
BE3,140.4,,0.277237982982806,28.9,4.488979527435004,0.0,5.68012371992557,4.207985632193679,,0.0,0.4841374534181974,179.2,5.5,0.0,0.0,12.3,,1.7,0.0,52.8,24.7,52.8,,9.843883512641389,0.0,,2.514214678274161,31.96129357598852,,,,1.3317324561403507,,174.26936106859466
BG,1083.5,18.3,8.8,264.6,30.6,0.0,298.7,9.3,1.6,4.5,4.1,1724.0,11.0,,0.0,0.0,10.9,1.4,0.0,,,1.3,29.9,0.0,0.0,1.1,66.3,0.2,,0.0,0.0,,0.0,1724.0
CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
CY,0.0,5.26,0.0,52.52,4.37,0.0,0.0,0.0,0.0,0.0,0.0,62.15,0.0,0.0,0.0,0.0,0.25,0.57,0.0,0.62,6.19,0.0,3.8,0.0,0.0,0.0,1.13,1.48,11.98,13.08,5.18,9.65,1.93,62.15
CZ,820.4,0.0,46.9,521.5,51.7,0.0,98.0,64.8,0.0,0.0,8.2,1611.6,267.2,39.6,9.3,7.3,76.1,39.26,1.29,192.5,36.1,65.6,9.41,4.5,0.0,0.0,220.9,,14.25,0.0,0.0,19.17,0.0,1611.5
