region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,69.2,,1.5,2.8,12.9,,61.2,,,1.9004291845493562,,147.6,,1.5,0.3,,,14.4,,,9.5,,,,,,,,9.1,34.1,0.5,10.8,,147.60000000000002
AT1,228.95,15.24,38.28,97.52,14.25,1.83,88.45,22.94,0.95,,6.32,514.73,40.75,25.05,20.67,0.57,14.161036757775683,17.75,0.09,31.17,19.38,40.41,,0.0,0.46,,47.36,19.45,41.02870860437571,0.0,0.0,1.8785056520288568,,514.73
AT2,8.43,0.02,2.66,13.67,1.97,0.68,77.57,5.97,0.06,,0.15,111.17,0.55,0.4,3.88,0.02,14.875670750863964,1.51,0.02,19.45,1.11,0.25,,0.0,0.01,,13.43,24.17,2.811291395624296,0.0,0.0,4.959780065084196,,111.18
AT3,51.64,0.06,8.22,42.09,8.82,2.31,51.08,16.68,0.1,,0.38,181.38,12.33,0.61,13.58,0.08,0.8932924913603517,3.46,0.08,30.83,2.36,5.93,,0.0,0.05,,26.85,14.91,0.04081013321339671,0.0,0.0,1.481714282886947,,181.37999999999997
BE2,61.0,,0.20494105565581852,13.0,1.0,0.0,65.0,3.0,,,0.06503644098539063,142.0,1.0,,,9.0,,0.7113048024173056,13.0,117.0,48.0,21.0,,9.0,0.0,,2.0,48.80485887691098,,,,,,143.2699774966412
BE3,140.0,,0.2550589443441815,31.0,3.0,0.0,7.0,2.0,,,2.0,185.0,11.0,,,3.0,,3.0,5.0,56.0,34.0,41.0,,3.0,0.0,,2.0,31.545141123089024,,,,,,185.25505894434417
BG,1101.78,35.68,10.3,178.99,14.79,0.2,399.42,8.59,2.84,11.79,4.31,1768.7,231.31,747.13,0.59,0.0,8.3,5.7,0.1,15.3,16.22,0.0,28.3,0.0,0.0,0.4,61.47,0.38,46.1,0.0,0.0,,0.0,1768.6899999999998
CH,87.84,,1.96,28.34,1.68,0.17,15.55,9.71,,0.08572151485665537,0.03,145.27,21.25,3.29,1.12,0.15,,3.86,0.86,47.64,11.25,19.38,,,,,,133.2,,,,,,145.28
CY,0.0,10.59,0.0,24.96,0.37,0.0,0.0,0.0,0.0,0.0,0.0,35.92,0.0,0.0,0.0,0.0,0.08,0.34,0.0,0.36,5.07,0.0,2.83,0.0,0.0,0.0,1.32,0.33,7.71,10.76,3.06,6.48,1.79,35.919999999999995
CZ,863.13,0.0,25.08,372.78,45.24,3.2,121.01,43.53,0.0,0.0,5.52,1479.48,373.39,28.55,7.58,2.48,52.41,22.32,0.59,186.22,26.45,58.33,10.1,0.0,0.3,0.0,150.63,41.26,16.01,0.0,0.0,18.1,0.0,1479.49
DE1,235.5,1.5278707849099225,9.7,157.8,23.2,2.5136162127929063,72.9,22.7,,,,525.6,65.4,2.5829669717000776,,0.03727282614173188,,5.2,0.3463917525773195,109.1,5.7,17.8,,,,,36.7,12.9,,,,16.826223518369538,,525.8414869977029
DE2,524.9,3.409105229818872,39.3,365.1,31.2,5.3,124.1,83.0,,,,1173.7,126.7,4.80883972854345,,0.11030709149344094,,18.0,0.5099656357388316,399.4,43.7,65.8,,,,,97.5,25.6,,,,5.626419784124431,,1176.309105229819
DE4,157.1,0.12775731913857813,193.9,77.1,13.7,1.3,25.7,42.4,,,,514.0,122.4,18.0,,2.1,,20.9,0.2,165.4,9.4,8.3,,,,,29.8,59.8,,,,3.002576427996782,,511.3277573191385
DE7,170.1,1.411517691092658,14.1,87.7,9.8,1.4,5.8,16.1,,,,305.7,65.2,0.4943822598947215,,0.07330240200865301,,2.9,0.33676975945017174,38.2,4.2,15.0,,,,,9.4,15.6,,,,0.9884250972110485,,306.4115176910927
DE8,352.3,,70.5,118.4,7.5,0.6,5.9,15.3,,,,571.3,212.2,0.5,,0.1,,6.3,0.2,155.2,13.6,27.6,,,,,13.8,41.6,,,,1.6727193952802364,,570.5
DE9,401.5,0.5260073712057552,113.4,182.1,11.6,1.477390753641545,92.5,66.7,,,,871.2,127.3,0.10243310547106659,,0.1377492907929201,,4.3917003068826155,0.6061855670103092,515.3,112.9,101.9,,,,,7.979440734467826,70.6,,,,8.096767313622957,,869.2773907536415
DEA,277.4,0.0979493308670192,17.6,156.3,11.5,1.3645345155161495,104.6,56.4,,,,625.3,66.6,0.09020968172224565,,0.030989787319074272,,3.1,1.9821305841924395,177.0,32.6,60.0,,,0.0,,5.110251980906365,43.3,,,,2.73717719227675,,625.1645345155162
DEB,115.4,2.1422493104231997,10.9,79.5,5.4,1.0259658011399617,8.9,16.2,,,,239.4,44.2,1.2944957296827893,,0.07024894387736001,,1.9012548125622335,0.17319587628865976,30.7,7.9,19.6,,,,,9.7,15.3,,,,4.864662359211585,,239.46821511156318
DEC,9.6,0.1785523978322297,3.2,4.4,1.8,0.2,0.3,2.3,,,,21.9,4.2,0.06839076701001326,,0.02158458783063772,,0.2,0.028865979381443297,3.7,0.1,,,,0.0,,1.1,2.5,,,,0.15206539957093054,,21.97855239783223
DED,197.9,0.3,34.7,117.9,10.3,0.34882837238758707,21.5,22.2,,,,405.4,127.6,1.8,,0.5,,8.4,0.3,74.6,7.4,14.4,,,,,19.0,29.8,,,,3.6495695897023337,,405.14882837238764
DEE,342.4,7.8,75.4,98.5,5.3,0.6,19.4,19.6,,,,570.7,161.6,2.8,,1.0,,14.2,0.3,113.2,13.8,48.9,,,,,8.0,21.7,,,,1.8620859312148028,,569.0
DEF,210.6,,19.1,49.8,7.2,0.7592146928435718,1.097691996243865,5.8,,,,293.9,89.5,0.0314738696418084,,0.08671776753786309,,1.5811142552049786,0.2597938144329897,194.0,5.2,9.2,,,,,13.6,45.9,,,,0.8363596976401182,,294.35690668908745
DEG,236.1,3.6,11.2,102.8,4.6,0.5,5.2,14.6,,,,378.6,114.6,1.0,,0.5,,11.4,0.3,51.9,2.1,9.4,,,0.2,,14.6,12.0,,,,2.2049482937784934,,378.59999999999997
DK,747.0,0.0,57.6,602.8,41.7,5.1,10.6,26.7,0.0,0.0,0.0,1491.4,150.5,0.0,0.0,0.0,0.7,7.8,4.0,175.9,41.6,40.0,12.18,0.0,0.0,0.0,7.0,333.9,0.0,0.0,0.0,3.48,,1491.5
EE,128.4,0.0,13.3,118.3,28.4,3.8,0.0,4.5,0.0,0.0,0.3,297.0,89.0,0.0,0.0,0.1,0.0,8.5,0.0,2.1,6.0,0.0,2.2,0.0,0.0,0.0,109.4,60.0,0.0,0.0,0.0,2.2,0.0,297.0
EL,139.88,403.82,17.58,101.63,79.63,2.59,181.88,4.24,0.22,32.39,0.02,963.89,2.11,98.52,0.13,0.0,0.0,21.69,0.0,20.27,28.45,5.51,99.6,0.0,0.0,238.28,11.61,114.44,103.18,913.73,52.06,127.38,5.53,963.8800000000001
ES11,15.48,0.01390755715457354,4.91,0.24,0.11,0.04,18.09,0.021844996378580225,0.0,0.0,0.0,38.82,0.0,0.0,0.0,0.0,,1.77,7.35,63.6,19.47,0.007214085832592337,,0.0,0.0,0.0,0.06,208.61,24.127647158945123,,,,,38.90575255353315
ES12,0.05,0.039089808319458574,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.37,0.04857771563813013,0.0,0.0,0.0,,1.03,0.27,8.15,1.52,0.0,,0.0,0.0,0.0,0.03,5.07,0.08336114787552446,,,,,0.40908980831945857
ES13,0.56,0.09021895426996802,0.1,0.28,0.07,0.0,0.33,0.016716834247190244,0.010787142379648614,0.0,0.0,1.33,0.07,0.01,0.0,0.0,,0.02,0.05,1.2,0.31,0.01,,0.0,0.0,0.0,0.14,2.35,0.017824268163544436,,,,,1.457722930896807
ES21,25.14,0.00888060086512377,0.14,14.41,7.21,0.0,0.31,0.10382293210189278,0.0,0.0,0.0,47.2,0.26,0.93,0.0,0.0,,1.61,0.21,1.05,1.78,2.4,,0.0,0.0,0.0,0.75,5.05,9.60626033097034,0.10823572211261659,,,,47.32270353296702
ES22,81.05,12.01,0.02,87.97,11.31,0.0,14.47,0.65,0.09,2.45,0.02132800089284978,197.06,1.79,4.65,0.05,0.0,,6.07,0.0,3.5,0.59,0.06,,0.0,0.0,0.0,8.18,4.54,16.210436102769826,2.9190642811501344,,,,210.04132800089286
ES23,36.59,0.2263250659848534,0.15,13.76,0.32,0.0,0.57,0.5,0.0,0.10989718025963138,0.0,51.9,0.27,1.11,0.0446809678651943,0.0,,0.48,0.02,0.04,1.93,1.18,,0.0,0.0,0.0,1.74,0.09,31.110380742572556,2.811206748112116,,,,52.22622224624448
ES24,267.13,100.30236725625988,11.99,417.08,24.59,0.0,71.35,5.73,0.85,13.91,0.17,812.79,2.69,13.99,0.02,0.0,0.02002739726027397,73.05,3.33,0.41,0.34,0.02658952559310977,,0.0,0.0,0.0,123.13,18.39,40.491680717479696,63.003068852572255,,,,913.1023672562599
ES30,19.95,2.49,1.22,39.41,4.23,0.026540482644936574,5.55,1.05,0.01,0.010808430242013643,0.01,71.42,0.2402806652149535,0.63,0.0,0.0,,6.26,0.0,0.04,0.11,0.026128344730739765,,0.0,0.0,0.0,1.6,4.21,15.48464018266918,24.501768382649765,,,,73.95734891288694
