region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,57.3,0.0,1.2,2.7,15.8,0.0,55.1,0.0,0.0,0.0,0.0,132.2,0.0,0.4,0.2,0.0,0.0,15.2,0.0,22.13,10.2,0.8,41.6,0.0,0.0,0.0,197.97,,10.3,47.1,1.29,,0.0,132.1
AT1,201.67,16.35,35.82,81.67,12.54,0.7229492294359546,103.48,34.86,2.61,0.0,6.8401633673943945,495.2,27.64,20.39,43.77,1.04,14.506427898209235,14.08,0.04952837977296182,31.86,20.92,22.33,,0.0,1.7389872999341085,0.0,43.76,20.14,43.38711065006518,0.0,0.0,2.117834497119072,,496.5631125968303
AT2,11.57,0.18,2.57,12.63,1.45,0.2363937578958706,65.54,8.09,1.25,0.0,0.4413071870396066,105.29,0.26,0.46,9.87,0.07,15.238491988689916,0.89,0.01468937048503612,18.03,1.22,0.24,,0.0,0.052859535145705364,0.0,10.69,20.11,2.9728893499348166,0.0,0.0,5.591675121453097,,103.9577009449355
AT3,48.4,0.17,7.83,42.94,6.61,0.8806570126681746,51.67,16.87,0.09,0.0,0.43852944556599954,175.9,8.07,0.4,15.57,0.32,0.9150801131008481,2.71,0.04578224974200206,35.79,1.84,5.32,,0.0,0.2181531649201862,0.0,24.43,12.85,0.04315597116270691,0.0,0.0,1.670490381427832,,175.89918645823417
BE2,64.87,0.0,0.38,16.28,0.4,0.0,43.01,1.96,0.0,0.0,0.1034238037133529,127.16,0.59,0.0,0.0,0.018238202496096423,,0.76,2.770474304593721,122.28,54.88,18.54,,4.28,0.014814814814814815,0.0,1.13,58.99,,0.0,0.0,16.391806069958847,0.0,127.00342380371336
BE3,138.13,0.0,0.39,30.35,3.41,0.0,5.57,4.04,0.0,0.0,3.1565761962866468,184.84,8.59,0.0,0.0,0.06,,3.81,2.0595256954062786,52.81,43.06,38.84,,10.48,0.0851851851851852,0.0,3.65,36.64,,0.0,0.0,1.4681939300411522,0.0,185.04657619628665
BG,1189.36,9.32,6.1,112.03,12.15,0.0,560.91,15.2,7.04,11.82,3.63,1927.57,151.17,815.56,3.86,0.0,5.52,31.49,0.02,27.5,9.29,0.0,29.39,0.0,1.01,3.46,106.39,1.07,30.05,0.0,0.0,42.87,0.0,1927.56
CH,86.45,0.0,1.94,26.85,1.71,0.27,16.01,7.68,0.0,0.09,0.43,141.45,22.7,5.9,1.72,0.16,0.14,5.49,0.43,47.03,10.98,17.78,14.05,0.0,0.0,0.0,0.0,126.74,14.72,0.0,0.0,6.35,0.0,141.43000000000004
CY,4.2,6.4,0.0,11.58,0.22,0.0,0.0,0.68,0.0,0.0,0.0,23.07,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.14,3.88,0.0,2.73,0.0,0.0,0.0,2.35,0.17,6.67,11.06,3.2,5.36,1.05,23.08
CZ,839.45,0.0,31.42,319.58,42.53,0.55,74.83,39.67,0.0,0.0,4.51,1352.53,379.78,11.83,12.24,1.08,49.84,33.77,0.43,232.39,22.89,59.21,10.9,0.0,0.4,0.0,192.49,37.5,16.08,0.0,0.0,14.67,0.0,1352.54
DE1,214.4,3.1456163218733697,9.4,150.3,17.6,1.3809373020899303,56.6,22.1,,0.0,,474.7,39.4,2.168535703852677,7.6,0.027549480191714867,,10.0,0.23505154639175252,136.2,5.7,19.7,,,,0.0,44.0,13.0,,0.0,0.0,19.07206942209708,0.0,474.92655362396334
DE2,489.7,7.018746061391796,38.9,342.0,21.0,2.575870804306523,119.5,64.4,,0.0,,1084.6,83.7,4.037272160157747,15.5,0.081531328495152,,21.1,0.34604810996563573,426.8,41.1,67.6,,,,0.0,102.2,25.6,,0.0,0.0,6.377394701997855,0.0,1085.0946168656983
DE4,177.8,0.2630297746970726,184.9,106.5,15.1,0.4340088663711209,17.8,35.3,,0.0,,540.4,67.0,10.5,0.5,1.2,,19.8,0.15670103092783505,211.1,11.0,7.5,,,,0.0,36.7,35.9,,0.0,0.0,3.403339199517297,0.0,538.0970386410681
DE7,162.4,2.906065834602531,16.1,90.7,9.5,0.8454718176060796,11.5,20.5,,0.0,,314.6,27.2,0.41505973312056843,0.8,0.05418003626726527,,7.8,0.2285223367697594,45.1,3.8,17.8,,,,0.0,3.9,16.4,,0.0,0.0,1.1203531233239474,0.0,314.45153765220863
DE8,335.0,0.0,67.5,148.7,9.4,0.3889170360987967,5.5,15.7,,0.0,,582.5,168.0,1.0,0.2,0.1,,24.5,0.15670103092783505,166.3,13.0,27.5,,,,0.0,15.2,22.9,,0.0,0.0,1.8959822087020652,0.0,582.1889170360988
DE9,406.3,0.0,133.0,201.9,10.4,0.8116529449018365,74.4,65.6,,0.0,,893.2,73.5,0.08599794302608202,0.8,0.10181469319476703,,11.2,0.41134020618556694,506.1,119.7,103.4,,,,0.0,12.0,69.7,,0.0,0.0,9.17746683510995,0.0,892.4116529449019
DEA,253.5,0.0,24.6,155.1,6.7,0.7496516782773908,85.8,58.2,,0.0,,584.5,40.4,0.07573574025188534,,0.02290549497496794,,16.3,1.345017182130584,205.9,40.5,59.3,,,,0.0,10.2,33.4,,0.0,0.0,3.10251634151247,0.0,584.6496516782775
DEB,105.8,2.6,9.9,80.4,4.5,0.5636478784040532,9.6,17.3,,0.0,,231.2,36.1,1.0867967879799536,,0.05192313243109219,,6.0,0.11752577319587626,35.4,7.5,17.6,,,,0.0,9.2,11.3,,0.0,0.0,5.513963256737731,0.0,230.66364787840405
DEC,8.4,0.1,2.9,4.7,1.6,0.15218492716909438,0.3,2.1,,0.0,,20.2,2.8,0.1,,0.015953825787862665,,0.31990985740865646,0.01958762886597938,4.4,0.2,0.0,,,,0.0,1.3,1.8,,0.0,0.0,0.172362018972915,0.0,20.252184927169097
DED,192.5,2.2,33.4,118.9,10.7,0.1916402786573781,13.8,17.3,,0.0,,389.5,97.0,1.5,0.5,0.2,,9.9,0.2024054982817869,90.9,6.1,16.2,,,,0.0,23.9,20.8,,0.0,0.0,4.136688455349961,0.0,388.99164027865737
