region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,170.0,,2.0,4.0,12.0,,93.66131326636038,,,0.0,,263.0,1.2,1.0,0.2,,,20.0,,,11.0,2.0,,,,,,,20.0,45.0,6.0,54.0,,188.0
AT1,164.2,13.3,66.440737462252,170.2,28.946369909825002,5.029212030858815,80.30095103541505,0.0,1.471528014176514,0.0,0.0,503.8,116.2,38.8,19.6,0.0,4.163619227144204,36.5,,37.1,22.5,45.2,,,,,53.91714160967051,11.65665192774765,52.5,0.0,,4.1,,448.1163194029358
AT2,7.5,3.1,5.043718493408033,31.8,3.5712924171071236,1.6444783157973608,79.1324315248399,0.0,1.0412393627860288,0.0,0.0,133.3,13.2,0.2,11.7,0.0,4.373735469682689,4.0,,25.7,2.6,0.3,,,,,15.671081053494031,12.936051671555692,3.5,0.0,,11.6,,52.659489226312516
AT3,51.3,1.6,14.515544044339963,50.8,16.882337673067873,6.126309653343824,48.40567117194791,0.0,0.1036843051760689,0.0,0.0,184.2,27.9,0.3,15.3,0.0,0.26264530317310714,8.4,,31.1,4.7,6.6,,,,,30.91177733683546,8.207296400696656,0.04589278210356883,0.0,,2.7,,141.22419137075167
BE2,70.4,0.0,1.158362488489409,19.6,1.575636214457393,,48.58779498780374,3.9065237164635014,,0.0,0.0,123.7,0.3,0.0,,3.3740674617778383,,1.4467216320351979,,104.0,34.6,36.1,,5.438491865786559,0.0,,54.22088044635289,129.4983934356866,,0.0,,13.216237816764133,,96.64052241941032
BE3,132.4,0.0,1.4416375115105913,38.2,8.024363785542606,,5.882985281351483,4.993476283536499,,0.0,0.0,185.6,5.8,0.0,,7.725932538222162,,4.5532783679648015,,50.2,17.0,59.1,,5.661508134213441,0.0,,161.1791195536471,83.70160656431338,,0.0,,1.1837621832358673,,185.05947758058971
BG,1319.8,22.761592552838078,14.0,390.0,53.1,0.5400810795220425,489.38851089520085,13.42417768911397,4.180559456540043,1.0,12.0,2283.1,505.3,495.9,9.4,,12.0,41.0,,53.0,47.3,8.0,162.0,0.0,0.0,9.0,256.0,,116.0,,,87.0,,1789.8999999999999
CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
CY,6.2481633248829835,3.3,,60.0,0.2,,,1.6035534884895617,,,,63.5,,,,,,0.8,,,7.5,,2.4,,,,,,19.3,5.7,7.2,,,63.5
CZ,812.0,,79.0,641.0,77.0,3.0282619930215127,102.25082815372626,15.0,,,6.0,1660.0,208.0,16.0,1.0,,14.0,71.0,,272.0,77.0,91.0,37.0,11.0,,,484.0,,16.0,,,,,1630.0
DE1,178.94919930189795,1.088483108203801,11.992287920692117,194.6,61.74862599369207,8.083913869537682,66.2346000619031,11.888901119747027,,0.0,,534.7,54.6,11.9,,0.2293089086545679,,4.223787955969407,,70.4,9.7,22.5,,,,,78.46341493908301,7.704374207594681,25.200871530149243,0.0,,18.069288012872086,,468.35141131377065
DE2,393.4130147257193,2.4287089545768437,47.269891093255005,457.0,77.89060358527259,15.07897403419886,121.14797686607737,41.777268510399644,,0.0,,1183.3,137.8,18.2,,0.6786284107096475,,10.997250442257707,,315.2,58.7,78.2,,,,,205.08066660126127,15.65070075320025,5.940810897325529,0.0,,6.042080651649235,,1034.8584609034222
