region,wheatspelt1,wheatspelt2,rye,Barley,oats1,oats2,Grain maize,triticale,sorghum,rice,othercereals,graincereals,oilrape,sunflower,soy,flax,otheroilseeds,Pulses,otherroot,Green maize,Potatoes,Sugar beet,Vegetables and other,fibreflax,hemp,fibrecotton,legharvgr,Temporary grassland,grapes,olives,citrus,fruits,other permanent,sumcereals
AL,77.2,,1.3,2.2,13.4,,49.0,,,0.0,,143.1,,1.3,0.2,,,15.1,,,9.5,0.0,30.8,,,,,,,,,,,143.1
AT1,213.1,15.9,22.481691397110854,139.7,20.62575345801296,4.5577234029658005,69.86038978972495,12.501427598957862,1.4569237266201769,0.0,23.922851155394902,498.8,30.0,32.0,10.4,0.1,10.740245051837888,30.3,0.0,29.8,18.3,33.9,,,0.5191006865474951,,85.78458650135636,25.801003962026808,42.76943392381318,,,1.738520855844014,,522.6498368021673
AT2,9.3,0.6473321354805049,1.7066535832345786,19.7,2.544726580610744,1.490308473691358,50.863112372263565,3.3556333313316653,0.8451770371601525,0.0,1.5434318717706448,108.2,0.8,0.7,4.1,0.16271351456643668,11.282249450204208,2.3,0.0,20.5,1.0,0.2,,,0.015778965715135932,,24.93339164630543,28.632846077894612,2.9305660761868233,,,4.590181069849557,,91.15119834838308
AT3,46.3,0.3762133999148637,4.911655019654569,47.0,12.029519961376298,5.55196812334284,38.5764978380115,7.7429390697104745,0.09557869174210913,0.0,1.5337169728344544,169.8,11.8,1.9,10.5,0.8629316987342764,0.6775054979579013,8.3,0.0,28.4,2.6,5.2,,0.1,0.06512034773736902,,49.18202185233821,18.166149960078574,0.04254158503312567,,,1.3712980743064291,,164.02251038484496
BE2,72.3,0.0,0.2673144204206328,13.2,1.283287216747722,0.0,57.229116650953955,3.1603337930940687,,0.0,0.019035055898163112,145.7,0.9,0.0,0.0,5.1,,0.5,0.0,109.0,42.1,31.0,,7.790272132072639,0.0,,1.0673005250349874,49.62485339444464,,,,16.410161955815465,,88.94668326941286
BE3,138.0,,0.3326855795793672,35.8,4.604210028697287,0.0,5.825930467200446,4.039666206905932,,0.0,0.5809649441018369,183.8,8.7,0.0,0.0,10.8,,1.5,0.0,52.1,25.1,51.9,,8.109727867927361,0.0,,3.172699474965013,32.07514660555537,,,,1.4698380441845351,,178.75331673058716
BG,966.0,4.4,7.4,185.7,16.4,0.0,350.3,9.6,1.2,4.5,2.9,1548.4,15.8,,0.0,0.0,6.7,1.4,0.0,,,1.4,39.27,0.0,0.0,1.0,53.0,0.2,144.87,0.0,0.0,59.21,0.0,1548.4
CH,91.1,,1.6,37.1,2.4,0.2,18.0,11.3,,0.09553461317059615,0.2,161.9,18.7,5.3,1.2,,0.0,5.7,,41.9,12.1,18.8,,,,,120.6,120.6,,,,,,161.9
CY,0.0,5.39,0.0,48.91,4.92,0.0,0.0,0.0,0.0,0.0,0.0,59.22,0.0,0.0,0.0,0.0,0.17,0.33,0.0,0.28,4.29,0.0,3.7,0.0,0.0,0.0,1.09,1.45,9.05,14.87,5.07,9.96,2.0,59.22
CZ,781.5,0.0,22.5,528.1,57.7,0.0,89.8,41.0,0.0,0.0,11.3,1532.0,292.2,47.1,9.6,7.9,81.1,39.0,1.03,185.7,30.0,61.0,10.52,2.9,0.0,0.0,212.6,,15.52,0.0,0.0,18.83,0.0,1531.8999999999999
DE1,229.06826341330824,1.168371776695823,8.96233025542862,187.821037511441,28.944176052669643,3.848005066497783,58.04407209797031,23.1150859829392,0.0,,,538.5419561519201,76.03099947866023,3.084139667701585,,0.11100819959602756,,6.346715862783707,,80.25432986463431,6.715100314401305,16.31401571261569,,,,,0.0,11.676487891038542,24.100004143152365,,,17.70726149772057,,540.9713421569506
DE2,490.1,1.9,35.326734808035276,441.6,36.5105993330303,7.177707409753008,108.56175302607326,81.22577049162757,0.0,,,1179.8,161.1,5.4,,0.3,,17.1,,314.9,48.9,60.8,,,,,0.0,23.71967052831717,5.681294278570615,,,5.921024780437115,,1202.4025650685194
DE4,153.9,0.09769677345891267,166.17465096677074,95.9,19.13223398696084,1.2093730208993032,17.908565501961125,41.85038047723203,0.0,,,509.4,124.9,18.7,,7.1,,32.1,,105.5,11.3,8.2,,,,,0.0,43.47821649026147,,,,3.1597943483507644,,496.1729007272829
DE7,155.6,1.0,13.344768303459489,102.4,13.1148946724153,2.3559214692843566,7.962058714394411,18.636943715306934,0.0,,,309.1,63.1,0.5903071759936973,,0.21831367554751005,,5.0,,26.3,4.8,15.5,,,,,0.0,12.716048532734325,3.4153754846790596,,,1.0401800289957093,,314.4145868748605
DE8,330.0,,57.48820268493379,155.7,10.959119072321256,1.083723875870804,4.640499918286646,13.571519485248002,0.0,,,571.5,244.3,0.1,,0.4,,10.0,,87.8,16.6,21.1,,,,,0.0,28.518489090120802,,,,1.7603046644542777,,573.4430650366605
DE9,426.7,0.4,112.01965284431837,272.0,15.59739593816207,2.2616846105129826,78.07981037143409,77.54773833552018,0.0,,,999.7,132.3,0.1,,0.4,,5.4,,300.4,118.8,86.5,,,,,0.0,62.88535674102352,,,,8.520722190097883,,984.6062820999476
DEA,278.7,0.0,16.304516489123024,203.8,11.733354505114198,2.0889170360987968,83.71609304338043,65.97398913380205,0.0,,,658.7,68.8,0.10771305280268137,,0.1,,6.9,,135.6,30.5,56.7,,,,,0.0,35.16795919060906,,,,2.880498541834272,,662.3168702075185
DEB,99.3,2.3,9.300197535345607,89.8,7.264922224810367,1.570614312856238,8.417158197055105,17.955558820704457,0.0,,,233.3,38.5,0.9,,0.1,,2.3,,20.6,8.4,18.8,,,,,0.0,14.100388060346242,65.08666221772738,,,5.119380970937248,,235.90845109077173
DEC,8.5,0.1,2.7177240410443124,5.7,2.574387408174504,0.42406586447118433,0.2305377207600146,2.4818751927702984,0.0,,,22.0,3.3,0.08166061732538896,,0.1,,0.3,,2.7,0.2,0.0,,,,,0.0,2.11661857162182,0.09851820843006762,,,0.16002769676857068,,22.728590227220312
