,region,crop,year,value,label,unit,confidence
15761,ES42,Barley,2001,33.682880000000004,harvested quantity,Gg N,unprocessed
15762,ES42,Barley,2002,49.170880000000004,harvested quantity,Gg N,unprocessed
15763,ES42,Barley,2003,42.703584000000006,harvested quantity,Gg N,unprocessed
15764,ES42,Barley,2004,56.248368,harvested quantity,Gg N,unprocessed
15765,ES42,Barley,2005,15.459136,harvested quantity,Gg N,unprocessed
15766,ES42,Barley,2006,40.218288,harvested quantity,Gg N,unprocessed
15767,ES42,Barley,2007,53.78419479241491,harvested quantity,Gg N,filled (a)
15768,ES42,Barley,2008,50.742286299320334,harvested quantity,Gg N,filled (a)
15769,ES42,Barley,2009,32.83163152884528,harvested quantity,Gg N,filled (a)
15770,ES42,Barley,2010,35.329184,harvested quantity,Gg N,unprocessed
15771,ES42,Barley,2011,43.89352,harvested quantity,Gg N,unprocessed
15772,ES42,Barley,2012,29.654944000000004,harvested quantity,Gg N,unprocessed
15773,ES42,Barley,2013,50.909936,harvested quantity,Gg N,unprocessed
15774,ES42,Barley,2014,36.955072,harvested quantity,Gg N,unprocessed
15775,ES42,Barley,2015,33.868384,harvested quantity,Gg N,unprocessed
15776,ES42,Barley,2016,47.12012800000001,harvested quantity,Gg N,unprocessed
15777,ES42,Barley,2017,34.199968000000005,harvested quantity,Gg N,unprocessed
15778,ES42,Barley,2018,44.953392,harvested quantity,Gg N,unprocessed
15779,ES42,Barley,2019,35.495328,harvested quantity,Gg N,unprocessed
15780,ES42,Fodder crops,1990,1.1005520421124422,harvested quantity,Gg N,corrected (e)
15781,ES42,Fodder crops,1991,1.1229209962822018,harvested quantity,Gg N,corrected (e)
15782,ES42,Fodder crops,1992,1.1641410563880377,harvested quantity,Gg N,corrected (e)
15783,ES42,Fodder crops,1993,1.1398798787449957,harvested quantity,Gg N,corrected (e)
15784,ES42,Fodder crops,1994,1.1580555300146074,harvested quantity,Gg N,corrected (e)
15785,ES42,Fodder crops,1995,1.1624938363453856,harvested quantity,Gg N,corrected (e)
15786,ES42,Fodder crops,1996,1.1253938158422805,harvested quantity,Gg N,corrected (e)
15787,ES42,Fodder crops,1997,1.0406492628378405,harvested quantity,Gg N,corrected (e)
15788,ES42,Fodder crops,1998,0.896913635787952,harvested quantity,Gg N,corrected (e)
15789,ES42,Fodder crops,1999,1.0641495227025568,harvested quantity,Gg N,corrected (e)
15790,ES42,Fodder crops,2000,0.9467915562148843,harvested quantity,Gg N,corrected (e)
15791,ES42,Fodder crops,2001,0.8665120281485437,harvested quantity,Gg N,corrected (e)
15792,ES42,Fodder crops,2002,0.8097738428811957,harvested quantity,Gg N,corrected (e)
15793,ES42,Fodder crops,2003,0.8290678056133358,harvested quantity,Gg N,corrected (e)
15794,ES42,Fodder crops,2004,0.8333369904058363,harvested quantity,Gg N,corrected (e)
15795,ES42,Fodder crops,2005,0.8432531244649686,harvested quantity,Gg N,corrected (e)
15796,ES42,Fodder crops,2006,0.8127703225616583,harvested quantity,Gg N,corrected (e)
15797,ES42,Fodder crops,2007,0.8095591095367468,harvested quantity,Gg N,corrected (e)
15798,ES42,Fodder crops,2008,0.8019162146244156,harvested quantity,Gg N,corrected (e)
15799,ES42,Fodder crops,2009,0.8031011806025886,harvested quantity,Gg N,corrected (e)
15800,ES42,Fodder crops,2010,0.7039923022265289,harvested quantity,Gg N,corrected (e)
15801,ES42,Fodder crops,2011,0.873795923360572,harvested quantity,Gg N,corrected (e)
15802,ES42,Fodder crops,2012,0.9632085455758591,harvested quantity,Gg N,corrected (e)
15803,ES42,Fodder crops,2013,0.8304269351400059,harvested quantity,Gg N,corrected (e)
15804,ES42,Fodder crops,2014,0.8675519724478654,harvested quantity,Gg N,corrected (e)
15805,ES42,Fodder crops,2015,0.9582093174812715,harvested quantity,Gg N,corrected (e)
15806,ES42,Fodder crops,2016,0.9401669330056429,harvested quantity,Gg N,corrected (e)
15807,ES42,Fodder crops,2017,0.9943072757788498,harvested quantity,Gg N,corrected (e)
15808,ES42,Fodder crops,2018,0.9659580472538993,harvested quantity,Gg N,corrected (e)
15809,ES42,Fodder crops,2019,1.1093952935386633,harvested quantity,Gg N,corrected (e)
15810,ES42,Forage legumes,1990,4.057269323818712,harvested quantity,Gg N,corrected (e)
15811,ES42,Forage legumes,1991,4.134048122849888,harvested quantity,Gg N,corrected (e)
15812,ES42,Forage legumes,1992,3.9317625059619887,harvested quantity,Gg N,corrected (e)
15813,ES42,Forage legumes,1993,4.132495071482273,harvested quantity,Gg N,corrected (e)
15814,ES42,Forage legumes,1994,3.8682584482125453,harvested quantity,Gg N,corrected (e)
15815,ES42,Forage legumes,1995,3.520087378363739,harvested quantity,Gg N,corrected (e)
15816,ES42,Forage legumes,1996,3.3575669495025267,harvested quantity,Gg N,corrected (e)
15817,ES42,Forage legumes,1997,3.40357381298898,harvested quantity,Gg N,corrected (e)
15818,ES42,Forage legumes,1998,3.8098831993552182,harvested quantity,Gg N,corrected (e)
15819,ES42,Forage legumes,1999,3.8415135598018675,harvested quantity,Gg N,corrected (e)
15820,ES42,Forage legumes,2000,4.019902004451197,harvested quantity,Gg N,corrected (e)
15821,ES42,Forage legumes,2001,3.863881581080526,harvested quantity,Gg N,corrected (e)
15822,ES42,Forage legumes,2002,3.826622496050113,harvested quantity,Gg N,corrected (e)
15823,ES42,Forage legumes,2003,4.015427277933037,harvested quantity,Gg N,corrected (e)
15824,ES42,Forage legumes,2004,3.997753660720102,harvested quantity,Gg N,corrected (e)
15825,ES42,Forage legumes,2005,3.882554625301954,harvested quantity,Gg N,corrected (e)
15826,ES42,Forage legumes,2006,4.039783678671396,harvested quantity,Gg N,corrected (e)
15827,ES42,Forage legumes,2007,3.992400980607119,harvested quantity,Gg N,corrected (e)
15828,ES42,Forage legumes,2008,3.4693558884970406,harvested quantity,Gg N,corrected (e)
15829,ES42,Forage legumes,2009,3.982017077466606,harvested quantity,Gg N,corrected (e)
15830,ES42,Forage legumes,2010,4.16631887202972,harvested quantity,Gg N,corrected (e)
15831,ES42,Forage legumes,2011,4.35229292367616,harvested quantity,Gg N,corrected (e)
15832,ES42,Forage legumes,2012,4.390956803923623,harvested quantity,Gg N,corrected (e)
15833,ES42,Forage legumes,2013,4.4297880682394375,harvested quantity,Gg N,corrected (e)
15834,ES42,Forage legumes,2014,4.468786716623604,harvested quantity,Gg N,corrected (e)
15835,ES42,Forage legumes,2015,4.507952749076123,harvested quantity,Gg N,corrected (e)
15836,ES42,Forage legumes,2016,4.744310118552955,harvested quantity,Gg N,corrected (e)
15837,ES42,Forage legumes,2017,4.704605835622245,harvested quantity,Gg N,corrected (e)
15838,ES42,Forage legumes,2018,4.737032812388873,harvested quantity,Gg N,corrected (e)
15839,ES42,Forage legumes,2019,4.779922210804272,harvested quantity,Gg N,corrected (e)
15840,ES42,Grain maize,1990,5.641740945081666,harvested quantity,Gg N,filled (b)
15841,ES42,Grain maize,1991,5.489510085370594,harvested quantity,Gg N,filled (b)
15842,ES42,Grain maize,1992,3.775274666853637,harvested quantity,Gg N,filled (b)
15843,ES42,Grain maize,1993,4.54677495011892,harvested quantity,Gg N,filled (b)
15844,ES42,Grain maize,1994,3.9659054157895697,harvested quantity,Gg N,filled (b)
15845,ES42,Grain maize,1995,3.0108781502358446,harvested quantity,Gg N,filled (b)
15846,ES42,Grain maize,1996,5.815189166331415,harvested quantity,Gg N,filled (b)
15847,ES42,Grain maize,1997,4.309349989715756,harvested quantity,Gg N,filled (b)
15848,ES42,Grain maize,1998,6.39562495891398,harvested quantity,Gg N,filled (b)
15849,ES42,Grain maize,1999,3.684253876691638,harvested quantity,Gg N,filled (b)
15850,ES42,Grain maize,2000,5.14512606593453,harvested quantity,Gg N,filled (a)
15851,ES42,Grain maize,2001,6.421289530507348,harvested quantity,Gg N,filled (a)
15852,ES42,Grain maize,2002,5.704003430078327,harvested quantity,Gg N,filled (a)
15853,ES42,Grain maize,2003,5.6132631938335775,harvested quantity,Gg N,filled (a)
15854,ES42,Grain maize,2004,6.226919819914903,harvested quantity,Gg N,filled (a)
15855,ES42,Grain maize,2005,5.309850528890198,harvested quantity,Gg N,filled (a)
15856,ES42,Grain maize,2006,4.3252416302060475,harvested quantity,Gg N,filled (a)
15857,ES42,Grain maize,2007,4.654174986593265,harvested quantity,Gg N,filled (a)
15858,ES42,Grain maize,2008,4.791703157151713,harvested quantity,Gg N,filled (a)
15859,ES42,Grain maize,2009,4.5089132731730475,harvested quantity,Gg N,filled (a)
15860,ES42,Grain maize,2010,5.464703999999999,harvested quantity,Gg N,unprocessed
15861,ES42,Grain maize,2011,6.9351519999999995,harvested quantity,Gg N,unprocessed
15862,ES42,Grain maize,2012,6.853224,harvested quantity,Gg N,unprocessed
15863,ES42,Grain maize,2013,7.3844639999999995,harvested quantity,Gg N,unprocessed
15864,ES42,Grain maize,2014,6.682072,harvested quantity,Gg N,unprocessed
15865,ES42,Grain maize,2015,5.192168,harvested quantity,Gg N,unprocessed
15866,ES42,Grain maize,2016,4.217239999999999,harvested quantity,Gg N,unprocessed
15867,ES42,Grain maize,2017,3.981488,harvested quantity,Gg N,unprocessed
15868,ES42,Grain maize,2018,3.6691279999999997,harvested quantity,Gg N,unprocessed
15869,ES42,Grain maize,2019,3.693448,harvested quantity,Gg N,unprocessed
15870,ES42,Grapes,1990,9.318775960614461,harvested quantity,Gg N,filled (a)
15871,ES42,Grapes,1991,7.480873469571713,harvested quantity,Gg N,filled (a)
15872,ES42,Grapes,1992,8.225506112598353,harvested quantity,Gg N,filled (a)
15873,ES42,Grapes,1993,6.574733417792726,harvested quantity,Gg N,filled (a)
15874,ES42,Grapes,1994,4.68457852980069,harvested quantity,Gg N,filled (a)
15875,ES42,Grapes,1995,4.822190903033527,harvested quantity,Gg N,filled (a)
15876,ES42,Grapes,1996,7.159154166040969,harvested quantity,Gg N,filled (a)
15877,ES42,Grapes,1997,8.031,harvested quantity,Gg N,unprocessed
15878,ES42,Grapes,1998,7.3172999999999995,harvested quantity,Gg N,unprocessed
15879,ES42,Grapes,1999,8.021700000000001,harvested quantity,Gg N,unprocessed
15880,ES42,Grapes,2000,9.619767040562015,harvested quantity,Gg N,filled (a)
15881,ES42,Grapes,2001,7.588401129409505,harvested quantity,Gg N,filled (a)
15882,ES42,Grapes,2002,8.542619144221721,harvested quantity,Gg N,filled (a)
15883,ES42,Grapes,2003,9.355626135873463,harvested quantity,Gg N,filled (c)
15884,ES42,Grapes,2004,10.168633127525204,harvested quantity,Gg N,filled (a)
15885,ES42,Grapes,2005,8.71492250275698,harvested quantity,Gg N,filled (a)
15886,ES42,Grapes,2006,9.493324876704564,harvested quantity,Gg N,filled (a)
15887,ES42,Grapes,2007,8.58593249475076,harvested quantity,Gg N,filled (a)
15888,ES42,Grapes,2008,8.713339096788818,harvested quantity,Gg N,filled (a)
15889,ES42,Grapes,2009,7.609417244986905,harvested quantity,Gg N,filled (a)
15890,ES42,Grapes,2010,8.79167450841362,harvested quantity,Gg N,filled (a)
15891,ES42,Grapes,2011,8.362283599047979,harvested quantity,Gg N,filled (a)
15892,ES42,Grapes,2012,8.012926664072982,harvested quantity,Gg N,filled (a)
15893,ES42,Grapes,2013,10.767189372689206,harvested quantity,Gg N,filled (a)
15894,ES42,Grapes,2014,8.955830523512708,harvested quantity,Gg N,filled (a)
15895,ES42,Grapes,2015,8.34761550194293,harvested quantity,Gg N,filled (a)
15896,ES42,Grapes,2016,8.784808284351689,harvested quantity,Gg N,filled (a)
15897,ES42,Grapes,2017,7.754946648060543,harvested quantity,Gg N,filled (a)
15898,ES42,Grapes,2018,10.052123237468033,harvested quantity,Gg N,filled (a)
15899,ES42,Grapes,2019,8.27034529069671,harvested quantity,Gg N,filled (a)
15900,ES42,Oilseeds,1990,6.537643948664888,harvested quantity,Gg N,filled (c)
15901,ES42,Oilseeds,1991,8.269202546258189,harvested quantity,Gg N,filled (c)
15902,ES42,Oilseeds,1992,12.337163855237371,harvested quantity,Gg N,filled (c)
15903,ES42,Oilseeds,1993,12.841248943871726,harvested quantity,Gg N,filled (c)
15904,ES42,Oilseeds,1994,9.468571618466669,harvested quantity,Gg N,filled (c)
15905,ES42,Oilseeds,1995,6.935560712431071,harvested quantity,Gg N,filled (c)
15906,ES42,Oilseeds,1996,14.329066012259737,harvested quantity,Gg N,filled (c)
15907,ES42,Oilseeds,1997,15.54032906010929,harvested quantity,Gg N,filled (c)
15908,ES42,Oilseeds,1998,13.126031530054645,harvested quantity,Gg N,filled (c)
15909,ES42,Oilseeds,1999,7.789256,harvested quantity,Gg N,filled (c)
15910,ES42,Oilseeds,2000,3.2317095799703144,harvested quantity,Gg N,filled (c)
15911,ES42,Oilseeds,2001,2.85485093989071,harvested quantity,Gg N,filled (c)
15912,ES42,Oilseeds,2002,3.106911824170384,harvested quantity,Gg N,filled (c)
15913,ES42,Oilseeds,2003,2.68456878515679,harvested quantity,Gg N,filled (c)
15914,ES42,Oilseeds,2004,3.4178549533103553,harvested quantity,Gg N,filled (c)
15915,ES42,Oilseeds,2005,1.9731998938612938,harvested quantity,Gg N,filled (c)
15916,ES42,Oilseeds,2006,1.980300525333278,harvested quantity,Gg N,filled (c)
15917,ES42,Oilseeds,2007,2.774284852046822,harvested quantity,Gg N,filled (c)
15918,ES42,Oilseeds,2008,3.188400354456032,harvested quantity,Gg N,filled (c)
15919,ES42,Oilseeds,2009,3.253815058918354,harvested quantity,Gg N,filled (c)
15920,ES42,Oilseeds,2010,3.2771558796436855,harvested quantity,Gg N,filled (c)
15921,ES42,Oilseeds,2011,3.589430503466645,harvested quantity,Gg N,filled (c)
15922,ES42,Oilseeds,2012,2.927904727289604,harvested quantity,Gg N,filled (c)
15923,ES42,Oilseeds,2013,4.110397151112562,harvested quantity,Gg N,filled (c)
15924,ES42,Oilseeds,2014,3.608264825293945,harvested quantity,Gg N,filled (c)
15925,ES42,Oilseeds,2015,3.450922463759535,harvested quantity,Gg N,filled (a)
15926,ES42,Oilseeds,2016,4.019208339965021,harvested quantity,Gg N,filled (a)
15927,ES42,Oilseeds,2017,3.2403510094567536,harvested quantity,Gg N,filled (a)
15928,ES42,Oilseeds,2018,4.078104274391251,harvested quantity,Gg N,filled (c)
15929,ES42,Oilseeds,2019,3.2765728084959034,harvested quantity,Gg N,filled (a)
15930,ES42,Olives,1990,0.8445597659632404,harvested quantity,Gg N,filled (a)
15931,ES42,Olives,1991,0.747728543575326,harvested quantity,Gg N,filled (a)
15932,ES42,Olives,1992,0.79658281549716,harvested quantity,Gg N,filled (a)
15933,ES42,Olives,1993,0.7043387310064729,harvested quantity,Gg N,filled (a)
15934,ES42,Olives,1994,0.6834835466868392,harvested quantity,Gg N,filled (a)
15935,ES42,Olives,1995,0.44417531988450476,harvested quantity,Gg N,filled (a)
15936,ES42,Olives,1996,1.1296140401013095,harvested quantity,Gg N,filled (a)
15937,ES42,Olives,1997,1.60778,harvested quantity,Gg N,unprocessed
15938,ES42,Olives,1998,0.70414,harvested quantity,Gg N,unprocessed
15939,ES42,Olives,1999,1.08642,harvested quantity,Gg N,unprocessed
15940,ES42,Olives,2000,1.2394797526889951,harvested quantity,Gg N,filled (a)
15941,ES42,Olives,2001,1.749930441973874,harvested quantity,Gg N,filled (a)
15942,ES42,Olives,2002,1.030576980910357,harvested quantity,Gg N,filled (a)
15943,ES42,Olives,2003,1.8944127525728744,harvested quantity,Gg N,filled (a)
15944,ES42,Olives,2004,1.303449019977102,harvested quantity,Gg N,filled (a)
15945,ES42,Olives,2005,1.0080924853157522,harvested quantity,Gg N,filled (a)
15946,ES42,Olives,2006,1.4235217410443004,harvested quantity,Gg N,filled (a)
15947,ES42,Olives,2007,1.5391351624835385,harvested quantity,Gg N,filled (a)
15948,ES42,Olives,2008,1.3574418889969226,harvested quantity,Gg N,filled (a)
15949,ES42,Olives,2009,1.5552904104330625,harvested quantity,Gg N,filled (a)
15950,ES42,Olives,2010,1.7577461228282751,harvested quantity,Gg N,filled (c)
15951,ES42,Olives,2011,1.9602018352234878,harvested quantity,Gg N,filled (a)
15952,ES42,Olives,2012,2.1394950078704342,harvested quantity,Gg N,filled (c)
15953,ES42,Olives,2013,2.3187881805173807,harvested quantity,Gg N,filled (a)
15954,ES42,Olives,2014,1.1474863314713806,harvested quantity,Gg N,filled (a)
15955,ES42,Olives,2015,1.8410766213285035,harvested quantity,Gg N,filled (a)
15956,ES42,Olives,2016,1.775335164699774,harvested quantity,Gg N,filled (a)
15957,ES42,Olives,2017,1.6383150997401426,harvested quantity,Gg N,filled (a)
15958,ES42,Olives,2018,2.4614055563647215,harvested quantity,Gg N,filled (a)
15959,ES42,Olives,2019,1.4952264769394252,harvested quantity,Gg N,filled (a)
15960,ES42,Other cereals,1990,5.6752597380368695,harvested quantity,Gg N,filled (b)
15961,ES42,Other cereals,1991,4.906144831768966,harvested quantity,Gg N,filled (b)
15962,ES42,Other cereals,1992,3.9252987506712333,harvested quantity,Gg N,filled (b)
15963,ES42,Other cereals,1993,4.799699421684952,harvested quantity,Gg N,filled (b)
15964,ES42,Other cereals,1994,4.397305788418914,harvested quantity,Gg N,filled (b)
15965,ES42,Other cereals,1995,2.561077014705616,harvested quantity,Gg N,filled (b)
15966,ES42,Other cereals,1996,7.013151314461542,harvested quantity,Gg N,filled (b)
15967,ES42,Other cereals,1997,5.405876645308965,harvested quantity,Gg N,filled (b)
15968,ES42,Other cereals,1998,7.101127115122721,harvested quantity,Gg N,filled (a)
15969,ES42,Other cereals,1999,5.355204121052013,harvested quantity,Gg N,filled (a)
15970,ES42,Other cereals,2000,9.540509366483144,harvested quantity,Gg N,filled (a)
15971,ES42,Other cereals,2001,6.605434449520911,harvested quantity,Gg N,filled (a)
15972,ES42,Other cereals,2002,8.77022199918556,harvested quantity,Gg N,filled (a)
15973,ES42,Other cereals,2003,8.748491734059849,harvested quantity,Gg N,filled (a)
15974,ES42,Other cereals,2004,9.824674347043631,harvested quantity,Gg N,filled (a)
15975,ES42,Other cereals,2005,5.422853919363125,harvested quantity,Gg N,filled (a)
15976,ES42,Other cereals,2006,9.45984424534959,harvested quantity,Gg N,filled (a)
15977,ES42,Other cereals,2007,12.96404908547846,harvested quantity,Gg N,filled (a)
15978,ES42,Other cereals,2008,11.972344040323277,harvested quantity,Gg N,filled (a)
15979,ES42,Other cereals,2009,9.39348626372926,harvested quantity,Gg N,filled (a)
15980,ES42,Other cereals,2010,8.414193691398832,harvested quantity,Gg N,filled (a)
15981,ES42,Other cereals,2011,11.466758821748696,harvested quantity,Gg N,filled (a)
15982,ES42,Other cereals,2012,8.615303626254413,harvested quantity,Gg N,filled (a)
15983,ES42,Other cereals,2013,12.7724538666656,harvested quantity,Gg N,unprocessed
15984,ES42,Other cereals,2014,7.919134933331599,harvested quantity,Gg N,unprocessed
15985,ES42,Other cereals,2015,10.102409118441074,harvested quantity,Gg N,filled (a)
15986,ES42,Other cereals,2016,15.313072790278643,harvested quantity,Gg N,filled (a)
15987,ES42,Other cereals,2017,11.204202423813555,harvested quantity,Gg N,filled (a)
15988,ES42,Other cereals,2018,16.48230934467885,harvested quantity,Gg N,filled (a)
15989,ES42,Other cereals,2019,11.513479689637103,harvested quantity,Gg N,filled (a)
15990,ES42,Other permanent crops,1990,0.01982123968979386,harvested quantity,Gg N,filled (a)
15991,ES42,Other permanent crops,1991,0.019745179154443977,harvested quantity,Gg N,filled (a)
15992,ES42,Other permanent crops,1992,0.02771252023234378,harvested quantity,Gg N,filled (a)
15993,ES42,Other permanent crops,1993,0.023757372394150086,harvested quantity,Gg N,filled (a)
15994,ES42,Other permanent crops,1994,0.023090484485993112,harvested quantity,Gg N,filled (a)
15995,ES42,Other permanent crops,1995,0.020454851113735257,harvested quantity,Gg N,filled (a)
15996,ES42,Other permanent crops,1996,0.024601508514149186,harvested quantity,Gg N,filled (a)
15997,ES42,Other permanent crops,1997,0.06648,harvested quantity,Gg N,unprocessed
15998,ES42,Other permanent crops,1998,0.061200000000000004,harvested quantity,Gg N,unprocessed
15999,ES42,Other permanent crops,1999,0.05432000000000001,harvested quantity,Gg N,unprocessed
16000,ES42,Other permanent crops,2000,0.040991472530990905,harvested quantity,Gg N,filled (c)
16001,ES42,Other permanent crops,2001,0.027662945061981806,harvested quantity,Gg N,filled (a)
16002,ES42,Other permanent crops,2002,0.0246891139521861,harvested quantity,Gg N,filled (a)
16003,ES42,Other permanent crops,2003,0.03112641586809236,harvested quantity,Gg N,filled (a)
16004,ES42,Other permanent crops,2004,0.02370779722378811,harvested quantity,Gg N,filled (a)
16005,ES42,Other permanent crops,2005,0.02766498239775011,harvested quantity,Gg N,filled (a)
16006,ES42,Other permanent crops,2006,0.023107054816908622,harvested quantity,Gg N,filled (a)
16007,ES42,Other permanent crops,2007,0.021783941057782114,harvested quantity,Gg N,filled (a)
16008,ES42,Other permanent crops,2008,0.02098299645607098,harvested quantity,Gg N,filled (a)
16009,ES42,Other permanent crops,2009,0.019292890613881307,harvested quantity,Gg N,filled (a)
16010,ES42,Other permanent crops,2010,0.021106640100142716,harvested quantity,Gg N,filled (c)
16011,ES42,Other permanent crops,2011,0.022920389586404126,harvested quantity,Gg N,filled (c)
16012,ES42,Other permanent crops,2012,0.024734139072665536,harvested quantity,Gg N,filled (c)
16013,ES42,Other permanent crops,2013,0.026547888558926945,harvested quantity,Gg N,filled (c)
16014,ES42,Other permanent crops,2014,0.028361638045188355,harvested quantity,Gg N,filled (c)
16015,ES42,Other permanent crops,2015,0.030175387531449764,harvested quantity,Gg N,filled (a)
16016,ES42,Other permanent crops,2016,0.029465987216927593,harvested quantity,Gg N,filled (a)
16017,ES42,Other permanent crops,2017,0.033242936086587294,harvested quantity,Gg N,filled (a)
16018,ES42,Other permanent crops,2018,0.031868006087753684,harvested quantity,Gg N,filled (a)
16019,ES42,Other permanent crops,2019,0.03342806199673351,harvested quantity,Gg N,filled (a)
16020,ES42,Potatoes,1990,0.5852160000000001,harvested quantity,Gg N,unprocessed
16021,ES42,Potatoes,1991,0.594176,harvested quantity,Gg N,unprocessed
16022,ES42,Potatoes,1992,0.589056,harvested quantity,Gg N,unprocessed
16023,ES42,Potatoes,1993,0.564992,harvested quantity,Gg N,unprocessed
16024,ES42,Potatoes,1994,0.56832,harvested quantity,Gg N,unprocessed
16025,ES42,Potatoes,1995,0.5335040000000001,harvested quantity,Gg N,unprocessed
16026,ES42,Potatoes,1996,0.5806080000000001,harvested quantity,Gg N,unprocessed
16027,ES42,Potatoes,1997,0.619264,harvested quantity,Gg N,unprocessed
16028,ES42,Potatoes,1998,0.5719040000000001,harvested quantity,Gg N,unprocessed
16029,ES42,Potatoes,1999,0.55552,harvested quantity,Gg N,unprocessed
16030,ES42,Potatoes,2000,0.49433600000000005,harvested quantity,Gg N,unprocessed
16031,ES42,Potatoes,2001,0.47180800000000006,harvested quantity,Gg N,unprocessed
16032,ES42,Potatoes,2002,0.327168,harvested quantity,Gg N,unprocessed
16033,ES42,Potatoes,2003,0.297728,harvested quantity,Gg N,unprocessed
16034,ES42,Potatoes,2004,0.313856,harvested quantity,Gg N,unprocessed
16035,ES42,Potatoes,2005,0.24064000000000002,harvested quantity,Gg N,unprocessed
16036,ES42,Potatoes,2006,0.26163200000000003,harvested quantity,Gg N,unprocessed
16037,ES42,Potatoes,2007,0.2997218455326087,harvested quantity,Gg N,filled (a)
16038,ES42,Potatoes,2008,0.25950670679704696,harvested quantity,Gg N,filled (a)
16039,ES42,Potatoes,2009,0.3286956019345148,harvested quantity,Gg N,filled (a)
16040,ES42,Potatoes,2010,0.24174080000000003,harvested quantity,Gg N,unprocessed
16041,ES42,Potatoes,2011,0.255744,harvested quantity,Gg N,unprocessed
16042,ES42,Potatoes,2012,0.20974080000000003,harvested quantity,Gg N,unprocessed
16043,ES42,Potatoes,2013,0.21578240000000004,harvested quantity,Gg N,unprocessed
16044,ES42,Potatoes,2014,0.170112,harvested quantity,Gg N,unprocessed
16045,ES42,Potatoes,2015,0.14517760000000002,harvested quantity,Gg N,unprocessed
16046,ES42,Potatoes,2016,0.16903680000000001,harvested quantity,Gg N,unprocessed
16047,ES42,Potatoes,2017,0.1949952,harvested quantity,Gg N,unprocessed
16048,ES42,Potatoes,2018,0.18176,harvested quantity,Gg N,unprocessed
16049,ES42,Potatoes,2019,0.16878080000000004,harvested quantity,Gg N,unprocessed
16050,ES42,Pulses,1990,2.8642507803363633,harvested quantity,Gg N,filled (a)
16051,ES42,Pulses,1991,2.5001511048698766,harvested quantity,Gg N,filled (a)
16052,ES42,Pulses,1992,1.7858222177641976,harvested quantity,Gg N,filled (a)
16053,ES42,Pulses,1993,1.8436158170445922,harvested quantity,Gg N,filled (a)
16054,ES42,Pulses,1994,2.676999518667884,harvested quantity,Gg N,filled (a)
16055,ES42,Pulses,1995,2.1938450286837847,harvested quantity,Gg N,filled (a)
16056,ES42,Pulses,1996,6.97664,harvested quantity,Gg N,unprocessed
16057,ES42,Pulses,1997,4.5056,harvested quantity,Gg N,unprocessed
16058,ES42,Pulses,1998,5.86432,harvested quantity,Gg N,unprocessed
16059,ES42,Pulses,1999,3.21376,harvested quantity,Gg N,unprocessed
16060,ES42,Pulses,2000,6.737280000000001,harvested quantity,Gg N,unprocessed
16061,ES42,Pulses,2001,3.5516800000000006,harvested quantity,Gg N,unprocessed
16062,ES42,Pulses,2002,6.952000000000001,harvested quantity,Gg N,unprocessed
16063,ES42,Pulses,2003,5.695360000000001,harvested quantity,Gg N,unprocessed
16064,ES42,Pulses,2004,6.54368,harvested quantity,Gg N,unprocessed
16065,ES42,Pulses,2005,1.59808,harvested quantity,Gg N,unprocessed
16066,ES42,Pulses,2006,1.6966400000000001,harvested quantity,Gg N,unprocessed
16067,ES42,Pulses,2007,3.5346565319889427,harvested quantity,Gg N,filled (a)
16068,ES42,Pulses,2008,2.8896799640197375,harvested quantity,Gg N,filled (a)
16069,ES42,Pulses,2009,3.304638006852971,harvested quantity,Gg N,filled (a)
16070,ES42,Pulses,2010,5.409184,harvested quantity,Gg N,unprocessed
16071,ES42,Pulses,2011,5.334560000000001,harvested quantity,Gg N,unprocessed
16072,ES42,Pulses,2012,3.146528,harvested quantity,Gg N,unprocessed
16073,ES42,Pulses,2013,6.507776000000001,harvested quantity,Gg N,unprocessed
16074,ES42,Pulses,2014,4.938560000000001,harvested quantity,Gg N,unprocessed
16075,ES42,Pulses,2015,6.319808,harvested quantity,Gg N,unprocessed
16076,ES42,Pulses,2016,8.182592000000001,harvested quantity,Gg N,unprocessed
16077,ES42,Pulses,2017,5.791456,harvested quantity,Gg N,unprocessed
16078,ES42,Pulses,2018,7.553920000000001,harvested quantity,Gg N,unprocessed
16079,ES42,Pulses,2019,4.830144000000001,harvested quantity,Gg N,unprocessed
16080,ES42,Sugar beet,1990,0.87152,harvested quantity,Gg N,unprocessed
16081,ES42,Sugar beet,1991,0.712608,harvested quantity,Gg N,unprocessed
16082,ES42,Sugar beet,1992,1.1190399999999998,harvested quantity,Gg N,unprocessed
16083,ES42,Sugar beet,1993,1.8068959999999998,harvested quantity,Gg N,unprocessed
16084,ES42,Sugar beet,1994,1.20016,harvested quantity,Gg N,unprocessed
16085,ES42,Sugar beet,1995,1.277536,harvested quantity,Gg N,unprocessed
16086,ES42,Sugar beet,1996,1.4961439999999997,harvested quantity,Gg N,unprocessed
16087,ES42,Sugar beet,1997,1.7085119999999998,harvested quantity,Gg N,unprocessed
16088,ES42,Sugar beet,1998,1.2392639999999997,harvested quantity,Gg N,unprocessed
16089,ES42,Sugar beet,1999,1.2465439999999999,harvested quantity,Gg N,unprocessed
16090,ES42,Sugar beet,2000,0.876304,harvested quantity,Gg N,unprocessed
16091,ES42,Sugar beet,2001,0.9931999999999999,harvested quantity,Gg N,unprocessed
