region,year,symbol,value,label,unit,confidence
AL,1990,Q,73.5,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1991,Q,22.3,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1992,Q,14.8,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1993,Q,15.22,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1994,Q,12.68,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1995,Q,10.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1996,Q,5.5,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1997,Q,4.2,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1998,Q,18.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,1999,Q,5.8,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AL,2000,Q,13.943,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2001,Q,18.131,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2002,Q,18.187,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2003,Q,20.028,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2004,Q,16.511,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2005,Q,17.281,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2006,Q,14.584,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2007,Q,14.803,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2008,Q,13.442,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2009,Q,15.631,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2010,Q,16.566,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2011,Q,17.966,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2012,Q,17.097,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2013,Q,17.293,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2014,Q,17.409,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2015,Q,17.63,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2016,Q,17.751,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2017,Q,18.105,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2018,Q,24.769,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AL,2019,Q,38.33,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,1990,Q,69.64401534598613,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1991,Q,67.74509967332476,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1992,Q,63.639336056759625,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1993,Q,61.58645424847706,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1994,Q,62.0996747005477,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1995,Q,64.15255650883027,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1996,Q,64.31114162852009,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1997,Q,67.65220677149998,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1998,Q,65.4545967957335,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,1999,Q,61.325738258825176,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT1,2000,Q,70.74692609748594,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT1,2001,Q,74.607,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2002,Q,58.643,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2003,Q,62.515,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2004,Q,49.884,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2005,Q,55.035,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2006,Q,54.846,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2007,Q,59.614,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2008,Q,55.927,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2009,Q,43.209,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2010,Q,55.522,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2011,Q,43.41,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2012,Q,43.513,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2013,Q,54.483,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2014,Q,52.216,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT1,2015,Q,63.67936725202114,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT1,2016,Q,67.76100950733895,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT1,2017,Q,57.421157059471724,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT1,2018,Q,51.371314370463,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT1,2019,Q,52.76522111828686,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,1990,Q,29.169390165726757,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1991,Q,28.37405675663915,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1992,Q,26.65441695320647,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1993,Q,25.794597051490136,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1994,Q,26.00955202691922,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1995,Q,26.869371928635555,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1996,Q,26.935793016043142,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1997,Q,28.33514990608648,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1998,Q,27.414712701299145,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,1999,Q,25.68539992397216,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT2,2000,Q,29.63132840792386,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,2001,Q,21.706,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2002,Q,18.026,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2003,Q,22.36,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2004,Q,12.8,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2005,Q,23.118,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2006,Q,17.667,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2007,Q,24.634,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2008,Q,21.776,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2009,Q,15.421,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2010,Q,21.101,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2011,Q,24.787,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2012,Q,35.514,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2013,Q,26.947,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2014,Q,36.651,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT2,2015,Q,26.67118344128994,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,2016,Q,28.38072036087745,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,2017,Q,24.050022470907685,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,2018,Q,21.516133220549637,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT2,2019,Q,22.09995093381503,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,1990,Q,36.8865944882871,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1991,Q,35.88084357003609,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1992,Q,33.706246990033904,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1993,Q,32.61894870003281,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1994,Q,32.89077327253308,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1995,Q,33.978071562534176,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1996,Q,34.06206535543676,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1997,Q,35.83164332241354,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1998,Q,34.667690502967375,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,1999,Q,32.48086181720267,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
AT3,2000,Q,37.47074549459019,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,2001,Q,32.709,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2002,Q,29.23,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2003,Q,29.353,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2004,Q,22.75,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2005,Q,26.829,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2006,Q,24.976,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2007,Q,26.7,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2008,Q,30.799,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2009,Q,30.502,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2010,Q,28.139,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2011,Q,29.964,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2012,Q,28.868,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2013,Q,29.196,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2014,Q,32.695,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
AT3,2015,Q,33.727449306688925,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,2016,Q,35.889270131783604,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,2017,Q,30.41282046962059,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,2018,Q,27.20855240898737,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
AT3,2019,Q,27.94682794789811,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,1990,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1991,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1992,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1993,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1994,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1995,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1996,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1997,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1998,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,1999,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE2,2000,Q,85.65171428571428,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2001,Q,78.9039935064935,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2002,Q,81.91572077922079,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2003,Q,77.19352597402597,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2004,Q,78.49057792207793,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2005,Q,73.43912337662337,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2006,Q,73.32077922077923,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2007,Q,76.84533116883117,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2008,Q,74.1675974025974,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2009,Q,76.93316883116883,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2010,Q,78.41168181818182,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2011,Q,75.89121428571428,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2012,Q,75.14275324675324,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2013,Q,78.76092857142856,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2014,Q,80.63129220779221,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2015,Q,79.06441558441558,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2016,Q,84.62027922077922,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2017,Q,81.9620064935065,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2018,Q,78.83193506493505,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE2,2019,Q,80.65969480519482,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,1990,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1991,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1992,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1993,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1994,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1995,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1996,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1997,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1998,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,1999,Q,,total quantity of synthetic N fertilizer applied,Gg N,
BE3,2000,Q,77.19228571428572,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2001,Q,71.11100649350648,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2002,Q,73.82527922077922,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2003,Q,69.56947402597403,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2004,Q,70.73842207792208,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2005,Q,66.18587662337663,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2006,Q,66.07922077922078,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2007,Q,69.25566883116883,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2008,Q,66.8424025974026,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2009,Q,69.33483116883117,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2010,Q,70.66731818181819,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2011,Q,68.39578571428572,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2012,Q,67.72124675324676,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2013,Q,70.98207142857143,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2014,Q,72.66770779220779,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2015,Q,71.25558441558441,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2016,Q,76.26272077922079,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2017,Q,73.86699350649351,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2018,Q,71.04606493506493,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BE3,2019,Q,72.69330519480519,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
BG,1990,Q,452.9,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1991,Q,377.268,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1992,Q,189.175,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1993,Q,166.139,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1994,Q,207.7,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1995,Q,112.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1996,Q,152.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1997,Q,157.8,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1998,Q,135.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,1999,Q,110.594,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
BG,2000,Q,144.928,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2001,Q,167.962,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2002,Q,155.411,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2003,Q,140.93,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2004,Q,164.958,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2005,Q,159.506,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2006,Q,152.766,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2007,Q,177.936,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2008,Q,173.917,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2009,Q,177.553,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2010,Q,199.083,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2011,Q,192.357,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2012,Q,235.386,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2013,Q,258.856,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2014,Q,322.004,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2015,Q,341.608,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2016,Q,365.913,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2017,Q,351.12,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2018,Q,339.329,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
BG,2019,Q,352.486,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,1990,Q,63.4,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1991,Q,63.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1992,Q,64.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1993,Q,63.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1994,Q,63.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1995,Q,65.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1996,Q,62.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1997,Q,60.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1998,Q,59.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,1999,Q,53.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CH,2000,Q,53.0,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2001,Q,57.1,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2002,Q,55.7,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2003,Q,53.2,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2004,Q,53.6,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2005,Q,52.4,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2006,Q,51.4,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2007,Q,53.9,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2008,Q,50.8,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2009,Q,47.9,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2010,Q,55.5,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2011,Q,48.9,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2012,Q,47.2,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2013,Q,45.7,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2014,Q,51.6,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2015,Q,45.8,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2016,Q,48.5,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2017,Q,51.6,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2018,Q,47.9,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CH,2019,Q,42.0,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,1990,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1991,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1992,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1993,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1994,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1995,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1996,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1997,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1998,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,1999,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CY,2000,Q,10.537,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2001,Q,12.359,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2002,Q,10.579,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2003,Q,11.198,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2004,Q,10.738,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2005,Q,8.593,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2006,Q,11.291,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2007,Q,8.198,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2008,Q,7.499,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2009,Q,7.674,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2010,Q,9.369,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2011,Q,7.138,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2012,Q,8.319,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2013,Q,7.051,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2014,Q,6.693,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2015,Q,7.533,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2016,Q,8.073,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2017,Q,7.841,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2018,Q,7.824,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CY,2019,Q,7.824,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,1990,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CZ,1991,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CZ,1992,Q,,total quantity of synthetic N fertilizer applied,Gg N,
CZ,1993,Q,203.161,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1994,Q,239.4,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1995,Q,232.7,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1996,Q,262.3,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1997,Q,225.814,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1998,Q,218.771,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,1999,Q,209.532,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
CZ,2000,Q,262.253,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2001,Q,310.83,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2002,Q,289.098,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2003,Q,242.488,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2004,Q,303.33,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2005,Q,292.846,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2006,Q,309.597,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2007,Q,335.264,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2008,Q,341.628,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2009,Q,253.759,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2010,Q,270.256,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2011,Q,352.745,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2012,Q,348.992,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2013,Q,331.616,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2014,Q,325.667,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2015,Q,397.136,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2016,Q,407.184,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2017,Q,397.586,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2018,Q,351.78,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
CZ,2019,Q,332.032,total quantity of synthetic N fertilizer applied,Gg N,unprocessed
DE1,1990,Q,116.64995053059974,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1991,Q,112.25754764876157,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1992,Q,109.64690700576712,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1993,Q,105.22285010613263,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1994,Q,116.65882670878591,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1995,Q,115.52084845250464,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1996,Q,114.7381783877349,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1997,Q,116.72095995608919,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1998,Q,124.20233811273448,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,1999,Q,131.44640903493155,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
DE1,2000,Q,131.46905634250953,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2001,Q,120.57942156041892,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2002,Q,116.9366641392166,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2003,Q,116.68473731716765,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2004,Q,119.29107040310116,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2005,Q,116.07156309614433,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2006,Q,116.49957762956326,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2007,Q,104.41178932437033,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2008,Q,117.94717786610369,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2009,Q,101.20311617608192,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2010,Q,102.40531619218088,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2011,Q,116.59675872749872,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
DE1,2012,Q,107.06328649342765,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
