region,year,symbol,value,label,unit,confidence
HU1,2002,Q,16.252634146341464,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2003,Q,15.512790243902437,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2004,Q,15.717068292682926,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2005,Q,13.973595121951218,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2006,Q,15.49529756097561,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2007,Q,17.159248780487804,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2008,Q,15.79219024390244,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2009,Q,14.75309268292683,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2010,Q,15.101014634146342,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2011,Q,16.19548780487805,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2012,Q,16.79190243902439,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2013,Q,18.003243902439024,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2014,Q,18.308239024390243,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2015,Q,20.30100975609756,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2016,Q,21.676439024390245,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2017,Q,22.776760975609754,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2018,Q,22.766082926829267,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU1,2019,Q,22.316639024390245,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,1990,Q,174.07355121951218,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1991,Q,128.36373658536587,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1992,Q,71.83414634146341,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1993,Q,109.3529268292683,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1994,Q,118.00360243902438,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1995,Q,119.76499512195122,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1996,Q,154.59193658536583,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1997,Q,138.71756097560976,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1998,Q,136.87317073170732,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,1999,Q,155.60829268292684,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU2,2000,Q,125.08120731707317,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2001,Q,133.70179024390245,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2002,Q,147.01246341463414,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2003,Q,140.32023902439022,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2004,Q,142.16802682926829,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2005,Q,126.3975195121951,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2006,Q,140.16200975609758,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2007,Q,155.21320487804877,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2008,Q,142.84753902439024,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2009,Q,133.4484292682927,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2010,Q,136.59554146341463,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2011,Q,146.4955487804878,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2012,Q,151.89039024390243,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2013,Q,162.8475243902439,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2014,Q,165.60634390243902,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2015,Q,183.63186097560975,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2016,Q,196.07324390243903,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2017,Q,206.02615609756097,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2018,Q,205.92956829268292,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU2,2019,Q,201.86414390243903,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,1990,Q,165.32613658536587,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1991,Q,121.91329756097562,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1992,Q,68.22439024390245,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1993,Q,103.8578048780488,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1994,Q,112.07377317073171,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1995,Q,113.7466536585366,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1996,Q,146.8234975609756,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1997,Q,131.7468292682927,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1998,Q,129.99512195121952,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,1999,Q,147.7887804878049,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
HU3,2000,Q,118.79571951219512,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2001,Q,126.98310731707318,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2002,Q,139.6249024390244,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2003,Q,133.2689707317073,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2004,Q,135.0239048780488,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2005,Q,120.04588536585365,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2006,Q,133.11869268292685,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2007,Q,147.41354634146342,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2008,Q,135.66927073170734,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2009,Q,126.7424780487805,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2010,Q,129.73144390243903,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2011,Q,139.13396341463414,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2012,Q,144.25770731707317,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2013,Q,154.66423170731707,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2014,Q,157.28441707317074,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2015,Q,174.40412926829268,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2016,Q,186.22031707317075,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2017,Q,195.67308292682927,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2018,Q,195.58134878048782,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
HU3,2019,Q,191.72021707317074,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,1990,Q,89.6969696969697,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1991,Q,84.33939393939393,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1992,Q,85.57575757575758,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1993,Q,97.93939393939394,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1994,Q,104.96969696969697,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1995,Q,103.03030303030303,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1996,Q,95.51515151515152,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1997,Q,96.24242424242425,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1998,Q,107.63636363636364,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,1999,Q,104.0,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE04,2000,Q,98.81163636363637,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2001,Q,89.37381818181818,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2002,Q,88.12436363636364,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2003,Q,94.08,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2004,Q,87.88484848484848,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2005,Q,85.37333333333333,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2006,Q,83.67369696969698,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2007,Q,77.96072727272728,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2008,Q,74.89939393939393,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2009,Q,74.37721212121212,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2010,Q,81.83612121212121,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2011,Q,71.7078787878788,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2012,Q,71.88751515151516,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2013,Q,85.58642424242424,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2014,Q,80.432,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2015,Q,80.23248484848484,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2016,Q,82.20703030303031,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2017,Q,89.47612121212121,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2018,Q,99.02909090909091,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE04,2019,Q,89.05793939393939,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,1990,Q,188.5674931129477,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1991,Q,177.30440771349862,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1992,Q,179.90358126721765,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1993,Q,205.89531680440774,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1994,Q,220.6749311294766,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1995,Q,216.59779614325072,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1996,Q,200.79889807162536,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1997,Q,202.32782369146008,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1998,Q,226.2809917355372,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,1999,Q,218.63636363636365,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE05,2000,Q,207.72900826446283,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2001,Q,187.88814049586776,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2002,Q,185.26144628099175,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2003,Q,197.78181818181818,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2004,Q,184.75792011019283,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2005,Q,179.47803030303032,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2006,Q,175.9049311294766,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2007,Q,163.89471074380168,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2008,Q,157.45895316804408,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2009,Q,156.36118457300276,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2010,Q,172.04184573002757,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2011,Q,150.7495179063361,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2012,Q,151.12716253443529,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2013,Q,179.92600550964187,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2014,Q,169.09,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2015,Q,168.67056473829203,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2016,Q,172.82159779614327,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2017,Q,188.1032093663912,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2018,Q,208.1861570247934,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE05,2019,Q,187.22407713498623,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,1990,Q,91.73553719008265,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1991,Q,86.25619834710743,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1992,Q,87.52066115702479,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1993,Q,100.16528925619835,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1994,Q,107.35537190082646,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1995,Q,105.37190082644628,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1996,Q,97.68595041322314,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1997,Q,98.42975206611571,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1998,Q,110.08264462809917,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,1999,Q,106.36363636363636,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
IE06,2000,Q,101.05735537190083,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2001,Q,91.40504132231405,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2002,Q,90.12719008264463,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2003,Q,96.21818181818182,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2004,Q,89.88223140495867,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2005,Q,87.31363636363638,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2006,Q,85.57537190082645,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2007,Q,79.73256198347109,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2008,Q,76.60165289256199,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2009,Q,76.06760330578513,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2010,Q,83.69603305785124,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2011,Q,73.33760330578512,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2012,Q,73.52132231404958,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2013,Q,87.53157024793389,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2014,Q,82.25999999999999,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2015,Q,82.05595041322314,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2016,Q,84.07537190082644,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2017,Q,91.5096694214876,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2018,Q,101.2797520661157,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
IE06,2019,Q,91.08198347107438,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,1990,Q,220.47003322259135,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1991,Q,227.43308970099667,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1992,Q,228.25581395348834,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1993,Q,230.23737541528237,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1994,Q,220.53023255813952,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1995,Q,219.4767441860465,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1996,Q,219.72757475083054,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1997,Q,214.46013289036543,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1998,Q,211.9518272425249,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,1999,Q,217.72093023255812,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITC,2000,Q,150.36564950166112,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2001,Q,150.0513588039867,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2002,Q,149.7365664451827,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2003,Q,149.41449999999998,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2004,Q,149.09594518272425,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2005,Q,148.7445315614618,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2006,Q,148.42597674418604,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2007,Q,148.0928737541528,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2008,Q,147.7281661129568,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2009,Q,147.35091694352158,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2010,Q,147.01931893687706,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2011,Q,146.7291079734219,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2012,Q,146.44717441860465,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2013,Q,146.07418936877073,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2014,Q,145.74836046511626,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2015,Q,145.41350166112954,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2016,Q,145.08993023255812,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2017,Q,144.78793023255812,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2018,Q,144.44253654485047,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITC,2019,Q,144.10968438538205,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,1990,Q,134.32611295681065,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1991,Q,138.56850498338872,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1992,Q,139.06976744186048,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1993,Q,140.27707641196014,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1994,Q,134.36279069767443,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1995,Q,133.72093023255815,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1996,Q,133.87375415282392,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1997,Q,130.66445182724252,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1998,Q,129.13621262458472,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,1999,Q,132.65116279069767,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITF,2000,Q,91.61350830564784,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2001,Q,91.42201993355481,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2002,Q,91.23022591362125,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2003,Q,91.03399999999999,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2004,Q,90.83991362126245,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2005,Q,90.62580730897011,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2006,Q,90.43172093023257,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2007,Q,90.2287707641196,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2008,Q,90.00656478405315,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2009,Q,89.77671760797342,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2010,Q,89.57468438538206,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2011,Q,89.39786710963455,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2012,Q,89.22609302325583,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2013,Q,88.99884385382059,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2014,Q,88.80032558139534,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2015,Q,88.59630564784052,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2016,Q,88.39916279069767,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2017,Q,88.21516279069768,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2018,Q,88.00472425249168,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITF,2019,Q,87.801926910299,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,1990,Q,51.10232558139535,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1991,Q,52.716279069767445,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1992,Q,52.906976744186046,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1993,Q,53.36627906976744,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1994,Q,51.116279069767444,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1995,Q,50.872093023255815,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1996,Q,50.93023255813954,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1997,Q,49.7093023255814,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1998,Q,49.127906976744185,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,1999,Q,50.46511627906977,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITG,2000,Q,34.85296511627907,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2001,Q,34.780116279069766,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2002,Q,34.707151162790694,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2003,Q,34.6325,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2004,Q,34.558662790697674,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2005,Q,34.47720930232558,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2006,Q,34.40337209302326,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2007,Q,34.32616279069767,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2008,Q,34.241627906976746,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2009,Q,34.154186046511626,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2010,Q,34.07732558139535,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2011,Q,34.010058139534884,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2012,Q,33.944709302325585,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2013,Q,33.858255813953484,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2014,Q,33.782732558139536,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2015,Q,33.70511627906976,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2016,Q,33.63011627906977,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2017,Q,33.56011627906977,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2018,Q,33.48005813953488,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITG,2019,Q,33.402906976744184,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,1990,Q,328.51495016611295,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1991,Q,338.890365448505,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1992,Q,340.1162790697675,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1993,Q,343.0689368770764,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1994,Q,328.60465116279073,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1995,Q,327.0348837209302,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1996,Q,327.4086378737542,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1997,Q,319.5598006644518,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1998,Q,315.8222591362126,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,1999,Q,324.4186046511628,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITH,2000,Q,224.0547757475083,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2001,Q,223.58646179401993,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2002,Q,223.1174003322259,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2003,Q,222.6375,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2004,Q,222.16283222591363,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2005,Q,221.63920265780732,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2006,Q,221.16453488372096,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2007,Q,220.66818936877075,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2008,Q,220.1247508305648,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2009,Q,219.5626245847176,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2010,Q,219.0685215946844,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2011,Q,218.6360880398671,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2012,Q,218.21598837209305,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2013,Q,217.66021594684383,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2014,Q,217.17470930232557,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2015,Q,216.67574750830562,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2016,Q,216.1936046511628,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2017,Q,215.7436046511628,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2018,Q,215.22894518272423,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITH,2019,Q,214.7329734219269,total quantity of synthetic N fertilizer applied,Gg N,filled (a)
ITI,1990,Q,144.5465780730897,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1991,Q,149.11176079734219,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1992,Q,149.65116279069767,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1993,Q,150.95033222591363,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1994,Q,144.5860465116279,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1995,Q,143.8953488372093,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1996,Q,144.0598006644518,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1997,Q,140.6063122923588,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
ITI,1998,Q,138.96179401993356,total quantity of synthetic N fertilizer applied,Gg N,filled (b)
