,region,region name,year,category,value,label,unit,confidence
8048,HU2,Dunantul,1992,pulses,3.737384636967258,symbiotic fixation,Gg N,estimated
8049,HU2,Dunantul,1992,temporary grassland,0.10033511451988901,symbiotic fixation,Gg N,estimated
8050,HU2,Dunantul,1992,forage legumes,19.54523108408109,symbiotic fixation,Gg N,estimated
8051,HU2,Dunantul,1992,soy,1.9075593513650542,symbiotic fixation,Gg N,estimated
8052,HU2,Dunantul,1993,pulses,2.2186068163670174,symbiotic fixation,Gg N,estimated
8053,HU2,Dunantul,1993,temporary grassland,0.10089879493854007,symbiotic fixation,Gg N,estimated
8054,HU2,Dunantul,1993,forage legumes,17.637458555817105,symbiotic fixation,Gg N,estimated
8055,HU2,Dunantul,1993,soy,1.2399135783872852,symbiotic fixation,Gg N,estimated
8056,HU2,Dunantul,1994,pulses,2.1292669445670036,symbiotic fixation,Gg N,estimated
8057,HU2,Dunantul,1994,temporary grassland,0.10146247535719112,symbiotic fixation,Gg N,estimated
8058,HU2,Dunantul,1994,forage legumes,17.380862346344458,symbiotic fixation,Gg N,estimated
8059,HU2,Dunantul,1994,soy,0.810712724330148,symbiotic fixation,Gg N,estimated
8060,HU2,Dunantul,1995,pulses,2.72583168,symbiotic fixation,Gg N,estimated
8061,HU2,Dunantul,1995,temporary grassland,0.10202615577584216,symbiotic fixation,Gg N,estimated
8062,HU2,Dunantul,1995,forage legumes,17.50060840801236,symbiotic fixation,Gg N,estimated
8063,HU2,Dunantul,1995,soy,0.9903070684931506,symbiotic fixation,Gg N,estimated
8064,HU2,Dunantul,1996,pulses,1.784029866666667,symbiotic fixation,Gg N,estimated
8065,HU2,Dunantul,1996,temporary grassland,0.10258983619449326,symbiotic fixation,Gg N,estimated
8066,HU2,Dunantul,1996,forage legumes,16.9724013433522,symbiotic fixation,Gg N,estimated
8067,HU2,Dunantul,1996,soy,1.448905643835616,symbiotic fixation,Gg N,estimated
8068,HU2,Dunantul,1997,pulses,2.0620066133333337,symbiotic fixation,Gg N,estimated
8069,HU2,Dunantul,1997,temporary grassland,0.10315351661314429,symbiotic fixation,Gg N,estimated
8070,HU2,Dunantul,1997,forage legumes,16.02676666468672,symbiotic fixation,Gg N,estimated
8071,HU2,Dunantul,1997,soy,1.6881744657534243,symbiotic fixation,Gg N,estimated
8072,HU2,Dunantul,1998,pulses,2.331685546666667,symbiotic fixation,Gg N,estimated
8073,HU2,Dunantul,1998,temporary grassland,0.10371719703179536,symbiotic fixation,Gg N,estimated
8074,HU2,Dunantul,1998,forage legumes,16.550565611304737,symbiotic fixation,Gg N,estimated
8075,HU2,Dunantul,1998,soy,2.4126272876712322,symbiotic fixation,Gg N,estimated
8076,HU2,Dunantul,1999,pulses,2.2155161600000004,symbiotic fixation,Gg N,estimated
8077,HU2,Dunantul,1999,temporary grassland,0.10428087745044644,symbiotic fixation,Gg N,estimated
8078,HU2,Dunantul,1999,forage legumes,15.575741663952938,symbiotic fixation,Gg N,estimated
8079,HU2,Dunantul,1999,soy,3.868179287671233,symbiotic fixation,Gg N,estimated
8080,HU2,Dunantul,2000,pulses,0.9874397866666668,symbiotic fixation,Gg N,estimated
8081,HU2,Dunantul,2000,temporary grassland,0.1048445578690975,symbiotic fixation,Gg N,estimated
8082,HU2,Dunantul,2000,forage legumes,11.626260122598845,symbiotic fixation,Gg N,estimated
8083,HU2,Dunantul,2000,soy,1.588479123287671,symbiotic fixation,Gg N,estimated
8084,HU2,Dunantul,2001,pulses,1.0662690133333335,symbiotic fixation,Gg N,estimated
8085,HU2,Dunantul,2001,temporary grassland,0.10540823828774856,symbiotic fixation,Gg N,estimated
8086,HU2,Dunantul,2001,forage legumes,11.283403119564497,symbiotic fixation,Gg N,estimated
8087,HU2,Dunantul,2001,soy,1.9872604931506848,symbiotic fixation,Gg N,estimated
8088,HU2,Dunantul,2002,pulses,1.15754496,symbiotic fixation,Gg N,estimated
8089,HU2,Dunantul,2002,temporary grassland,0.10597191870639963,symbiotic fixation,Gg N,estimated
8090,HU2,Dunantul,2002,forage legumes,11.313290337053068,symbiotic fixation,Gg N,estimated
8091,HU2,Dunantul,2002,soy,2.9443357808219175,symbiotic fixation,Gg N,estimated
8092,HU2,Dunantul,2003,pulses,0.4895709866666668,symbiotic fixation,Gg N,estimated
8093,HU2,Dunantul,2003,temporary grassland,0.10653559912505069,symbiotic fixation,Gg N,estimated
8094,HU2,Dunantul,2003,forage legumes,11.1690587949376,symbiotic fixation,Gg N,estimated
8095,HU2,Dunantul,2003,soy,2.479090849315068,symbiotic fixation,Gg N,estimated
8096,HU2,Dunantul,2004,pulses,1.0289288533333334,symbiotic fixation,Gg N,estimated
8097,HU2,Dunantul,2004,temporary grassland,0.18171763004546118,symbiotic fixation,Gg N,estimated
8098,HU2,Dunantul,2004,forage legumes,11.034174076481333,symbiotic fixation,Gg N,estimated
8099,HU2,Dunantul,2004,soy,3.256714520547945,symbiotic fixation,Gg N,estimated
8100,HU2,Dunantul,2005,pulses,0.6928674133333335,symbiotic fixation,Gg N,estimated
8101,HU2,Dunantul,2005,temporary grassland,0.1685543061705688,symbiotic fixation,Gg N,estimated
8102,HU2,Dunantul,2005,forage legumes,10.745051193296549,symbiotic fixation,Gg N,estimated
8103,HU2,Dunantul,2005,soy,3.7286058082191778,symbiotic fixation,Gg N,estimated
8104,HU2,Dunantul,2006,pulses,0.6928674133333335,symbiotic fixation,Gg N,estimated
8105,HU2,Dunantul,2006,temporary grassland,0.12508160896493073,symbiotic fixation,Gg N,estimated
8106,HU2,Dunantul,2006,forage legumes,10.442983867845337,symbiotic fixation,Gg N,estimated
8107,HU2,Dunantul,2006,soy,3.894764712328767,symbiotic fixation,Gg N,estimated
8108,HU2,Dunantul,2007,pulses,0.7882922666666669,symbiotic fixation,Gg N,estimated
8109,HU2,Dunantul,2007,temporary grassland,0.11146549262259725,symbiotic fixation,Gg N,estimated
8110,HU2,Dunantul,2007,forage legumes,9.519413902405255,symbiotic fixation,Gg N,estimated
8111,HU2,Dunantul,2007,soy,2.312931945205479,symbiotic fixation,Gg N,estimated
8112,HU2,Dunantul,2008,pulses,0.5435067733333333,symbiotic fixation,Gg N,estimated
8113,HU2,Dunantul,2008,temporary grassland,0.11114668976286841,symbiotic fixation,Gg N,estimated
8114,HU2,Dunantul,2008,forage legumes,10.179999886335988,symbiotic fixation,Gg N,estimated
8115,HU2,Dunantul,2008,soy,3.3763489315068487,symbiotic fixation,Gg N,estimated
8116,HU2,Dunantul,2009,pulses,0.4148906666666667,symbiotic fixation,Gg N,estimated
8117,HU2,Dunantul,2009,temporary grassland,0.10631382322263064,symbiotic fixation,Gg N,estimated
8118,HU2,Dunantul,2009,forage legumes,9.09203090202497,symbiotic fixation,Gg N,estimated
8119,HU2,Dunantul,2009,soy,3.4893369863013697,symbiotic fixation,Gg N,estimated
8120,HU2,Dunantul,2010,pulses,0.6086446080000002,symbiotic fixation,Gg N,estimated
8121,HU2,Dunantul,2010,temporary grassland,0.14054678189369166,symbiotic fixation,Gg N,estimated
8122,HU2,Dunantul,2010,forage legumes,9.112630264128919,symbiotic fixation,Gg N,estimated
8123,HU2,Dunantul,2010,soy,4.1938507397260265,symbiotic fixation,Gg N,estimated
8124,HU2,Dunantul,2011,pulses,0.6924525226666668,symbiotic fixation,Gg N,estimated
8125,HU2,Dunantul,2011,temporary grassland,0.13525650255471242,symbiotic fixation,Gg N,estimated
8126,HU2,Dunantul,2011,forage legumes,9.1329640503411,symbiotic fixation,Gg N,estimated
8127,HU2,Dunantul,2011,soy,4.414509764383562,symbiotic fixation,Gg N,estimated
8128,HU2,Dunantul,2012,pulses,0.5684002133333333,symbiotic fixation,Gg N,estimated
8129,HU2,Dunantul,2012,temporary grassland,0.1174636067168006,symbiotic fixation,Gg N,estimated
8130,HU2,Dunantul,2012,forage legumes,9.153032260661508,symbiotic fixation,Gg N,estimated
8131,HU2,Dunantul,2012,soy,3.0466896657534246,symbiotic fixation,Gg N,estimated
8132,HU2,Dunantul,2013,pulses,0.643495424,symbiotic fixation,Gg N,estimated
8133,HU2,Dunantul,2013,temporary grassland,0.12357353282847411,symbiotic fixation,Gg N,estimated
8134,HU2,Dunantul,2013,forage legumes,9.172834895090146,symbiotic fixation,Gg N,estimated
8135,HU2,Dunantul,2013,soy,3.5803920657534247,symbiotic fixation,Gg N,estimated
8136,HU2,Dunantul,2014,pulses,0.6559421440000001,symbiotic fixation,Gg N,estimated
8137,HU2,Dunantul,2014,temporary grassland,0.12271599933911642,symbiotic fixation,Gg N,estimated
8138,HU2,Dunantul,2014,forage legumes,9.19237195362701,symbiotic fixation,Gg N,estimated
8139,HU2,Dunantul,2014,soy,5.119023517808218,symbiotic fixation,Gg N,estimated
8140,HU2,Dunantul,2015,pulses,0.8501109760000002,symbiotic fixation,Gg N,estimated
8141,HU2,Dunantul,2015,temporary grassland,0.17477881649849258,symbiotic fixation,Gg N,estimated
8142,HU2,Dunantul,2015,forage legumes,9.792339900945878,symbiotic fixation,Gg N,estimated
8143,HU2,Dunantul,2015,soy,6.286123660273972,symbiotic fixation,Gg N,estimated
8144,HU2,Dunantul,2016,pulses,0.6704633173333335,symbiotic fixation,Gg N,estimated
8145,HU2,Dunantul,2016,temporary grassland,0.24825964143408896,symbiotic fixation,Gg N,estimated
8146,HU2,Dunantul,2016,forage legumes,13.825267941497678,symbiotic fixation,Gg N,estimated
8147,HU2,Dunantul,2016,soy,8.056048306849313,symbiotic fixation,Gg N,estimated
8148,HU2,Dunantul,2017,pulses,0.5957829973333334,symbiotic fixation,Gg N,estimated
8149,HU2,Dunantul,2017,temporary grassland,0.257179653042677,symbiotic fixation,Gg N,estimated
8150,HU2,Dunantul,2017,forage legumes,13.946385599242555,symbiotic fixation,Gg N,estimated
8151,HU2,Dunantul,2017,soy,7.972304219178081,symbiotic fixation,Gg N,estimated
8152,HU2,Dunantul,2018,pulses,0.5049219413333333,symbiotic fixation,Gg N,estimated
8153,HU2,Dunantul,2018,temporary grassland,0.4877683753851853,symbiotic fixation,Gg N,estimated
8154,HU2,Dunantul,2018,forage legumes,14.359468870124134,symbiotic fixation,Gg N,estimated
8155,HU2,Dunantul,2018,soy,8.506006619178082,symbiotic fixation,Gg N,estimated
8156,HU2,Dunantul,2019,pulses,0.576283136,symbiotic fixation,Gg N,estimated
8157,HU2,Dunantul,2019,temporary grassland,0.5298457325380967,symbiotic fixation,Gg N,estimated
8158,HU2,Dunantul,2019,forage legumes,15.801311505555459,symbiotic fixation,Gg N,estimated
8159,HU2,Dunantul,2019,soy,7.912487013698629,symbiotic fixation,Gg N,estimated
8160,HU3,Alföld Es Eszak,1990,pulses,7.935037967855956,symbiotic fixation,Gg N,estimated
8161,HU3,Alföld Es Eszak,1990,temporary grassland,0.09424815209891965,symbiotic fixation,Gg N,estimated
