,region,region name,year,symbol,label,unit,value
1998,ES30,Comunidad de Madrid,1999,typ,metabolic typology,no unit,DSG
1999,ES30,Comunidad de Madrid,1999,urb_typ,urban typology,no unit,URB
2000,ES30,Comunidad de Madrid,2000,typ,metabolic typology,no unit,DSG
2001,ES30,Comunidad de Madrid,2000,urb_typ,urban typology,no unit,URB
2002,ES30,Comunidad de Madrid,2001,typ,metabolic typology,no unit,DSG
2003,ES30,Comunidad de Madrid,2001,urb_typ,urban typology,no unit,URB
2004,ES30,Comunidad de Madrid,2002,typ,metabolic typology,no unit,DSG
2005,ES30,Comunidad de Madrid,2002,urb_typ,urban typology,no unit,URB
2006,ES30,Comunidad de Madrid,2003,typ,metabolic typology,no unit,DSG
2007,ES30,Comunidad de Madrid,2003,urb_typ,urban typology,no unit,URB
2008,ES30,Comunidad de Madrid,2004,typ,metabolic typology,no unit,DSG
2009,ES30,Comunidad de Madrid,2004,urb_typ,urban typology,no unit,URB
2010,ES30,Comunidad de Madrid,2005,typ,metabolic typology,no unit,DSG
2011,ES30,Comunidad de Madrid,2005,urb_typ,urban typology,no unit,URB
2012,ES30,Comunidad de Madrid,2006,typ,metabolic typology,no unit,DSG
2013,ES30,Comunidad de Madrid,2006,urb_typ,urban typology,no unit,URB
2014,ES30,Comunidad de Madrid,2007,typ,metabolic typology,no unit,DSG
2015,ES30,Comunidad de Madrid,2007,urb_typ,urban typology,no unit,URB
2016,ES30,Comunidad de Madrid,2008,typ,metabolic typology,no unit,DSG
2017,ES30,Comunidad de Madrid,2008,urb_typ,urban typology,no unit,URB
2018,ES30,Comunidad de Madrid,2009,typ,metabolic typology,no unit,DSG
2019,ES30,Comunidad de Madrid,2009,urb_typ,urban typology,no unit,URB
2020,ES30,Comunidad de Madrid,2010,typ,metabolic typology,no unit,DSG
2021,ES30,Comunidad de Madrid,2010,urb_typ,urban typology,no unit,URB
2022,ES30,Comunidad de Madrid,2011,typ,metabolic typology,no unit,DSG
2023,ES30,Comunidad de Madrid,2011,urb_typ,urban typology,no unit,URB
2024,ES30,Comunidad de Madrid,2012,typ,metabolic typology,no unit,DSG
2025,ES30,Comunidad de Madrid,2012,urb_typ,urban typology,no unit,URB
2026,ES30,Comunidad de Madrid,2013,typ,metabolic typology,no unit,DSG
2027,ES30,Comunidad de Madrid,2013,urb_typ,urban typology,no unit,URB
2028,ES30,Comunidad de Madrid,2014,typ,metabolic typology,no unit,DSG
2029,ES30,Comunidad de Madrid,2014,urb_typ,urban typology,no unit,URB
2030,ES30,Comunidad de Madrid,2015,typ,metabolic typology,no unit,DSG
2031,ES30,Comunidad de Madrid,2015,urb_typ,urban typology,no unit,URB
2032,ES30,Comunidad de Madrid,2016,typ,metabolic typology,no unit,DSG
2033,ES30,Comunidad de Madrid,2016,urb_typ,urban typology,no unit,URB
2034,ES30,Comunidad de Madrid,2017,typ,metabolic typology,no unit,DSG
2035,ES30,Comunidad de Madrid,2017,urb_typ,urban typology,no unit,URB
2036,ES30,Comunidad de Madrid,2018,typ,metabolic typology,no unit,DSG
2037,ES30,Comunidad de Madrid,2018,urb_typ,urban typology,no unit,URB
2038,ES30,Comunidad de Madrid,2019,typ,metabolic typology,no unit,DSG
2039,ES30,Comunidad de Madrid,2019,urb_typ,urban typology,no unit,URB
2040,ES41,Castilla y León,1990,typ,metabolic typology,no unit,DSG
2041,ES41,Castilla y León,1990,urb_typ,urban typology,no unit,
2042,ES41,Castilla y León,1991,typ,metabolic typology,no unit,DSG
2043,ES41,Castilla y León,1991,urb_typ,urban typology,no unit,
2044,ES41,Castilla y León,1992,typ,metabolic typology,no unit,DSG
2045,ES41,Castilla y León,1992,urb_typ,urban typology,no unit,
2046,ES41,Castilla y León,1993,typ,metabolic typology,no unit,DSG
2047,ES41,Castilla y León,1993,urb_typ,urban typology,no unit,
2048,ES41,Castilla y León,1994,typ,metabolic typology,no unit,DSG
2049,ES41,Castilla y León,1994,urb_typ,urban typology,no unit,
2050,ES41,Castilla y León,1995,typ,metabolic typology,no unit,DSG
2051,ES41,Castilla y León,1995,urb_typ,urban typology,no unit,
2052,ES41,Castilla y León,1996,typ,metabolic typology,no unit,DSG
2053,ES41,Castilla y León,1996,urb_typ,urban typology,no unit,
2054,ES41,Castilla y León,1997,typ,metabolic typology,no unit,DSG
2055,ES41,Castilla y León,1997,urb_typ,urban typology,no unit,
2056,ES41,Castilla y León,1998,typ,metabolic typology,no unit,DSG
2057,ES41,Castilla y León,1998,urb_typ,urban typology,no unit,
2058,ES41,Castilla y León,1999,typ,metabolic typology,no unit,DSG
2059,ES41,Castilla y León,1999,urb_typ,urban typology,no unit,
2060,ES41,Castilla y León,2000,typ,metabolic typology,no unit,DSG
2061,ES41,Castilla y León,2000,urb_typ,urban typology,no unit,
2062,ES41,Castilla y León,2001,typ,metabolic typology,no unit,DSG
2063,ES41,Castilla y León,2001,urb_typ,urban typology,no unit,
2064,ES41,Castilla y León,2002,typ,metabolic typology,no unit,DSG
2065,ES41,Castilla y León,2002,urb_typ,urban typology,no unit,
2066,ES41,Castilla y León,2003,typ,metabolic typology,no unit,DSG
2067,ES41,Castilla y León,2003,urb_typ,urban typology,no unit,
2068,ES41,Castilla y León,2004,typ,metabolic typology,no unit,DSG
2069,ES41,Castilla y León,2004,urb_typ,urban typology,no unit,
2070,ES41,Castilla y León,2005,typ,metabolic typology,no unit,DSG
2071,ES41,Castilla y León,2005,urb_typ,urban typology,no unit,
2072,ES41,Castilla y León,2006,typ,metabolic typology,no unit,DSG
2073,ES41,Castilla y León,2006,urb_typ,urban typology,no unit,
2074,ES41,Castilla y León,2007,typ,metabolic typology,no unit,DSG
2075,ES41,Castilla y León,2007,urb_typ,urban typology,no unit,
2076,ES41,Castilla y León,2008,typ,metabolic typology,no unit,DSG
2077,ES41,Castilla y León,2008,urb_typ,urban typology,no unit,
2078,ES41,Castilla y León,2009,typ,metabolic typology,no unit,DSG
2079,ES41,Castilla y León,2009,urb_typ,urban typology,no unit,
2080,ES41,Castilla y León,2010,typ,metabolic typology,no unit,DSG
2081,ES41,Castilla y León,2010,urb_typ,urban typology,no unit,
2082,ES41,Castilla y León,2011,typ,metabolic typology,no unit,DSG
2083,ES41,Castilla y León,2011,urb_typ,urban typology,no unit,
2084,ES41,Castilla y León,2012,typ,metabolic typology,no unit,DSG
2085,ES41,Castilla y León,2012,urb_typ,urban typology,no unit,
2086,ES41,Castilla y León,2013,typ,metabolic typology,no unit,DSG
2087,ES41,Castilla y León,2013,urb_typ,urban typology,no unit,
2088,ES41,Castilla y León,2014,typ,metabolic typology,no unit,DSG
2089,ES41,Castilla y León,2014,urb_typ,urban typology,no unit,
2090,ES41,Castilla y León,2015,typ,metabolic typology,no unit,DSG
2091,ES41,Castilla y León,2015,urb_typ,urban typology,no unit,
2092,ES41,Castilla y León,2016,typ,metabolic typology,no unit,DSG
2093,ES41,Castilla y León,2016,urb_typ,urban typology,no unit,
2094,ES41,Castilla y León,2017,typ,metabolic typology,no unit,DSG
2095,ES41,Castilla y León,2017,urb_typ,urban typology,no unit,
2096,ES41,Castilla y León,2018,typ,metabolic typology,no unit,DSG
2097,ES41,Castilla y León,2018,urb_typ,urban typology,no unit,
2098,ES41,Castilla y León,2019,typ,metabolic typology,no unit,DSG
2099,ES41,Castilla y León,2019,urb_typ,urban typology,no unit,
2100,ES42,Castilla-La Mancha,1990,typ,metabolic typology,no unit,DSG
2101,ES42,Castilla-La Mancha,1990,urb_typ,urban typology,no unit,
2102,ES42,Castilla-La Mancha,1991,typ,metabolic typology,no unit,DSG
2103,ES42,Castilla-La Mancha,1991,urb_typ,urban typology,no unit,
2104,ES42,Castilla-La Mancha,1992,typ,metabolic typology,no unit,DSG
2105,ES42,Castilla-La Mancha,1992,urb_typ,urban typology,no unit,
2106,ES42,Castilla-La Mancha,1993,typ,metabolic typology,no unit,DSG
2107,ES42,Castilla-La Mancha,1993,urb_typ,urban typology,no unit,
2108,ES42,Castilla-La Mancha,1994,typ,metabolic typology,no unit,DSG
2109,ES42,Castilla-La Mancha,1994,urb_typ,urban typology,no unit,
2110,ES42,Castilla-La Mancha,1995,typ,metabolic typology,no unit,DSG
2111,ES42,Castilla-La Mancha,1995,urb_typ,urban typology,no unit,
2112,ES42,Castilla-La Mancha,1996,typ,metabolic typology,no unit,DSG
2113,ES42,Castilla-La Mancha,1996,urb_typ,urban typology,no unit,
2114,ES42,Castilla-La Mancha,1997,typ,metabolic typology,no unit,DSG
2115,ES42,Castilla-La Mancha,1997,urb_typ,urban typology,no unit,
2116,ES42,Castilla-La Mancha,1998,typ,metabolic typology,no unit,DSG
2117,ES42,Castilla-La Mancha,1998,urb_typ,urban typology,no unit,
2118,ES42,Castilla-La Mancha,1999,typ,metabolic typology,no unit,DSG
2119,ES42,Castilla-La Mancha,1999,urb_typ,urban typology,no unit,
2120,ES42,Castilla-La Mancha,2000,typ,metabolic typology,no unit,DSG
2121,ES42,Castilla-La Mancha,2000,urb_typ,urban typology,no unit,
2122,ES42,Castilla-La Mancha,2001,typ,metabolic typology,no unit,DSG
2123,ES42,Castilla-La Mancha,2001,urb_typ,urban typology,no unit,
2124,ES42,Castilla-La Mancha,2002,typ,metabolic typology,no unit,DSG
2125,ES42,Castilla-La Mancha,2002,urb_typ,urban typology,no unit,
2126,ES42,Castilla-La Mancha,2003,typ,metabolic typology,no unit,DSG
2127,ES42,Castilla-La Mancha,2003,urb_typ,urban typology,no unit,
2128,ES42,Castilla-La Mancha,2004,typ,metabolic typology,no unit,DSG
2129,ES42,Castilla-La Mancha,2004,urb_typ,urban typology,no unit,
2130,ES42,Castilla-La Mancha,2005,typ,metabolic typology,no unit,DSG
2131,ES42,Castilla-La Mancha,2005,urb_typ,urban typology,no unit,
2132,ES42,Castilla-La Mancha,2006,typ,metabolic typology,no unit,DSG
2133,ES42,Castilla-La Mancha,2006,urb_typ,urban typology,no unit,
2134,ES42,Castilla-La Mancha,2007,typ,metabolic typology,no unit,DSG
2135,ES42,Castilla-La Mancha,2007,urb_typ,urban typology,no unit,
2136,ES42,Castilla-La Mancha,2008,typ,metabolic typology,no unit,DSG
2137,ES42,Castilla-La Mancha,2008,urb_typ,urban typology,no unit,
2138,ES42,Castilla-La Mancha,2009,typ,metabolic typology,no unit,DSG
2139,ES42,Castilla-La Mancha,2009,urb_typ,urban typology,no unit,
2140,ES42,Castilla-La Mancha,2010,typ,metabolic typology,no unit,DSG
2141,ES42,Castilla-La Mancha,2010,urb_typ,urban typology,no unit,
2142,ES42,Castilla-La Mancha,2011,typ,metabolic typology,no unit,DSG
2143,ES42,Castilla-La Mancha,2011,urb_typ,urban typology,no unit,
2144,ES42,Castilla-La Mancha,2012,typ,metabolic typology,no unit,DSG
2145,ES42,Castilla-La Mancha,2012,urb_typ,urban typology,no unit,
2146,ES42,Castilla-La Mancha,2013,typ,metabolic typology,no unit,DSG
2147,ES42,Castilla-La Mancha,2013,urb_typ,urban typology,no unit,
2148,ES42,Castilla-La Mancha,2014,typ,metabolic typology,no unit,DSG
2149,ES42,Castilla-La Mancha,2014,urb_typ,urban typology,no unit,
2150,ES42,Castilla-La Mancha,2015,typ,metabolic typology,no unit,DSG
2151,ES42,Castilla-La Mancha,2015,urb_typ,urban typology,no unit,
2152,ES42,Castilla-La Mancha,2016,typ,metabolic typology,no unit,DSG
2153,ES42,Castilla-La Mancha,2016,urb_typ,urban typology,no unit,
2154,ES42,Castilla-La Mancha,2017,typ,metabolic typology,no unit,DSG
2155,ES42,Castilla-La Mancha,2017,urb_typ,urban typology,no unit,
2156,ES42,Castilla-La Mancha,2018,typ,metabolic typology,no unit,DSG
2157,ES42,Castilla-La Mancha,2018,urb_typ,urban typology,no unit,
2158,ES42,Castilla-La Mancha,2019,typ,metabolic typology,no unit,DSG
2159,ES42,Castilla-La Mancha,2019,urb_typ,urban typology,no unit,
2160,ES43,Extremadura,1990,typ,metabolic typology,no unit,MXG
2161,ES43,Extremadura,1990,urb_typ,urban typology,no unit,
2162,ES43,Extremadura,1991,typ,metabolic typology,no unit,MXG
2163,ES43,Extremadura,1991,urb_typ,urban typology,no unit,
2164,ES43,Extremadura,1992,typ,metabolic typology,no unit,MXG
2165,ES43,Extremadura,1992,urb_typ,urban typology,no unit,
2166,ES43,Extremadura,1993,typ,metabolic typology,no unit,MXG
2167,ES43,Extremadura,1993,urb_typ,urban typology,no unit,
2168,ES43,Extremadura,1994,typ,metabolic typology,no unit,MXG
2169,ES43,Extremadura,1994,urb_typ,urban typology,no unit,
2170,ES43,Extremadura,1995,typ,metabolic typology,no unit,MXG
2171,ES43,Extremadura,1995,urb_typ,urban typology,no unit,
2172,ES43,Extremadura,1996,typ,metabolic typology,no unit,MXG
2173,ES43,Extremadura,1996,urb_typ,urban typology,no unit,
2174,ES43,Extremadura,1997,typ,metabolic typology,no unit,MXG
2175,ES43,Extremadura,1997,urb_typ,urban typology,no unit,
2176,ES43,Extremadura,1998,typ,metabolic typology,no unit,MXG
2177,ES43,Extremadura,1998,urb_typ,urban typology,no unit,
2178,ES43,Extremadura,1999,typ,metabolic typology,no unit,MXG
2179,ES43,Extremadura,1999,urb_typ,urban typology,no unit,
2180,ES43,Extremadura,2000,typ,metabolic typology,no unit,DSG
2181,ES43,Extremadura,2000,urb_typ,urban typology,no unit,
2182,ES43,Extremadura,2001,typ,metabolic typology,no unit,DSG
2183,ES43,Extremadura,2001,urb_typ,urban typology,no unit,
2184,ES43,Extremadura,2002,typ,metabolic typology,no unit,DSG
2185,ES43,Extremadura,2002,urb_typ,urban typology,no unit,
2186,ES43,Extremadura,2003,typ,metabolic typology,no unit,DSG
2187,ES43,Extremadura,2003,urb_typ,urban typology,no unit,
2188,ES43,Extremadura,2004,typ,metabolic typology,no unit,DSG
2189,ES43,Extremadura,2004,urb_typ,urban typology,no unit,
2190,ES43,Extremadura,2005,typ,metabolic typology,no unit,DSG
2191,ES43,Extremadura,2005,urb_typ,urban typology,no unit,
2192,ES43,Extremadura,2006,typ,metabolic typology,no unit,DSG
2193,ES43,Extremadura,2006,urb_typ,urban typology,no unit,
2194,ES43,Extremadura,2007,typ,metabolic typology,no unit,DSG
2195,ES43,Extremadura,2007,urb_typ,urban typology,no unit,
2196,ES43,Extremadura,2008,typ,metabolic typology,no unit,DSG
2197,ES43,Extremadura,2008,urb_typ,urban typology,no unit,
2198,ES43,Extremadura,2009,typ,metabolic typology,no unit,DSG
2199,ES43,Extremadura,2009,urb_typ,urban typology,no unit,
2200,ES43,Extremadura,2010,typ,metabolic typology,no unit,DSG
2201,ES43,Extremadura,2010,urb_typ,urban typology,no unit,
2202,ES43,Extremadura,2011,typ,metabolic typology,no unit,DSG
2203,ES43,Extremadura,2011,urb_typ,urban typology,no unit,
2204,ES43,Extremadura,2012,typ,metabolic typology,no unit,DSG
2205,ES43,Extremadura,2012,urb_typ,urban typology,no unit,
2206,ES43,Extremadura,2013,typ,metabolic typology,no unit,DSG
2207,ES43,Extremadura,2013,urb_typ,urban typology,no unit,
2208,ES43,Extremadura,2014,typ,metabolic typology,no unit,DSG
2209,ES43,Extremadura,2014,urb_typ,urban typology,no unit,
2210,ES43,Extremadura,2015,typ,metabolic typology,no unit,DSG
2211,ES43,Extremadura,2015,urb_typ,urban typology,no unit,
2212,ES43,Extremadura,2016,typ,metabolic typology,no unit,DSG
2213,ES43,Extremadura,2016,urb_typ,urban typology,no unit,
2214,ES43,Extremadura,2017,typ,metabolic typology,no unit,DSG
2215,ES43,Extremadura,2017,urb_typ,urban typology,no unit,
2216,ES43,Extremadura,2018,typ,metabolic typology,no unit,DSG
2217,ES43,Extremadura,2018,urb_typ,urban typology,no unit,
2218,ES43,Extremadura,2019,typ,metabolic typology,no unit,DSG
2219,ES43,Extremadura,2019,urb_typ,urban typology,no unit,
2220,ES51,Cataluña,1990,typ,metabolic typology,no unit,DSG
2221,ES51,Cataluña,1990,urb_typ,urban typology,no unit,
2222,ES51,Cataluña,1991,typ,metabolic typology,no unit,LVK
2223,ES51,Cataluña,1991,urb_typ,urban typology,no unit,
2224,ES51,Cataluña,1992,typ,metabolic typology,no unit,LVK
2225,ES51,Cataluña,1992,urb_typ,urban typology,no unit,
2226,ES51,Cataluña,1993,typ,metabolic typology,no unit,LVK
2227,ES51,Cataluña,1993,urb_typ,urban typology,no unit,
2228,ES51,Cataluña,1994,typ,metabolic typology,no unit,LVK
2229,ES51,Cataluña,1994,urb_typ,urban typology,no unit,
2230,ES51,Cataluña,1995,typ,metabolic typology,no unit,LVK
2231,ES51,Cataluña,1995,urb_typ,urban typology,no unit,
2232,ES51,Cataluña,1996,typ,metabolic typology,no unit,LVK
2233,ES51,Cataluña,1996,urb_typ,urban typology,no unit,
2234,ES51,Cataluña,1997,typ,metabolic typology,no unit,LVK
2235,ES51,Cataluña,1997,urb_typ,urban typology,no unit,
2236,ES51,Cataluña,1998,typ,metabolic typology,no unit,LVK
2237,ES51,Cataluña,1998,urb_typ,urban typology,no unit,
2238,ES51,Cataluña,1999,typ,metabolic typology,no unit,LVK
2239,ES51,Cataluña,1999,urb_typ,urban typology,no unit,
2240,ES51,Cataluña,2000,typ,metabolic typology,no unit,LVK
2241,ES51,Cataluña,2000,urb_typ,urban typology,no unit,
2242,ES51,Cataluña,2001,typ,metabolic typology,no unit,LVK
2243,ES51,Cataluña,2001,urb_typ,urban typology,no unit,
2244,ES51,Cataluña,2002,typ,metabolic typology,no unit,LVK
2245,ES51,Cataluña,2002,urb_typ,urban typology,no unit,
2246,ES51,Cataluña,2003,typ,metabolic typology,no unit,LVK
2247,ES51,Cataluña,2003,urb_typ,urban typology,no unit,
2248,ES51,Cataluña,2004,typ,metabolic typology,no unit,LVK
2249,ES51,Cataluña,2004,urb_typ,urban typology,no unit,
2250,ES51,Cataluña,2005,typ,metabolic typology,no unit,LVK
2251,ES51,Cataluña,2005,urb_typ,urban typology,no unit,
2252,ES51,Cataluña,2006,typ,metabolic typology,no unit,LVK
2253,ES51,Cataluña,2006,urb_typ,urban typology,no unit,
2254,ES51,Cataluña,2007,typ,metabolic typology,no unit,LVK
2255,ES51,Cataluña,2007,urb_typ,urban typology,no unit,
2256,ES51,Cataluña,2008,typ,metabolic typology,no unit,LVK
2257,ES51,Cataluña,2008,urb_typ,urban typology,no unit,
2258,ES51,Cataluña,2009,typ,metabolic typology,no unit,LVK
2259,ES51,Cataluña,2009,urb_typ,urban typology,no unit,
2260,ES51,Cataluña,2010,typ,metabolic typology,no unit,LVK
2261,ES51,Cataluña,2010,urb_typ,urban typology,no unit,
2262,ES51,Cataluña,2011,typ,metabolic typology,no unit,LVK
2263,ES51,Cataluña,2011,urb_typ,urban typology,no unit,
2264,ES51,Cataluña,2012,typ,metabolic typology,no unit,LVK
2265,ES51,Cataluña,2012,urb_typ,urban typology,no unit,
2266,ES51,Cataluña,2013,typ,metabolic typology,no unit,LVK
2267,ES51,Cataluña,2013,urb_typ,urban typology,no unit,
2268,ES51,Cataluña,2014,typ,metabolic typology,no unit,LVK
2269,ES51,Cataluña,2014,urb_typ,urban typology,no unit,
2270,ES51,Cataluña,2015,typ,metabolic typology,no unit,LVK
2271,ES51,Cataluña,2015,urb_typ,urban typology,no unit,
2272,ES51,Cataluña,2016,typ,metabolic typology,no unit,LVK
2273,ES51,Cataluña,2016,urb_typ,urban typology,no unit,
2274,ES51,Cataluña,2017,typ,metabolic typology,no unit,LVK
2275,ES51,Cataluña,2017,urb_typ,urban typology,no unit,
2276,ES51,Cataluña,2018,typ,metabolic typology,no unit,LVK
2277,ES51,Cataluña,2018,urb_typ,urban typology,no unit,
2278,ES51,Cataluña,2019,typ,metabolic typology,no unit,LVK
2279,ES51,Cataluña,2019,urb_typ,urban typology,no unit,
2280,ES52,Comunidad Valenciana,1990,typ,metabolic typology,no unit,DSG
2281,ES52,Comunidad Valenciana,1990,urb_typ,urban typology,no unit,URB
2282,ES52,Comunidad Valenciana,1991,typ,metabolic typology,no unit,DSG
2283,ES52,Comunidad Valenciana,1991,urb_typ,urban typology,no unit,URB
2284,ES52,Comunidad Valenciana,1992,typ,metabolic typology,no unit,DSG
2285,ES52,Comunidad Valenciana,1992,urb_typ,urban typology,no unit,URB
2286,ES52,Comunidad Valenciana,1993,typ,metabolic typology,no unit,DSG
2287,ES52,Comunidad Valenciana,1993,urb_typ,urban typology,no unit,URB
2288,ES52,Comunidad Valenciana,1994,typ,metabolic typology,no unit,DSG
2289,ES52,Comunidad Valenciana,1994,urb_typ,urban typology,no unit,URB
2290,ES52,Comunidad Valenciana,1995,typ,metabolic typology,no unit,DSG
2291,ES52,Comunidad Valenciana,1995,urb_typ,urban typology,no unit,URB
2292,ES52,Comunidad Valenciana,1996,typ,metabolic typology,no unit,DSG
2293,ES52,Comunidad Valenciana,1996,urb_typ,urban typology,no unit,URB
2294,ES52,Comunidad Valenciana,1997,typ,metabolic typology,no unit,DSG
2295,ES52,Comunidad Valenciana,1997,urb_typ,urban typology,no unit,URB
2296,ES52,Comunidad Valenciana,1998,typ,metabolic typology,no unit,DSG
2297,ES52,Comunidad Valenciana,1998,urb_typ,urban typology,no unit,URB
2298,ES52,Comunidad Valenciana,1999,typ,metabolic typology,no unit,DSG
2299,ES52,Comunidad Valenciana,1999,urb_typ,urban typology,no unit,URB
2300,ES52,Comunidad Valenciana,2000,typ,metabolic typology,no unit,DSG
2301,ES52,Comunidad Valenciana,2000,urb_typ,urban typology,no unit,URB
2302,ES52,Comunidad Valenciana,2001,typ,metabolic typology,no unit,DSG
2303,ES52,Comunidad Valenciana,2001,urb_typ,urban typology,no unit,URB
2304,ES52,Comunidad Valenciana,2002,typ,metabolic typology,no unit,DSG
2305,ES52,Comunidad Valenciana,2002,urb_typ,urban typology,no unit,URB
2306,ES52,Comunidad Valenciana,2003,typ,metabolic typology,no unit,DSG
2307,ES52,Comunidad Valenciana,2003,urb_typ,urban typology,no unit,URB
2308,ES52,Comunidad Valenciana,2004,typ,metabolic typology,no unit,DSG
2309,ES52,Comunidad Valenciana,2004,urb_typ,urban typology,no unit,URB
2310,ES52,Comunidad Valenciana,2005,typ,metabolic typology,no unit,DSG
2311,ES52,Comunidad Valenciana,2005,urb_typ,urban typology,no unit,URB
2312,ES52,Comunidad Valenciana,2006,typ,metabolic typology,no unit,DSG
2313,ES52,Comunidad Valenciana,2006,urb_typ,urban typology,no unit,URB
2314,ES52,Comunidad Valenciana,2007,typ,metabolic typology,no unit,DSG
2315,ES52,Comunidad Valenciana,2007,urb_typ,urban typology,no unit,URB
2316,ES52,Comunidad Valenciana,2008,typ,metabolic typology,no unit,DSG
2317,ES52,Comunidad Valenciana,2008,urb_typ,urban typology,no unit,URB
2318,ES52,Comunidad Valenciana,2009,typ,metabolic typology,no unit,DSG
2319,ES52,Comunidad Valenciana,2009,urb_typ,urban typology,no unit,URB
2320,ES52,Comunidad Valenciana,2010,typ,metabolic typology,no unit,DSG
2321,ES52,Comunidad Valenciana,2010,urb_typ,urban typology,no unit,URB
2322,ES52,Comunidad Valenciana,2011,typ,metabolic typology,no unit,DSG
2323,ES52,Comunidad Valenciana,2011,urb_typ,urban typology,no unit,URB
2324,ES52,Comunidad Valenciana,2012,typ,metabolic typology,no unit,DSG
2325,ES52,Comunidad Valenciana,2012,urb_typ,urban typology,no unit,URB
2326,ES52,Comunidad Valenciana,2013,typ,metabolic typology,no unit,DSG
2327,ES52,Comunidad Valenciana,2013,urb_typ,urban typology,no unit,URB
2328,ES52,Comunidad Valenciana,2014,typ,metabolic typology,no unit,DSG
2329,ES52,Comunidad Valenciana,2014,urb_typ,urban typology,no unit,URB
2330,ES52,Comunidad Valenciana,2015,typ,metabolic typology,no unit,DSG
2331,ES52,Comunidad Valenciana,2015,urb_typ,urban typology,no unit,URB
2332,ES52,Comunidad Valenciana,2016,typ,metabolic typology,no unit,DSG
2333,ES52,Comunidad Valenciana,2016,urb_typ,urban typology,no unit,URB
2334,ES52,Comunidad Valenciana,2017,typ,metabolic typology,no unit,DSG
2335,ES52,Comunidad Valenciana,2017,urb_typ,urban typology,no unit,URB
2336,ES52,Comunidad Valenciana,2018,typ,metabolic typology,no unit,DSG
2337,ES52,Comunidad Valenciana,2018,urb_typ,urban typology,no unit,URB
2338,ES52,Comunidad Valenciana,2019,typ,metabolic typology,no unit,DSG
2339,ES52,Comunidad Valenciana,2019,urb_typ,urban typology,no unit,URB
2340,ES53,Illes Balears,1990,typ,metabolic typology,no unit,DSG
2341,ES53,Illes Balears,1990,urb_typ,urban typology,no unit,URB
2342,ES53,Illes Balears,1991,typ,metabolic typology,no unit,DSG
2343,ES53,Illes Balears,1991,urb_typ,urban typology,no unit,URB
2344,ES53,Illes Balears,1992,typ,metabolic typology,no unit,DSG
2345,ES53,Illes Balears,1992,urb_typ,urban typology,no unit,URB
2346,ES53,Illes Balears,1993,typ,metabolic typology,no unit,DSG
2347,ES53,Illes Balears,1993,urb_typ,urban typology,no unit,URB
2348,ES53,Illes Balears,1994,typ,metabolic typology,no unit,DSG
2349,ES53,Illes Balears,1994,urb_typ,urban typology,no unit,URB
2350,ES53,Illes Balears,1995,typ,metabolic typology,no unit,DSG
2351,ES53,Illes Balears,1995,urb_typ,urban typology,no unit,URB
2352,ES53,Illes Balears,1996,typ,metabolic typology,no unit,DSG
2353,ES53,Illes Balears,1996,urb_typ,urban typology,no unit,URB
2354,ES53,Illes Balears,1997,typ,metabolic typology,no unit,DSG
2355,ES53,Illes Balears,1997,urb_typ,urban typology,no unit,URB
2356,ES53,Illes Balears,1998,typ,metabolic typology,no unit,DSG
2357,ES53,Illes Balears,1998,urb_typ,urban typology,no unit,URB
2358,ES53,Illes Balears,1999,typ,metabolic typology,no unit,DSG
2359,ES53,Illes Balears,1999,urb_typ,urban typology,no unit,URB
2360,ES53,Illes Balears,2000,typ,metabolic typology,no unit,DSG
2361,ES53,Illes Balears,2000,urb_typ,urban typology,no unit,URB
2362,ES53,Illes Balears,2001,typ,metabolic typology,no unit,DSG
2363,ES53,Illes Balears,2001,urb_typ,urban typology,no unit,URB
2364,ES53,Illes Balears,2002,typ,metabolic typology,no unit,MXF
2365,ES53,Illes Balears,2002,urb_typ,urban typology,no unit,URB
2366,ES53,Illes Balears,2003,typ,metabolic typology,no unit,MXF
2367,ES53,Illes Balears,2003,urb_typ,urban typology,no unit,URB
2368,ES53,Illes Balears,2004,typ,metabolic typology,no unit,MXF
2369,ES53,Illes Balears,2004,urb_typ,urban typology,no unit,URB
2370,ES53,Illes Balears,2005,typ,metabolic typology,no unit,MXF
2371,ES53,Illes Balears,2005,urb_typ,urban typology,no unit,URB
2372,ES53,Illes Balears,2006,typ,metabolic typology,no unit,MXF
2373,ES53,Illes Balears,2006,urb_typ,urban typology,no unit,URB
2374,ES53,Illes Balears,2007,typ,metabolic typology,no unit,DSG
2375,ES53,Illes Balears,2007,urb_typ,urban typology,no unit,URB
2376,ES53,Illes Balears,2008,typ,metabolic typology,no unit,DSG
2377,ES53,Illes Balears,2008,urb_typ,urban typology,no unit,URB
2378,ES53,Illes Balears,2009,typ,metabolic typology,no unit,MXF
2379,ES53,Illes Balears,2009,urb_typ,urban typology,no unit,URB
2380,ES53,Illes Balears,2010,typ,metabolic typology,no unit,DSG
2381,ES53,Illes Balears,2010,urb_typ,urban typology,no unit,URB
2382,ES53,Illes Balears,2011,typ,metabolic typology,no unit,MXF
2383,ES53,Illes Balears,2011,urb_typ,urban typology,no unit,URB
2384,ES53,Illes Balears,2012,typ,metabolic typology,no unit,MXF
2385,ES53,Illes Balears,2012,urb_typ,urban typology,no unit,URB
2386,ES53,Illes Balears,2013,typ,metabolic typology,no unit,MXF
2387,ES53,Illes Balears,2013,urb_typ,urban typology,no unit,URB
2388,ES53,Illes Balears,2014,typ,metabolic typology,no unit,MXF
