,region,region name,year,symbol,label,unit,value
23581,ES24,Aragón,2012,R_ingestion,ruminant ingestion,Gg N,34.07658155244352
23582,ES24,Aragón,2012,total_A_ingestion,total animal ingestion,Gg N,151.18323235519742
23583,ES24,Aragón,2012,L_density,livestock density,LU/haUAA,0.6343330544700808
23584,ES24,Aragón,2012,F_import,net import feed,Gg N,67.23770222843493
23585,ES24,Aragón,2012,H_total,total crop production,Gg N,69.1737903908219
23586,ES24,Aragón,2012,C_total,total cereal production,Gg N,35.8419290666652
23587,ES24,Aragón,2012,PG_H,permanent grassland production,Gg N,18.631751880223522
23588,ES24,Aragón,2012,F_ingestion,effective fodder ingestion,Gg N,32.33415808987376
23589,ES24,Aragón,2012,total_N_input,soil N input from manure,%,28.498675978744703
23590,ES24,Aragón,2012,NS,soil N surplus,kgN/ha,98.9184421460539
23591,ES24,Aragón,2012,NUE,NUE arable,no unit,0.3611038417583445
23592,ES24,Aragón,2013,H_ingestion,total human ingestion,Gg N,8.286431168944675
23593,ES24,Aragón,2013,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.8994985
23594,ES24,Aragón,2013,E_total,total animal excretion,Gg N,104.19673132385368
23595,ES24,Aragón,2013,A_non_edible,non-edible animal production,Gg N,21.331599470203958
23596,ES24,Aragón,2013,Eggs,egg production,Gg N,1.2340816903490983
23597,ES24,Aragón,2013,Milk,cows milk production,Gg N,0.673683
23598,ES24,Aragón,2013,Meat_bovine,bovine meat production,Gg N,0.7658533891613668
23599,ES24,Aragón,2013,Meat_sheep,sheep meat production,Gg N,0.2861811958020317
23600,ES24,Aragón,2013,Meat_goats,goats meat production,Gg N,0.004616324533292639
23601,ES24,Aragón,2013,Meat_pigs,pigs meat production,Gg N,23.972964580789917
23602,ES24,Aragón,2013,Meat_poultry,poultry meat production,Gg N,2.5801345719325433
23603,ES24,Aragón,2013,Agri_total,total agricultural production,Gg N,131.17394989754413
23604,ES24,Aragón,2013,M_ingestion,monogastric ingestion,Gg N,119.85390335147467
23605,ES24,Aragón,2013,R_ingestion,ruminant ingestion,Gg N,35.19194219515121
23606,ES24,Aragón,2013,total_A_ingestion,total animal ingestion,Gg N,155.0458455466259
23607,ES24,Aragón,2013,L_density,livestock density,LU/haUAA,0.6299483383515004
23608,ES24,Aragón,2013,F_import,net import feed,Gg N,38.41529526661796
23609,ES24,Aragón,2013,H_total,total crop production,Gg N,101.65643514497589
23610,ES24,Aragón,2013,C_total,total cereal production,Gg N,66.9957791999977
23611,ES24,Aragón,2013,PG_H,permanent grassland production,Gg N,19.022497543392728
23612,ES24,Aragón,2013,F_ingestion,effective fodder ingestion,Gg N,33.46152128661755
23613,ES24,Aragón,2013,total_N_input,soil N input from manure,%,26.85310407903097
23614,ES24,Aragón,2013,NS,soil N surplus,kgN/ha,79.31887294304742
23615,ES24,Aragón,2013,NUE,NUE arable,no unit,0.4897004736940947
23616,ES24,Aragón,2014,H_ingestion,total human ingestion,Gg N,8.243304001435233
23617,ES24,Aragón,2014,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.88961246
23618,ES24,Aragón,2014,E_total,total animal excretion,Gg N,106.82702374033254
23619,ES24,Aragón,2014,A_non_edible,non-edible animal production,Gg N,21.865166384400595
23620,ES24,Aragón,2014,Eggs,egg production,Gg N,1.3084765385418269
23621,ES24,Aragón,2014,Milk,cows milk production,Gg N,0.676333
23622,ES24,Aragón,2014,Meat_bovine,bovine meat production,Gg N,0.74877957430037
23623,ES24,Aragón,2014,Meat_sheep,sheep meat production,Gg N,0.2851170768143258
23624,ES24,Aragón,2014,Meat_goats,goats meat production,Gg N,0.004655699133269686
23625,ES24,Aragón,2014,Meat_pigs,pigs meat production,Gg N,24.42050920414676
23626,ES24,Aragón,2014,Meat_poultry,poultry meat production,Gg N,2.760992669449689
23627,ES24,Aragón,2014,Agri_total,total agricultural production,Gg N,118.25734849174253
23628,ES24,Aragón,2014,M_ingestion,monogastric ingestion,Gg N,123.34005324543509
23629,ES24,Aragón,2014,R_ingestion,ruminant ingestion,Gg N,35.55700064168428
23630,ES24,Aragón,2014,total_A_ingestion,total animal ingestion,Gg N,158.89705388711937
23631,ES24,Aragón,2014,L_density,livestock density,LU/haUAA,0.638378875459148
23632,ES24,Aragón,2014,F_import,net import feed,Gg N,56.00820334022532
23633,ES24,Aragón,2014,H_total,total crop production,Gg N,88.05248472935628
23634,ES24,Aragón,2014,C_total,total cereal production,Gg N,53.1338970666658
23635,ES24,Aragón,2014,PG_H,permanent grassland production,Gg N,18.605992784781332
23636,ES24,Aragón,2014,F_ingestion,effective fodder ingestion,Gg N,33.98337938544691
23637,ES24,Aragón,2014,total_N_input,soil N input from manure,%,25.93952820814909
23638,ES24,Aragón,2014,NS,soil N surplus,kgN/ha,100.38748265862964
23639,ES24,Aragón,2014,NUE,NUE arable,no unit,0.3996473123362912
23640,ES24,Aragón,2015,H_ingestion,total human ingestion,Gg N,8.2116307455496
23641,ES24,Aragón,2015,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.882352
23642,ES24,Aragón,2015,E_total,total animal excretion,Gg N,113.41724463399176
23643,ES24,Aragón,2015,A_non_edible,non-edible animal production,Gg N,23.49138991092035
23644,ES24,Aragón,2015,Eggs,egg production,Gg N,1.3380004930840572
23645,ES24,Aragón,2015,Milk,cows milk production,Gg N,0.650893
23646,ES24,Aragón,2015,Meat_bovine,bovine meat production,Gg N,0.8459225336215089
23647,ES24,Aragón,2015,Meat_sheep,sheep meat production,Gg N,0.2697166621946294
23648,ES24,Aragón,2015,Meat_goats,goats meat production,Gg N,0.004292627530505925
23649,ES24,Aragón,2015,Meat_pigs,pigs meat production,Gg N,26.59693429734164
23650,ES24,Aragón,2015,Meat_poultry,poultry meat production,Gg N,2.7807869357808617
23651,ES24,Aragón,2015,Agri_total,total agricultural production,Gg N,118.17157500170569
23652,ES24,Aragón,2015,M_ingestion,monogastric ingestion,Gg N,132.75695204593174
23653,ES24,Aragón,2015,R_ingestion,ruminant ingestion,Gg N,36.63822904853359
23654,ES24,Aragón,2015,total_A_ingestion,total animal ingestion,Gg N,169.39518109446533
23655,ES24,Aragón,2015,L_density,livestock density,LU/haUAA,0.6858844146377443
23656,ES24,Aragón,2015,F_import,net import feed,Gg N,68.97070301995421
23657,ES24,Aragón,2015,H_total,total crop production,Gg N,85.6850284521525
23658,ES24,Aragón,2015,C_total,total cereal production,Gg N,51.95942559519929
23659,ES24,Aragón,2015,PG_H,permanent grassland production,Gg N,18.603238543037897
23660,ES24,Aragón,2015,F_ingestion,effective fodder ingestion,Gg N,32.68534193627395
23661,ES24,Aragón,2015,total_N_input,soil N input from manure,%,27.902584984523322
23662,ES24,Aragón,2015,NS,soil N surplus,kgN/ha,103.98016203925012
23663,ES24,Aragón,2015,NUE,NUE arable,no unit,0.3915702002848005
23664,ES24,Aragón,2016,H_ingestion,total human ingestion,Gg N,8.164811565423722
23665,ES24,Aragón,2016,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.8716196399999998
23666,ES24,Aragón,2016,E_total,total animal excretion,Gg N,115.48788641802032
23667,ES24,Aragón,2016,A_non_edible,non-edible animal production,Gg N,25.104157547354408
23668,ES24,Aragón,2016,Eggs,egg production,Gg N,1.3802391914132386
23669,ES24,Aragón,2016,Milk,cows milk production,Gg N,0.756628
23670,ES24,Aragón,2016,Meat_bovine,bovine meat production,Gg N,0.8733637730748276
23671,ES24,Aragón,2016,Meat_sheep,sheep meat production,Gg N,0.2709287281562189
23672,ES24,Aragón,2016,Meat_goats,goats meat production,Gg N,0.004210010971786834
23673,ES24,Aragón,2016,Meat_pigs,pigs meat production,Gg N,28.583269047554563
23674,ES24,Aragón,2016,Meat_poultry,poultry meat production,Gg N,2.9338369717628585
23675,ES24,Aragón,2016,Agri_total,total agricultural production,Gg N,139.2452924003864
23676,ES24,Aragón,2016,M_ingestion,monogastric ingestion,Gg N,137.82004052216448
23677,ES24,Aragón,2016,R_ingestion,ruminant ingestion,Gg N,37.57447916614375
23678,ES24,Aragón,2016,total_A_ingestion,total animal ingestion,Gg N,175.3945196883082
23679,ES24,Aragón,2016,L_density,livestock density,LU/haUAA,0.692801322825672
23680,ES24,Aragón,2016,F_import,net import feed,Gg N,56.51318809991271
23681,ES24,Aragón,2016,H_total,total crop production,Gg N,104.44281667745291
23682,ES24,Aragón,2016,C_total,total cereal production,Gg N,69.34800616073764
23683,ES24,Aragón,2016,PG_H,permanent grassland production,Gg N,18.294287915242037
23684,ES24,Aragón,2016,F_ingestion,effective fodder ingestion,Gg N,34.046466972415836
23685,ES24,Aragón,2016,total_N_input,soil N input from manure,%,29.453494881082808
23686,ES24,Aragón,2016,NS,soil N surplus,kgN/ha,77.31975903524828
23687,ES24,Aragón,2016,NUE,NUE arable,no unit,0.4975520145627864
23688,ES24,Aragón,2017,H_ingestion,total human ingestion,Gg N,8.148513435903851
23689,ES24,Aragón,2017,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.86788362
23690,ES24,Aragón,2017,E_total,total animal excretion,Gg N,124.0199727882694
23691,ES24,Aragón,2017,A_non_edible,non-edible animal production,Gg N,27.214245098614978
23692,ES24,Aragón,2017,Eggs,egg production,Gg N,1.4137393575705826
23693,ES24,Aragón,2017,Milk,cows milk production,Gg N,0.77857
23694,ES24,Aragón,2017,Meat_bovine,bovine meat production,Gg N,0.9241320227437034
23695,ES24,Aragón,2017,Meat_sheep,sheep meat production,Gg N,0.26390045851742827
23696,ES24,Aragón,2017,Meat_goats,goats meat production,Gg N,0.004521519497736311
23697,ES24,Aragón,2017,Meat_pigs,pigs meat production,Gg N,31.55899946506729
23698,ES24,Aragón,2017,Meat_poultry,poultry meat production,Gg N,2.938103308777926
23699,ES24,Aragón,2017,Agri_total,total agricultural production,Gg N,129.6009124579022
23700,ES24,Aragón,2017,M_ingestion,monogastric ingestion,Gg N,150.01218148671472
23701,ES24,Aragón,2017,R_ingestion,ruminant ingestion,Gg N,39.104002532344325
23702,ES24,Aragón,2017,total_A_ingestion,total animal ingestion,Gg N,189.11618401905906
23703,ES24,Aragón,2017,L_density,livestock density,LU/haUAA,0.7395730876915947
23704,ES24,Aragón,2017,F_import,net import feed,Gg N,82.75168872316237
23705,ES24,Aragón,2017,H_total,total crop production,Gg N,91.71894632572756
23706,ES24,Aragón,2017,C_total,total cereal production,Gg N,56.84383122387145
23707,ES24,Aragón,2017,PG_H,permanent grassland production,Gg N,18.44819454757136
23708,ES24,Aragón,2017,F_ingestion,effective fodder ingestion,Gg N,33.8742949544539
23709,ES24,Aragón,2017,total_N_input,soil N input from manure,%,26.911587020056487
23710,ES24,Aragón,2017,NS,soil N surplus,kgN/ha,120.17202399203944
23711,ES24,Aragón,2017,NUE,NUE arable,no unit,0.3693433655109641
23712,ES24,Aragón,2018,H_ingestion,total human ingestion,Gg N,8.136632093289213
23713,ES24,Aragón,2018,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.8651600599999998
23714,ES24,Aragón,2018,E_total,total animal excretion,Gg N,127.3885977882694
23715,ES24,Aragón,2018,A_non_edible,non-edible animal production,Gg N,29.01772404497756
23716,ES24,Aragón,2018,Eggs,egg production,Gg N,1.3948462535069122
23717,ES24,Aragón,2018,Milk,cows milk production,Gg N,0.806978
23718,ES24,Aragón,2018,Meat_bovine,bovine meat production,Gg N,0.9844686712167877
23719,ES24,Aragón,2018,Meat_sheep,sheep meat production,Gg N,0.26805672746410136
23720,ES24,Aragón,2018,Meat_goats,goats meat production,Gg N,0.0050010630163590366
23721,ES24,Aragón,2018,Meat_pigs,pigs meat production,Gg N,33.649686086556066
23722,ES24,Aragón,2018,Meat_poultry,poultry meat production,Gg N,3.1455971860377963
23723,ES24,Aragón,2018,Agri_total,total agricultural production,Gg N,137.88270644380918
23724,ES24,Aragón,2018,M_ingestion,monogastric ingestion,Gg N,156.90160620639006
23725,ES24,Aragón,2018,R_ingestion,ruminant ingestion,Gg N,39.75934961465492
23726,ES24,Aragón,2018,total_A_ingestion,total animal ingestion,Gg N,196.66095582104498
23727,ES24,Aragón,2018,L_density,livestock density,LU/haUAA,0.7536913199745879
23728,ES24,Aragón,2018,F_import,net import feed,Gg N,84.42195977367942
23729,ES24,Aragón,2018,H_total,total crop production,Gg N,97.62807245601117
23730,ES24,Aragón,2018,C_total,total cereal production,Gg N,61.954424225640665
23731,ES24,Aragón,2018,PG_H,permanent grassland production,Gg N,18.651487310269996
23732,ES24,Aragón,2018,F_ingestion,effective fodder ingestion,Gg N,34.4308246014549
23733,ES24,Aragón,2018,total_N_input,soil N input from manure,%,25.86699786739916
23734,ES24,Aragón,2018,NS,soil N surplus,kgN/ha,129.22026479448624
23735,ES24,Aragón,2018,NUE,NUE arable,no unit,0.365953856569674
23736,ES24,Aragón,2019,H_ingestion,total human ingestion,Gg N,8.181239782636455
23737,ES24,Aragón,2019,H_ingestion_cereals,total human ingestion of cereal,Gg N,1.87538548
23738,ES24,Aragón,2019,E_total,total animal excretion,Gg N,129.6258267882694
23739,ES24,Aragón,2019,A_non_edible,non-edible animal production,Gg N,29.890738317755496
23740,ES24,Aragón,2019,Eggs,egg production,Gg N,1.3821401844381147
23741,ES24,Aragón,2019,Milk,cows milk production,Gg N,0.85012
23742,ES24,Aragón,2019,Meat_bovine,bovine meat production,Gg N,1.0581858401320772
23743,ES24,Aragón,2019,Meat_sheep,sheep meat production,Gg N,0.2756238327185184
23744,ES24,Aragón,2019,Meat_goats,goats meat production,Gg N,0.004816506140543887
23745,ES24,Aragón,2019,Meat_pigs,pigs meat production,Gg N,34.51249213969669
23746,ES24,Aragón,2019,Meat_poultry,poultry meat production,Gg N,3.276988835461315
23747,ES24,Aragón,2019,Agri_total,total agricultural production,Gg N,136.08022050444143
23748,ES24,Aragón,2019,M_ingestion,monogastric ingestion,Gg N,159.81220990647188
23749,ES24,Aragón,2019,R_ingestion,ruminant ingestion,Gg N,41.064722538140295
23750,ES24,Aragón,2019,total_A_ingestion,total animal ingestion,Gg N,200.87693244461215
23751,ES24,Aragón,2019,L_density,livestock density,LU/haUAA,0.7642621314542709
23752,ES24,Aragón,2019,F_import,net import feed,Gg N,91.32863921559633
23753,ES24,Aragón,2019,H_total,total crop production,Gg N,94.71985316585418
23754,ES24,Aragón,2019,C_total,total cereal production,Gg N,59.220724029054466
23755,ES24,Aragón,2019,PG_H,permanent grassland production,Gg N,18.651487310269996
23756,ES24,Aragón,2019,F_ingestion,effective fodder ingestion,Gg N,34.48916010969137
23757,ES24,Aragón,2019,total_N_input,soil N input from manure,%,28.955251284162326
23758,ES24,Aragón,2019,NS,soil N surplus,kgN/ha,110.52183372705386
23759,ES24,Aragón,2019,NUE,NUE arable,no unit,0.3927398179635676
23760,ES30,Comunidad de Madrid,1990,H_ingestion,total human ingestion,Gg N,30.5839634921354
23761,ES30,Comunidad de Madrid,1990,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.01076152
23762,ES30,Comunidad de Madrid,1990,E_total,total animal excretion,Gg N,9.875240351734949
23763,ES30,Comunidad de Madrid,1990,A_non_edible,non-edible animal production,Gg N,1.0529717232422526
23764,ES30,Comunidad de Madrid,1990,Eggs,egg production,Gg N,0.3536054008037377
23765,ES30,Comunidad de Madrid,1990,Milk,cows milk production,Gg N,0.42824
23766,ES30,Comunidad de Madrid,1990,Meat_bovine,bovine meat production,Gg N,0.1195624002947512
23767,ES30,Comunidad de Madrid,1990,Meat_sheep,sheep meat production,Gg N,0.0433261152962334
23768,ES30,Comunidad de Madrid,1990,Meat_goats,goats meat production,Gg N,0.004267273377010125
23769,ES30,Comunidad de Madrid,1990,Meat_pigs,pigs meat production,Gg N,0.22198751100075864
23770,ES30,Comunidad de Madrid,1990,Meat_poultry,poultry meat production,Gg N,0.5095587619413685
23771,ES30,Comunidad de Madrid,1990,Agri_total,total agricultural production,Gg N,7.681374700294825
23772,ES30,Comunidad de Madrid,1990,M_ingestion,monogastric ingestion,Gg N,5.334274756172808
23773,ES30,Comunidad de Madrid,1990,R_ingestion,ruminant ingestion,Gg N,7.274484781518251
23774,ES30,Comunidad de Madrid,1990,total_A_ingestion,total animal ingestion,Gg N,12.60875953769106
23775,ES30,Comunidad de Madrid,1990,L_density,livestock density,LU/haUAA,0.3522531464159043
23776,ES30,Comunidad de Madrid,1990,F_import,net import feed,Gg N,7.192910790453713
23777,ES30,Comunidad de Madrid,1990,H_total,total crop production,Gg N,6.000827237580965
23778,ES30,Comunidad de Madrid,1990,C_total,total cereal production,Gg N,4.5918175489668585
23779,ES30,Comunidad de Madrid,1990,PG_H,permanent grassland production,Gg N,4.485765174821099
23780,ES30,Comunidad de Madrid,1990,F_ingestion,effective fodder ingestion,Gg N,0.9300835724162491
23781,ES30,Comunidad de Madrid,1990,total_N_input,soil N input from manure,%,37.96778929635015
23782,ES30,Comunidad de Madrid,1990,NS,soil N surplus,kgN/ha,34.65859644951834
23783,ES30,Comunidad de Madrid,1990,NUE,NUE arable,no unit,0.510549068950544
23784,ES30,Comunidad de Madrid,1991,H_ingestion,total human ingestion,Gg N,30.649496716077138
23785,ES30,Comunidad de Madrid,1991,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.025783699999999
23786,ES30,Comunidad de Madrid,1991,E_total,total animal excretion,Gg N,11.685175409478742
23787,ES30,Comunidad de Madrid,1991,A_non_edible,non-edible animal production,Gg N,1.1442289074418426
23788,ES30,Comunidad de Madrid,1991,Eggs,egg production,Gg N,0.3397930213531656
23789,ES30,Comunidad de Madrid,1991,Milk,cows milk production,Gg N,0.42824
23790,ES30,Comunidad de Madrid,1991,Meat_bovine,bovine meat production,Gg N,0.17890733163352032
23791,ES30,Comunidad de Madrid,1991,Meat_sheep,sheep meat production,Gg N,0.04146045180158
23792,ES30,Comunidad de Madrid,1991,Meat_goats,goats meat production,Gg N,0.001555998874507597
23793,ES30,Comunidad de Madrid,1991,Meat_pigs,pigs meat production,Gg N,0.21256381341159103
23794,ES30,Comunidad de Madrid,1991,Meat_poultry,poultry meat production,Gg N,0.5321319372244904
23795,ES30,Comunidad de Madrid,1991,Agri_total,total agricultural production,Gg N,7.23805568755531
23796,ES30,Comunidad de Madrid,1991,M_ingestion,monogastric ingestion,Gg N,6.374904462766211
23797,ES30,Comunidad de Madrid,1991,R_ingestion,ruminant ingestion,Gg N,8.189152408453229
23798,ES30,Comunidad de Madrid,1991,total_A_ingestion,total animal ingestion,Gg N,14.564056871219439
23799,ES30,Comunidad de Madrid,1991,L_density,livestock density,LU/haUAA,0.4222314256064466
23800,ES30,Comunidad de Madrid,1991,F_import,net import feed,Gg N,9.230818524981897
23801,ES30,Comunidad de Madrid,1991,H_total,total crop production,Gg N,5.503403133256455
23802,ES30,Comunidad de Madrid,1991,C_total,total cereal production,Gg N,4.235003728137825
23803,ES30,Comunidad de Madrid,1991,PG_H,permanent grassland production,Gg N,4.47792597354471
23804,ES30,Comunidad de Madrid,1991,F_ingestion,effective fodder ingestion,Gg N,0.8553123726928309
23805,ES30,Comunidad de Madrid,1991,total_N_input,soil N input from manure,%,44.25487865267152
23806,ES30,Comunidad de Madrid,1991,NS,soil N surplus,kgN/ha,44.396429965223845
23807,ES30,Comunidad de Madrid,1991,NUE,NUE arable,no unit,0.4427982072618366
23808,ES30,Comunidad de Madrid,1992,H_ingestion,total human ingestion,Gg N,30.878252826647184
23809,ES30,Comunidad de Madrid,1992,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.07822146
23810,ES30,Comunidad de Madrid,1992,E_total,total animal excretion,Gg N,9.371534465117826
23811,ES30,Comunidad de Madrid,1992,A_non_edible,non-edible animal production,Gg N,1.0294425357226065
23812,ES30,Comunidad de Madrid,1992,Eggs,egg production,Gg N,0.33162440985013925
23813,ES30,Comunidad de Madrid,1992,Milk,cows milk production,Gg N,0.42824
23814,ES30,Comunidad de Madrid,1992,Meat_bovine,bovine meat production,Gg N,0.11772594468944719
23815,ES30,Comunidad de Madrid,1992,Meat_sheep,sheep meat production,Gg N,0.033347380278251376
23816,ES30,Comunidad de Madrid,1992,Meat_goats,goats meat production,Gg N,0.0024941953600120127
23817,ES30,Comunidad de Madrid,1992,Meat_pigs,pigs meat production,Gg N,0.17316722671013707
23818,ES30,Comunidad de Madrid,1992,Meat_poultry,poultry meat production,Gg N,0.528972919487858
23819,ES30,Comunidad de Madrid,1992,Agri_total,total agricultural production,Gg N,5.841696772472373
23820,ES30,Comunidad de Madrid,1992,M_ingestion,monogastric ingestion,Gg N,6.0639043941540915
23821,ES30,Comunidad de Madrid,1992,R_ingestion,ruminant ingestion,Gg N,5.952644683062185
23822,ES30,Comunidad de Madrid,1992,total_A_ingestion,total animal ingestion,Gg N,12.016549077216277
23823,ES30,Comunidad de Madrid,1992,L_density,livestock density,LU/haUAA,0.3209627021406697
23824,ES30,Comunidad de Madrid,1992,F_import,net import feed,Gg N,6.648723945126761
23825,ES30,Comunidad de Madrid,1992,H_total,total crop production,Gg N,4.226124696096528
23826,ES30,Comunidad de Madrid,1992,C_total,total cereal production,Gg N,2.9063797355672634
23827,ES30,Comunidad de Madrid,1992,PG_H,permanent grassland production,Gg N,4.499701532645785
23828,ES30,Comunidad de Madrid,1992,F_ingestion,effective fodder ingestion,Gg N,0.8681235994437304
23829,ES30,Comunidad de Madrid,1992,total_N_input,soil N input from manure,%,42.459139714820346
23830,ES30,Comunidad de Madrid,1992,NS,soil N surplus,kgN/ha,37.07339883071223
23831,ES30,Comunidad de Madrid,1992,NUE,NUE arable,no unit,0.3916561206615754
23832,ES30,Comunidad de Madrid,1993,H_ingestion,total human ingestion,Gg N,31.161472317961703
23833,ES30,Comunidad de Madrid,1993,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.1431438599999995
23834,ES30,Comunidad de Madrid,1993,E_total,total animal excretion,Gg N,8.978831276702904
23835,ES30,Comunidad de Madrid,1993,A_non_edible,non-edible animal production,Gg N,0.9982959183639254
23836,ES30,Comunidad de Madrid,1993,Eggs,egg production,Gg N,0.2798014654445752
23837,ES30,Comunidad de Madrid,1993,Milk,cows milk production,Gg N,0.42824
23838,ES30,Comunidad de Madrid,1993,Meat_bovine,bovine meat production,Gg N,0.1175729563947883
23839,ES30,Comunidad de Madrid,1993,Meat_sheep,sheep meat production,Gg N,0.027949024949551312
23840,ES30,Comunidad de Madrid,1993,Meat_goats,goats meat production,Gg N,0.0018054013799145767
23841,ES30,Comunidad de Madrid,1993,Meat_pigs,pigs meat production,Gg N,0.18523686719961302
23842,ES30,Comunidad de Madrid,1993,Meat_poultry,poultry meat production,Gg N,0.5056207242968672
23843,ES30,Comunidad de Madrid,1993,Agri_total,total agricultural production,Gg N,6.620743201261549
23844,ES30,Comunidad de Madrid,1993,M_ingestion,monogastric ingestion,Gg N,6.144406295350386
23845,ES30,Comunidad de Madrid,1993,R_ingestion,ruminant ingestion,Gg N,5.378947339381752
23846,ES30,Comunidad de Madrid,1993,total_A_ingestion,total animal ingestion,Gg N,11.523353634732139
23847,ES30,Comunidad de Madrid,1993,L_density,livestock density,LU/haUAA,0.3163009548767519
23848,ES30,Comunidad de Madrid,1993,F_import,net import feed,Gg N,5.866804368464331
23849,ES30,Comunidad de Madrid,1993,H_total,total crop production,Gg N,5.074516761596239
23850,ES30,Comunidad de Madrid,1993,C_total,total cereal production,Gg N,3.610222454650387
23851,ES30,Comunidad de Madrid,1993,PG_H,permanent grassland production,Gg N,4.518864024654727
23852,ES30,Comunidad de Madrid,1993,F_ingestion,effective fodder ingestion,Gg N,1.1376852416130805
23853,ES30,Comunidad de Madrid,1993,total_N_input,soil N input from manure,%,39.93044395930026
23854,ES30,Comunidad de Madrid,1993,NS,soil N surplus,kgN/ha,35.295709324639354
23855,ES30,Comunidad de Madrid,1993,NUE,NUE arable,no unit,0.4614853632700538
23856,ES30,Comunidad de Madrid,1994,H_ingestion,total human ingestion,Gg N,31.434043202417747
23857,ES30,Comunidad de Madrid,1994,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.20562528
23858,ES30,Comunidad de Madrid,1994,E_total,total animal excretion,Gg N,11.947161219596053
23859,ES30,Comunidad de Madrid,1994,A_non_edible,non-edible animal production,Gg N,1.0447875757057363
23860,ES30,Comunidad de Madrid,1994,Eggs,egg production,Gg N,0.31571153029878896
23861,ES30,Comunidad de Madrid,1994,Milk,cows milk production,Gg N,0.42824
23862,ES30,Comunidad de Madrid,1994,Meat_bovine,bovine meat production,Gg N,0.16516347535934292
23863,ES30,Comunidad de Madrid,1994,Meat_sheep,sheep meat production,Gg N,0.03295581502491652
23864,ES30,Comunidad de Madrid,1994,Meat_goats,goats meat production,Gg N,0.0032488513826262303
23865,ES30,Comunidad de Madrid,1994,Meat_pigs,pigs meat production,Gg N,0.09686831763979202
23866,ES30,Comunidad de Madrid,1994,Meat_poultry,poultry meat production,Gg N,0.535990232673698
23867,ES30,Comunidad de Madrid,1994,Agri_total,total agricultural production,Gg N,6.6075071601808455
23868,ES30,Comunidad de Madrid,1994,M_ingestion,monogastric ingestion,Gg N,6.191796937977129
23869,ES30,Comunidad de Madrid,1994,R_ingestion,ruminant ingestion,Gg N,8.378330079703824
23870,ES30,Comunidad de Madrid,1994,total_A_ingestion,total animal ingestion,Gg N,14.570127017680955
23871,ES30,Comunidad de Madrid,1994,L_density,livestock density,LU/haUAA,0.4212562921117364
23872,ES30,Comunidad de Madrid,1994,F_import,net import feed,Gg N,8.993242812144583
23873,ES30,Comunidad de Madrid,1994,H_total,total crop production,Gg N,5.029328937801681
23874,ES30,Comunidad de Madrid,1994,C_total,total cereal production,Gg N,3.826877385714141
23875,ES30,Comunidad de Madrid,1994,PG_H,permanent grassland production,Gg N,4.654308002263403
23876,ES30,Comunidad de Madrid,1994,F_ingestion,effective fodder ingestion,Gg N,0.922576203272967
23877,ES30,Comunidad de Madrid,1994,total_N_input,soil N input from manure,%,44.130679911771324
23878,ES30,Comunidad de Madrid,1994,NS,soil N surplus,kgN/ha,43.74282948272608
23879,ES30,Comunidad de Madrid,1994,NUE,NUE arable,no unit,0.4205514286656753
23880,ES30,Comunidad de Madrid,1995,H_ingestion,total human ingestion,Gg N,31.69591592279898
23881,ES30,Comunidad de Madrid,1995,H_ingestion_cereals,total human ingestion of cereal,Gg N,7.265654359999999
23882,ES30,Comunidad de Madrid,1995,E_total,total animal excretion,Gg N,11.718071379622758
23883,ES30,Comunidad de Madrid,1995,A_non_edible,non-edible animal production,Gg N,1.129250734741587
23884,ES30,Comunidad de Madrid,1995,Eggs,egg production,Gg N,0.3254183868251126
23885,ES30,Comunidad de Madrid,1995,Milk,cows milk production,Gg N,0.42824
23886,ES30,Comunidad de Madrid,1995,Meat_bovine,bovine meat production,Gg N,0.19012768523485157
23887,ES30,Comunidad de Madrid,1995,Meat_sheep,sheep meat production,Gg N,0.04055315549212728
23888,ES30,Comunidad de Madrid,1995,Meat_goats,goats meat production,Gg N,0.003373112040515272
23889,ES30,Comunidad de Madrid,1995,Meat_pigs,pigs meat production,Gg N,0.10021985479659408
23890,ES30,Comunidad de Madrid,1995,Meat_poultry,poultry meat production,Gg N,0.5669792765678103
23891,ES30,Comunidad de Madrid,1995,Agri_total,total agricultural production,Gg N,5.193248223693527
23892,ES30,Comunidad de Madrid,1995,M_ingestion,monogastric ingestion,Gg N,6.387170562514207
23893,ES30,Comunidad de Madrid,1995,R_ingestion,ruminant ingestion,Gg N,8.11506302280715
23894,ES30,Comunidad de Madrid,1995,total_A_ingestion,total animal ingestion,Gg N,14.502233585321356
23895,ES30,Comunidad de Madrid,1995,L_density,livestock density,LU/haUAA,0.40597377500650034
23896,ES30,Comunidad de Madrid,1995,F_import,net import feed,Gg N,8.902359714579156
23897,ES30,Comunidad de Madrid,1995,H_total,total crop production,Gg N,3.538336752736516
