Domain Code;Domain;region;Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note
QCL;Crops and livestock products;MT;Malta;5510;Production;231;Hen eggs in shell, fresh;2015;2015;t;4889;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2015;2015;1000 No;78853;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5510;Production;231;Hen eggs in shell, fresh;2016;2016;t;4843;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2016;2016;1000 No;78112;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5510;Production;231;Hen eggs in shell, fresh;2017;2017;t;5608;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2017;2017;1000 No;90453;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5510;Production;231;Hen eggs in shell, fresh;2018;2018;t;5815;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2018;2018;1000 No;93789;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5510;Production;231;Hen eggs in shell, fresh;2019;2019;t;5452;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2019;2019;1000 No;87937;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2020;2020;1000 No;92220;A;Official figure;
QCL;Crops and livestock products;MT;Malta;5513;Production;231;Hen eggs in shell, fresh;2021;2021;1000 No;95886;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2006;2006;t;2336.35;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2006;2006;1000 No;46727;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2007;2007;t;3564.95;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2007;2007;1000 No;71299;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2008;2008;t;2731.75;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2008;2008;1000 No;54635;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2009;2009;t;2799.2;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2009;2009;1000 No;55984;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2010;2010;t;3209.9;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2010;2010;1000 No;64198;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2011;2011;t;3790.2;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2011;2011;1000 No;75804;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2012;2012;t;3403;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2012;2012;1000 No;68060;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2013;2013;t;4486;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2013;2013;1000 No;89720;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2014;2014;t;4280;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2014;2014;1000 No;85525;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2015;2015;t;5050.8;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2015;2015;1000 No;101016;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2016;2016;t;5900;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2016;2016;1000 No;118000;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2017;2017;t;5910.7;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2017;2017;1000 No;118214;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2018;2018;t;6141.4;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2018;2018;1000 No;122828;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2019;2019;t;5337.6;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2019;2019;1000 No;106752;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2020;2020;t;5675.2;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2020;2020;1000 No;113504;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2021;2021;t;5681.7;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2021;2021;1000 No;113634;A;Official figure;
QCL;Crops and livestock products;ME;Montenegro;5510;Production;231;Hen eggs in shell, fresh;2022;2022;t;8000;E;Estimated value;
QCL;Crops and livestock products;ME;Montenegro;5513;Production;231;Hen eggs in shell, fresh;2022;2022;1000 No;159706;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1990;1990;t;652000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1990;1990;1000 No;10801000;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1991;1991;t;645840;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1991;1991;1000 No;10764000;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1992;1992;t;627500;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1992;1992;1000 No;10458000;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1993;1993;t;618000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1993;1993;1000 No;10019000;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1994;1994;t;623000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1994;1994;1000 No;10164000;E;Estimated value;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1995;1995;t;602000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1995;1995;1000 No;10033000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1996;1996;t;597000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1996;1996;1000 No;9950000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1997;1997;t;609000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5513;Production;231;Hen eggs in shell, fresh;1997;1997;1000 No;10390000;A;Official figure;
QCL;Crops and livestock products;NL;Netherlands (Kingdom of the);5510;Production;231;Hen eggs in shell, fresh;1998;1998;t;645000;A;Official figure;
