Domain Code;Domain;region;Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2014;2014;t;74393.79;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2014;2014;1000 No;1294452;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2015;2015;t;71594;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2015;2015;1000 No;1245744;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2016;2016;t;75492;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2016;2016;1000 No;1313555;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2017;2017;t;84422;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2017;2017;1000 No;1468936;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2018;2018;t;84654;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2018;2018;1000 No;1473304;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5510;Production;231;Hen eggs in shell, fresh;2019;2019;t;88405;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2019;2019;1000 No;1538552;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2020;2020;1000 No;1574149;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2021;2021;1000 No;1702318;A;Official figure;
QCL;Crops and livestock products;CZ;Czechia;5513;Production;231;Hen eggs in shell, fresh;2022;2022;1000 No;1503505;A;Official figure;
QCL;Crops and livestock products;200;Czechoslovakia;5510;Production;231;Hen eggs in shell, fresh;1990;1990;t;283229;A;Official figure;
QCL;Crops and livestock products;200;Czechoslovakia;5513;Production;231;Hen eggs in shell, fresh;1990;1990;1000 No;5664576;A;Official figure;
QCL;Crops and livestock products;200;Czechoslovakia;5510;Production;231;Hen eggs in shell, fresh;1991;1991;t;266230;A;Official figure;
QCL;Crops and livestock products;200;Czechoslovakia;5510;Production;231;Hen eggs in shell, fresh;1992;1992;t;260293;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1990;1990;t;82400;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1990;1990;1000 No;1373300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1991;1991;t;84000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1991;1991;1000 No;1400000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1992;1992;t;88200;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1992;1992;1000 No;1470000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1993;1993;t;87100;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1993;1993;1000 No;1451700;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1994;1994;t;90100;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1994;1994;1000 No;1501700;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1995;1995;t;94800;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1995;1995;1000 No;1580000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1996;1996;t;87800;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1996;1996;1000 No;1463300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1997;1997;t;85100;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1997;1997;1000 No;1415000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1998;1998;t;83900;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1998;1998;1000 No;1398300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;1999;1999;t;78200;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;1999;1999;1000 No;1303300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2000;2000;t;74300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2000;2000;1000 No;1238000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2001;2001;t;80687;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2001;2001;1000 No;1344800;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2002;2002;t;81600;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2002;2002;1000 No;1360000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2003;2003;t;81000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2003;2003;1000 No;1350000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2004;2004;t;83000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2004;2004;1000 No;1383300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2005;2005;t;79800;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2005;2005;1000 No;1330000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2006;2006;t;77000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2006;2006;1000 No;1283000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2007;2007;t;78000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2007;2007;1000 No;1300000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2008;2008;t;81000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2008;2008;1000 No;1350000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2009;2009;t;73942;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2009;2009;1000 No;1232360;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2010;2010;t;76376;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2010;2010;1000 No;1279300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2011;2011;t;78584;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2011;2011;1000 No;1309400;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2012;2012;t;80179;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2012;2012;1000 No;1336300;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2013;2013;t;82029;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2013;2013;1000 No;1367150;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2014;2014;t;82056;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2014;2014;1000 No;1367600;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2015;2015;t;84102;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2015;2015;1000 No;1401700;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2016;2016;t;86211;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2016;2016;1000 No;1390505;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2017;2017;t;87899;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2017;2017;1000 No;1417731;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2018;2018;t;77000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2018;2018;1000 No;1233800;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2019;2019;t;82000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2019;2019;1000 No;1322488;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2020;2020;t;89000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2020;2020;1000 No;1436187;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2021;2021;t;93000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5510;Production;231;Hen eggs in shell, fresh;2022;2022;t;88000;A;Official figure;
QCL;Crops and livestock products;DK;Denmark;5513;Production;231;Hen eggs in shell, fresh;2022;2022;1000 No;1425183;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1992;1992;t;28300;E;Estimated value;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1992;1992;1000 No;456047;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1993;1993;t;21450;E;Estimated value;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1993;1993;1000 No;345809;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1994;1994;t;22462;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1994;1994;1000 No;359387;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1995;1995;t;20418;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1995;1995;1000 No;326700;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1996;1996;t;18800;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1996;1996;1000 No;300831;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1997;1997;t;18480;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1997;1997;1000 No;295703;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1998;1998;t;19075;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1998;1998;1000 No;305200;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;1999;1999;t;17210;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;1999;1999;1000 No;275400;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2000;2000;t;15791;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2000;2000;1000 No;254700;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2001;2001;t;17293;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2001;2001;1000 No;277900;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2002;2002;t;15647;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2002;2002;1000 No;252800;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2003;2003;t;14537;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2003;2003;1000 No;235000;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2004;2004;t;14315;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2004;2004;1000 No;230894;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2005;2005;t;13063;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2005;2005;1000 No;209010;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2006;2006;t;11414;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2006;2006;1000 No;182624;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2007;2007;t;9848;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2007;2007;1000 No;157561;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2008;2008;t;9155;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2008;2008;1000 No;146483;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2009;2009;t;10829;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2009;2009;1000 No;173264;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2010;2010;t;11366;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2010;2010;1000 No;176163;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2011;2011;t;11411;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2011;2011;1000 No;176877;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2012;2012;t;10750;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2012;2012;1000 No;171955;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2013;2013;t;11400;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2013;2013;1000 No;182416;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2014;2014;t;12030;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2014;2014;1000 No;192479;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2015;2015;t;12444;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2015;2015;1000 No;199100;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2016;2016;t;12105;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2016;2016;1000 No;193683;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2017;2017;t;12635.06;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2017;2017;1000 No;202162;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2018;2018;t;12591;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2018;2018;1000 No;191300;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2019;2019;t;9437;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2019;2019;1000 No;150995;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2020;2020;t;10000;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2020;2020;1000 No;144200;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2021;2021;t;10500;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2021;2021;1000 No;168080;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5510;Production;231;Hen eggs in shell, fresh;2022;2022;t;10500;A;Official figure;
QCL;Crops and livestock products;EE;Estonia;5513;Production;231;Hen eggs in shell, fresh;2022;2022;1000 No;167959;A;Official figure;
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1990;1990;1000 No;0;A;Official figure;
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1991;1991;1000 No;0;A;Official figure;
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1992;1992;1000 No;0;A;Official figure;
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1993;1993;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1994;1994;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1995;1995;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1996;1996;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1997;1997;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1998;1998;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;1999;1999;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2000;2000;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2001;2001;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2002;2002;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2003;2003;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2004;2004;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2005;2005;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2006;2006;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2007;2007;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2008;2008;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2009;2009;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2010;2010;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2011;2011;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2012;2012;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2013;2013;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;234;Faroe Islands;5513;Production;231;Hen eggs in shell, fresh;2014;2014;1000 No;;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1990;1990;t;76400;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1990;1990;1000 No;1232000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1991;1991;t;66900;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1991;1991;1000 No;1070400;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1992;1992;t;67500;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1992;1992;1000 No;1080000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1993;1993;t;69700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1993;1993;1000 No;1120000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1994;1994;t;71700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1994;1994;1000 No;1138000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1995;1995;t;74700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1995;1995;1000 No;1185700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1996;1996;t;70800;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1996;1996;1000 No;1123800;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1997;1997;t;66700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1997;1997;1000 No;1058700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1998;1998;t;63900;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1998;1998;1000 No;1014280;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;1999;1999;t;58940;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;1999;1999;1000 No;935500;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2000;2000;t;58500;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2000;2000;1000 No;928600;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2001;2001;t;56520;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2001;2001;1000 No;897000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2002;2002;t;54700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2002;2002;1000 No;868250;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2003;2003;t;56200;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2003;2003;1000 No;892000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2004;2004;t;57900;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2004;2004;1000 No;919000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2005;2005;t;58200;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2005;2005;1000 No;923809;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2006;2006;t;56700;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2006;2006;1000 No;900000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2007;2007;t;57000;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2007;2007;1000 No;904800;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2008;2008;t;58300;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2008;2008;1000 No;925400;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2009;2009;t;53900;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2009;2009;1000 No;855550;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2010;2010;t;61500;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5513;Production;231;Hen eggs in shell, fresh;2010;2010;1000 No;976200;A;Official figure;
QCL;Crops and livestock products;FI;Finland;5510;Production;231;Hen eggs in shell, fresh;2011;2011;t;62800;A;Official figure;
