%N_content_edible_bovine;%N_content_non-edible_bovine;%N_content_edible_sheep;%N_content_non-edible_sheep;%N_content_edible_pigs;%N_content_non-edible_pigs;%N_content_edible_poultry;%N_content_non-edible_poultry;%N_content_edible_goats;%N_content_non-edible_goats;%N_content_edible_eggs;%N_content_edible_milk
2.27;2.77;2.12;2.56;2.83;1.95;2.07;2.83;2.12;2.56;1.79;0.53
