;wheatspelt;rye;Barley;Oats;Grain maize;triticale;sorghum;rice;othercereals;graincereals;oilrape;sunflower;soy;flax;otheroilseeds;Pulses;otherroot;Green maize;Potatoes;Sugar beet;Vegetables and other;fibreflax;hemp;fibrecotton;legharvgr;Temporary grassland;grapes;olives;citrus;fruits;other permanent
0;1.952;1.76;1.76;2.8;1.52;1.856;1.616;0.96;1.957333333;1.804;3.136;1.97;6.08;2.88;2.352;3.52;0.256;0.54;0.256;0.208;0.224;0.608;0.128;0.354;1.12;0.805;0.3;0.38;0.18;0.08;1.12
