Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1990","1990","No","457061","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1991","1991","No","457061","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1992","1992","No","483212","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1993","1993","No","430071","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1994","1994","No","411082","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1995","1995","No","399246","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1996","1996","No","393223","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1997","1997","No","381567","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1998","1998","No","369171","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","1999","1999","No","343062","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2000","2000","No","330672","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2001","2001","No","310000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2002","2002","No","345000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2003","2003","No","327346","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2004","2004","No","283300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2005","2005","No","327346","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2006","2006","No","311000","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2007","2007","No","298000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2008","2008","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2009","2009","No","330000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2010","2010","No","367583","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2011","2011","No","368183","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2012","2012","No","376485","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2013","2013","No","382638","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2014","2014","No","376121","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2015","2015","No","347100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2016","2016","No","354100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2017","2017","No","353300","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2018","2018","No","372900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5114","Stocks","02196","Bees","2019","2019","No","372900","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1990","1990","An","2562393","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1991","1991","An","2583914","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1992","1992","An","2534008","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1993","1993","An","2400725","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1994","1994","An","2333887","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1995","1995","An","2328518","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1996","1996","An","2325825","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1997","1997","An","2271949","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1998","1998","An","2197940","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","1999","1999","An","2171681","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2000","2000","An","2152811","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2001","2001","An","2155447","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2002","2002","An","2118454","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2003","2003","An","2066942","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2004","2004","An","2052033","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2005","2005","An","2050991","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2006","2006","An","2010680","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2007","2007","An","2002919","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2008","2008","An","2000196","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2009","2009","An","1997209","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2010","2010","An","2026260","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2011","2011","An","2013281","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2012","2012","An","1976527","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2013","2013","An","1955618","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2014","2014","An","1958282","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2015","2015","An","1961201","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2016","2016","An","1957610","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2017","2017","An","1954391","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2018","2018","An","1912810","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02111","Cattle","2019","2019","An","1879520","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1990","1990","1000 An","14145","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1991","1991","1000 An","13139","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1992","1992","1000 An","13479","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1993","1993","1000 An","12872","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1994","1994","1000 An","13589","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1995","1995","1000 An","13266","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1996","1996","1000 An","13157","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1997","1997","1000 An","12215","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1998","1998","1000 An","13950","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","1999","1999","1000 An","13540","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2000","2000","1000 An","13798","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2001","2001","1000 An","11077","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2002","2002","1000 An","11905","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2003","2003","1000 An","12431","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2004","2004","1000 An","12354","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2005","2005","1000 An","12700","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2006","2006","1000 An","15000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2007","2007","1000 An","13570","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2008","2008","1000 An","13770","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2009","2009","1000 An","14400","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2010","2010","1000 An","15650","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2011","2011","1000 An","16000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2012","2012","1000 An","15500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2013","2013","1000 An","16300","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2014","2014","1000 An","16500","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2015","2015","1000 An","16465","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2016","2016","1000 An","16745","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02151","Chickens","2017","2017","1000 An","16736","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1990","1990","1000 An","115","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1991","1991","1000 An","131","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1992","1992","1000 An","132","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1993","1993","1000 An","114","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1994","1994","1000 An","102","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1995","1995","1000 An","105","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1996","1996","1000 An","100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1997","1997","1000 An","102","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1998","1998","1000 An","95","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","1999","1999","1000 An","95","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2000","2000","1000 An","95","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2001","2001","1000 An","95","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2002","2002","1000 An","95","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2003","2003","1000 An","47","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2004","2004","1000 An","83","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2005","2005","1000 An","50","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2006","2006","1000 An","50","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2007","2007","1000 An","56","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2008","2008","1000 An","62","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2009","2009","1000 An","63","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2010","2010","1000 An","79","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2011","2011","1000 An","80","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2012","2012","1000 An","82","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2013","2013","1000 An","82","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2014","2014","1000 An","69","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2015","2015","1000 An","59","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2016","2016","1000 An","45","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02154","Ducks","2017","2017","1000 An","74","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1990","1990","1000 An","26","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1991","1991","1000 An","27","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1992","1992","1000 An","27","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1993","1993","1000 An","26","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1994","1994","1000 An","24","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1995","1995","1000 An","27","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1996","1996","1000 An","22","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1997","1997","1000 An","21","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1998","1998","1000 An","22","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","1999","1999","1000 An","26","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2000","2000","1000 An","22","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2001","2001","1000 An","22","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2002","2002","1000 An","22","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2003","2003","1000 An","41","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2004","2004","1000 An","20","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2005","2005","1000 An","22","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2006","2006","1000 An","21","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2007","2007","1000 An","22","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2008","2008","1000 An","25","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2009","2009","1000 An","25","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2010","2010","1000 An","24","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2011","2011","1000 An","20","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2012","2012","1000 An","25","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2013","2013","1000 An","25","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2014","2014","1000 An","27","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2015","2015","1000 An","30","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2016","2016","1000 An","45","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5112","Stocks","02153","Geese","2017","2017","1000 An","34","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1990","1990","An","36440","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1991","1991","An","37343","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1992","1992","An","40923","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1993","1993","An","39354","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1994","1994","An","47276","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1995","1995","An","49749","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1996","1996","An","54228","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1997","1997","An","54471","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1998","1998","An","58340","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","1999","1999","An","54244","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2000","2000","An","57993","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2001","2001","An","56105","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2002","2002","An","59452","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2003","2003","An","57842","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2004","2004","An","54607","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2005","2005","An","55523","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2006","2006","An","55100","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2007","2007","An","53108","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2008","2008","An","60487","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2009","2009","An","62490","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2010","2010","An","68188","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2011","2011","An","71768","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2012","2012","An","72358","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2013","2013","An","73212","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2014","2014","An","72068","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2015","2015","An","70705","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2016","2016","An","76620","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2017","2017","An","82735","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2018","2018","An","91540","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02123","Goats","2019","2019","An","92500","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1990","1990","An","47595","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1991","1991","An","49270","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1992","1992","An","57803","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1993","1993","An","61390","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1994","1994","An","64924","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1995","1995","An","66748","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1996","1996","An","72491","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1997","1997","An","73234","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1998","1998","An","74170","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","1999","1999","An","75347","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2000","2000","An","81600","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2001","2001","An","63000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2002","2002","An","60000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2003","2003","An","85000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2004","2004","An","80072","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2005","2005","An","85000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2006","2006","An","86000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2007","2007","An","87000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2008","2008","An","85000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2009","2009","An","85000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2010","2010","An","83000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2011","2011","An","86000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2012","2012","An","86500","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2013","2013","An","86500","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2014","2014","An","87000","E","Estimated value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2015","2015","An","88597","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2016","2016","An","88288","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02131","Horses","2017","2017","An","90428","I","Imputed value",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1990","1990","An","286870","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1991","1991","An","309312","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1992","1992","An","326083","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1993","1993","An","312041","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1994","1994","An","333835","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1995","1995","An","342144","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1996","1996","An","365250","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1997","1997","An","380861","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1998","1998","An","383655","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","1999","1999","An","360812","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2000","2000","An","352277","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2001","2001","An","339238","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2002","2002","An","320467","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2003","2003","An","304364","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2004","2004","An","325495","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2005","2005","An","327163","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2006","2006","An","325728","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2007","2007","An","312375","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2008","2008","An","351329","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2009","2009","An","333181","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2010","2010","An","344709","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2011","2011","An","358415","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2012","2012","An","361183","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2013","2013","An","364645","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2014","2014","An","357440","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2015","2015","An","349087","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2016","2016","An","353710","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2017","2017","An","378381","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2018","2018","An","406340","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02122","Sheep","2019","2019","An","402660","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1990","1990","An","3772724","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1991","1991","An","3687981","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1992","1992","An","3637980","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1993","1993","An","3719653","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1994","1994","An","3819798","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1995","1995","An","3728991","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1996","1996","An","3706185","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1997","1997","An","3663747","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1998","1998","An","3679876","A","Official figure",""
"QCL","Crops and livestock products","040","Austria","5111","Stocks","02140","Swine / pigs","1999","1999","An","3810310","A","Official figure",""
